downtime_id,machine_id,plant_location,start_time,end_time,duration_hours,reason,production_loss_mt,repair_cost_inr
DT000829,Machine-19,Rajkot Plant,2023-06-30 06:00:00,2023-06-30 12:14:55.346661,6.25,Power Failure,1.69,44319.77
DT000830,Machine-1,Rajkot Plant,2023-06-30 15:00:00,2023-06-30 21:57:50.733438,6.96,Raw Material Shortage,2.29,9569.8
DT000831,Machine-10,Rajkot Plant,2023-06-30 20:00:00,2023-06-30 21:42:05.159962,1.7,Cleaning,1.98,16043.87
DT000832,Machine-23,Ahmedabad Plant 2,2023-07-01 20:00:00,2023-07-02 00:38:01.516906,4.63,Breakdown,1.9,31419.25
DT000833,Machine-6,Rajkot Plant,2023-07-01 03:00:00,2023-07-01 07:46:25.723405,4.77,Cleaning,1.45,14461.02
DT000834,Machine-21,Ahmedabad Plant 2,2023-07-01 17:00:00,2023-07-01 21:23:20.655882,4.39,Power Failure,1.74,17383.71
DT000835,Machine-20,Rajkot Plant,2023-07-02 14:00:00,2023-07-02 14:53:01.948283,0.88,Breakdown,1.01,29785.17
DT000836,Machine-6,Ahmedabad Plant 2,2023-07-03 12:00:00,2023-07-03 16:31:01.719085,4.52,Power Failure,0.83,32272.35
DT000837,Machine-21,Rajkot Plant,2023-07-03 16:00:00,2023-07-03 19:40:11.537313,3.67,Cleaning,2.13,44960.23
DT000838,Machine-4,Rajkot Plant,2023-07-03 00:00:00,2023-07-03 02:48:50.782206,2.81,Cleaning,1.37,35456.64
DT000839,Machine-3,Ahmedabad Plant 2,2023-07-05 23:00:00,2023-07-06 06:37:07.198960,7.62,Cleaning,1.72,12617.89
DT000840,Machine-17,Ahmedabad Plant 2,2023-07-06 20:00:00,2023-07-07 03:30:45.137631,7.51,Scheduled Maintenance,1.67,25731.48
DT000841,Machine-3,Rajkot Plant,2023-07-06 09:00:00,2023-07-06 13:32:54.827646,4.55,Cleaning,1.13,40311.2
DT000842,Machine-15,Rajkot Plant,2023-07-07 23:00:00,2023-07-08 04:18:28.177531,5.31,Raw Material Shortage,2.89,14174.97
DT000843,Machine-1,Ahmedabad Plant 2,2023-07-07 07:00:00,2023-07-07 12:08:36.630759,5.14,Operator Error,1.79,45263.92
DT000844,Machine-17,Ahmedabad Plant 1,2023-07-07 02:00:00,2023-07-07 02:43:39.905129,0.73,Raw Material Shortage,2.4,33037.69
DT000845,Machine-15,Ahmedabad Plant 1,2023-07-08 18:00:00,2023-07-08 23:03:23.826119,5.06,Breakdown,2.69,31540.91
DT000846,Machine-17,Ahmedabad Plant 1,2023-07-08 20:00:00,2023-07-09 01:52:09.914416,5.87,Power Failure,2.11,8127.71
DT000847,Machine-22,Rajkot Plant,2023-07-09 10:00:00,2023-07-09 11:20:46.410886,1.35,Operator Error,1.35,35406.57
DT000848,Machine-23,Rajkot Plant,2023-07-10 06:00:00,2023-07-10 06:41:54.130814,0.7,Breakdown,2.43,14135.44
DT000849,Machine-24,Ahmedabad Plant 1,2023-07-10 11:00:00,2023-07-10 15:41:47.029620,4.7,Scheduled Maintenance,1.0,12918.56
DT000850,Machine-12,Ahmedabad Plant 1,2023-07-10 10:00:00,2023-07-10 13:00:23.165087,3.01,Power Failure,2.8,15703.02
DT000851,Machine-16,Ahmedabad Plant 2,2023-07-12 23:00:00,2023-07-12 23:51:50.118930,0.86,Operator Error,2.71,24751.88
DT000852,Machine-21,Ahmedabad Plant 2,2023-07-12 05:00:00,2023-07-12 10:09:28.520722,5.16,Operator Error,2.71,39004.23
DT000853,Machine-1,Rajkot Plant,2023-07-13 06:00:00,2023-07-13 12:28:25.635758,6.47,Breakdown,1.7,35930.39
DT000854,Machine-14,Ahmedabad Plant 2,2023-07-13 05:00:00,2023-07-13 12:43:41.697896,7.73,Power Failure,2.72,32559.24
DT000855,Machine-21,Rajkot Plant,2023-07-14 23:00:00,2023-07-15 00:08:25.059475,1.14,Breakdown,2.95,15146.91
DT000856,Machine-25,Rajkot Plant,2023-07-16 09:00:00,2023-07-16 12:12:20.457984,3.21,Breakdown,0.85,12497.6
DT000857,Machine-18,Rajkot Plant,2023-07-16 05:00:00,2023-07-16 11:28:06.012238,6.47,Power Failure,0.82,13521.89
DT000858,Machine-20,Ahmedabad Plant 1,2023-07-17 14:00:00,2023-07-17 15:47:10.258971,1.79,Operator Error,1.43,36260.88
DT000859,Machine-2,Ahmedabad Plant 2,2023-07-17 21:00:00,2023-07-18 02:19:43.598097,5.33,Breakdown,2.31,37706.53
DT000860,Machine-24,Rajkot Plant,2023-07-18 15:00:00,2023-07-18 15:31:21.019055,0.52,Power Failure,2.21,35805.77
DT000861,Machine-6,Rajkot Plant,2023-07-20 04:00:00,2023-07-20 04:57:57.017267,0.97,Operator Error,1.57,8539.12
DT000862,Machine-20,Ahmedabad Plant 1,2023-07-21 20:00:00,2023-07-21 21:55:52.410162,1.93,Power Failure,1.72,5540.54
DT000863,Machine-14,Ahmedabad Plant 2,2023-07-21 20:00:00,2023-07-21 21:12:44.998789,1.21,Raw Material Shortage,0.71,10604.48
DT000864,Machine-4,Ahmedabad Plant 2,2023-07-24 13:00:00,2023-07-24 13:52:24.125876,0.87,Scheduled Maintenance,2.03,13036.85
DT000865,Machine-9,Rajkot Plant,2023-07-24 01:00:00,2023-07-24 07:58:10.281521,6.97,Operator Error,2.71,36096.52
DT000866,Machine-19,Ahmedabad Plant 2,2023-07-25 16:00:00,2023-07-25 16:59:13.812512,0.99,Power Failure,2.73,23840.79
DT000867,Machine-3,Rajkot Plant,2023-07-25 14:00:00,2023-07-25 15:51:30.091728,1.86,Power Failure,2.45,20601.2
DT000868,Machine-17,Ahmedabad Plant 2,2023-07-25 13:00:00,2023-07-25 17:17:43.962260,4.3,Cleaning,2.36,9550.42
DT000869,Machine-17,Rajkot Plant,2023-07-26 05:00:00,2023-07-26 06:46:17.951250,1.77,Raw Material Shortage,2.92,37109.51
DT000870,Machine-1,Rajkot Plant,2023-07-26 07:00:00,2023-07-26 09:14:00.393052,2.23,Scheduled Maintenance,1.93,13459.45
DT000871,Machine-24,Rajkot Plant,2023-07-26 04:00:00,2023-07-26 10:59:27.493971,6.99,Cleaning,1.62,41309.19
DT000872,Machine-21,Ahmedabad Plant 1,2023-07-28 14:00:00,2023-07-28 21:47:21.730837,7.79,Cleaning,2.95,11192.73
DT000873,Machine-16,Ahmedabad Plant 1,2023-07-28 19:00:00,2023-07-29 02:35:09.761159,7.59,Breakdown,1.18,21183.0
DT000874,Machine-13,Ahmedabad Plant 1,2023-07-28 20:00:00,2023-07-28 20:58:20.798974,0.97,Raw Material Shortage,2.11,33985.28
DT000875,Machine-16,Ahmedabad Plant 1,2023-07-29 05:00:00,2023-07-29 11:19:40.052105,6.33,Scheduled Maintenance,2.87,24267.5
DT000876,Machine-4,Ahmedabad Plant 2,2023-07-29 20:00:00,2023-07-29 23:33:20.722675,3.56,Scheduled Maintenance,2.1,35033.47
DT000877,Machine-12,Ahmedabad Plant 1,2023-07-29 16:00:00,2023-07-29 19:50:21.543371,3.84,Cleaning,2.8,7347.79
DT000878,Machine-17,Ahmedabad Plant 2,2023-07-30 01:00:00,2023-07-30 07:10:22.844186,6.17,Scheduled Maintenance,1.02,27289.82
DT000879,Machine-13,Ahmedabad Plant 2,2023-07-30 14:00:00,2023-07-30 20:53:10.308992,6.89,Power Failure,1.32,45485.81
DT000880,Machine-3,Rajkot Plant,2023-07-30 22:00:00,2023-07-31 01:52:48.450869,3.88,Cleaning,2.26,37520.64
DT000881,Machine-1,Ahmedabad Plant 1,2023-07-31 02:00:00,2023-07-31 04:27:21.964789,2.46,Raw Material Shortage,2.75,10607.5
DT000882,Machine-15,Rajkot Plant,2023-07-31 20:00:00,2023-08-01 00:55:31.920271,4.93,Operator Error,2.82,6394.7
DT000883,Machine-11,Ahmedabad Plant 1,2023-07-31 16:00:00,2023-07-31 20:29:03.778763,4.48,Breakdown,1.12,13660.55
DT000884,Machine-20,Ahmedabad Plant 1,2023-08-01 02:00:00,2023-08-01 04:15:11.695031,2.25,Cleaning,2.76,24148.21
DT000885,Machine-3,Ahmedabad Plant 1,2023-08-01 16:00:00,2023-08-01 18:16:09.183002,2.27,Raw Material Shortage,2.82,19472.78
DT000886,Machine-24,Ahmedabad Plant 1,2023-08-01 17:00:00,2023-08-01 22:55:33.597458,5.93,Operator Error,1.84,35562.46
DT000887,Machine-15,Rajkot Plant,2023-08-02 13:00:00,2023-08-02 14:52:12.258489,1.87,Raw Material Shortage,2.2,45761.97
DT000888,Machine-1,Rajkot Plant,2023-08-04 23:00:00,2023-08-05 00:15:24.436980,1.26,Raw Material Shortage,1.32,48767.2
DT000889,Machine-16,Ahmedabad Plant 1,2023-08-05 18:00:00,2023-08-05 20:11:20.303868,2.19,Operator Error,0.65,7477.65
DT000890,Machine-6,Ahmedabad Plant 1,2023-08-05 06:00:00,2023-08-05 08:33:53.080396,2.56,Power Failure,1.74,17097.23
DT000891,Machine-25,Rajkot Plant,2023-08-08 07:00:00,2023-08-08 09:36:24.378261,2.61,Raw Material Shortage,2.58,39512.31
DT000892,Machine-20,Ahmedabad Plant 1,2023-08-08 22:00:00,2023-08-09 00:49:52.846532,2.83,Scheduled Maintenance,1.36,48635.29
DT000893,Machine-10,Ahmedabad Plant 1,2023-08-09 22:00:00,2023-08-10 05:37:34.203664,7.63,Breakdown,2.93,47263.99
DT000894,Machine-15,Ahmedabad Plant 1,2023-08-09 19:00:00,2023-08-10 00:12:38.351665,5.21,Cleaning,1.27,48627.33
DT000895,Machine-8,Ahmedabad Plant 2,2023-08-09 05:00:00,2023-08-09 11:04:16.093224,6.07,Breakdown,2.28,40892.87
DT000896,Machine-7,Rajkot Plant,2023-08-11 09:00:00,2023-08-11 13:59:18.638760,4.99,Scheduled Maintenance,1.96,21259.93
DT000897,Machine-15,Ahmedabad Plant 1,2023-08-11 00:00:00,2023-08-11 01:37:49.915330,1.63,Cleaning,1.6,28281.87
DT000898,Machine-14,Ahmedabad Plant 2,2023-08-12 06:00:00,2023-08-12 13:05:00.873901,7.08,Cleaning,1.5,44735.85
DT000899,Machine-17,Rajkot Plant,2023-08-13 19:00:00,2023-08-13 21:52:52.980496,2.88,Scheduled Maintenance,2.86,6752.09
DT000900,Machine-14,Rajkot Plant,2023-08-13 09:00:00,2023-08-13 13:26:23.977325,4.44,Power Failure,1.3,18248.59
DT000901,Machine-24,Ahmedabad Plant 2,2023-08-13 13:00:00,2023-08-13 14:05:43.597970,1.1,Operator Error,2.2,22664.7
DT000902,Machine-14,Ahmedabad Plant 1,2023-08-14 04:00:00,2023-08-14 11:37:04.432876,7.62,Power Failure,2.28,24930.1
DT000903,Machine-16,Ahmedabad Plant 1,2023-08-15 03:00:00,2023-08-15 08:12:17.040395,5.2,Power Failure,0.67,31511.22
DT000904,Machine-2,Ahmedabad Plant 1,2023-08-16 23:00:00,2023-08-17 04:29:46.042801,5.5,Power Failure,0.77,35709.35
DT000905,Machine-14,Ahmedabad Plant 1,2023-08-16 17:00:00,2023-08-16 21:03:18.199638,4.06,Breakdown,1.7,37560.99
DT000906,Machine-8,Rajkot Plant,2023-08-17 03:00:00,2023-08-17 06:52:24.785983,3.87,Cleaning,1.09,18422.77
DT000907,Machine-1,Ahmedabad Plant 2,2023-08-17 19:00:00,2023-08-18 01:02:15.482687,6.04,Breakdown,0.68,42837.15
DT000908,Machine-5,Ahmedabad Plant 2,2023-08-17 13:00:00,2023-08-17 17:51:59.495286,4.87,Scheduled Maintenance,2.32,20465.95
DT000909,Machine-3,Rajkot Plant,2023-08-18 15:00:00,2023-08-18 17:10:14.034102,2.17,Breakdown,2.51,9599.38
DT000910,Machine-7,Rajkot Plant,2023-08-18 10:00:00,2023-08-18 11:44:38.058425,1.74,Cleaning,1.21,20805.02
DT000911,Machine-20,Ahmedabad Plant 1,2023-08-18 18:00:00,2023-08-18 20:01:38.697057,2.03,Operator Error,2.78,6223.06
DT000912,Machine-19,Ahmedabad Plant 2,2023-08-19 20:00:00,2023-08-20 02:31:33.588457,6.53,Operator Error,1.53,42625.1
DT000913,Machine-21,Ahmedabad Plant 2,2023-08-19 09:00:00,2023-08-19 15:28:11.058152,6.47,Operator Error,0.8,34988.68
DT000914,Machine-5,Rajkot Plant,2023-08-19 12:00:00,2023-08-19 15:20:18.053145,3.34,Breakdown,2.55,43295.84
DT000915,Machine-11,Rajkot Plant,2023-08-20 00:00:00,2023-08-20 01:55:04.248641,1.92,Cleaning,1.7,31748.17
DT000916,Machine-24,Ahmedabad Plant 2,2023-08-20 01:00:00,2023-08-20 05:34:50.056158,4.58,Breakdown,1.13,17262.1
DT000917,Machine-13,Ahmedabad Plant 1,2023-08-21 11:00:00,2023-08-21 17:56:11.171015,6.94,Scheduled Maintenance,0.58,16806.34
DT000918,Machine-21,Ahmedabad Plant 2,2023-08-21 16:00:00,2023-08-21 18:10:23.015234,2.17,Cleaning,1.43,35874.61
DT000919,Machine-2,Rajkot Plant,2023-08-21 08:00:00,2023-08-21 12:29:31.034391,4.49,Raw Material Shortage,1.85,37907.95
DT000920,Machine-19,Rajkot Plant,2023-08-22 19:00:00,2023-08-23 01:35:28.337555,6.59,Scheduled Maintenance,0.9,9861.37
DT000921,Machine-12,Ahmedabad Plant 2,2023-08-22 03:00:00,2023-08-22 05:45:32.908306,2.76,Breakdown,2.57,29378.46
DT000922,Machine-20,Ahmedabad Plant 2,2023-08-25 18:00:00,2023-08-25 19:34:16.294694,1.57,Breakdown,0.91,45422.11
DT000923,Machine-10,Ahmedabad Plant 1,2023-08-25 12:00:00,2023-08-25 15:15:08.155885,3.25,Power Failure,1.14,36218.31
DT000924,Machine-24,Ahmedabad Plant 1,2023-08-27 01:00:00,2023-08-27 07:57:21.178557,6.96,Cleaning,1.61,40600.95
DT000925,Machine-6,Rajkot Plant,2023-08-27 19:00:00,2023-08-27 22:43:31.000232,3.73,Power Failure,2.23,30866.8
DT000926,Machine-21,Ahmedabad Plant 2,2023-08-27 00:00:00,2023-08-27 07:12:30.063781,7.21,Scheduled Maintenance,1.31,39668.87
DT000927,Machine-3,Ahmedabad Plant 1,2023-08-28 12:00:00,2023-08-28 17:37:46.308454,5.63,Operator Error,2.6,32339.32
DT000928,Machine-24,Rajkot Plant,2023-08-28 03:00:00,2023-08-28 06:57:03.731314,3.95,Raw Material Shortage,0.62,42786.43
DT000929,Machine-2,Ahmedabad Plant 2,2023-08-28 11:00:00,2023-08-28 18:19:28.232831,7.32,Cleaning,1.62,15001.81
DT000930,Machine-22,Rajkot Plant,2023-08-29 18:00:00,2023-08-29 23:21:13.197835,5.35,Operator Error,0.8,6838.11
DT000931,Machine-10,Ahmedabad Plant 2,2023-08-31 00:00:00,2023-08-31 02:40:32.863092,2.68,Breakdown,2.2,41639.15
DT000932,Machine-17,Ahmedabad Plant 2,2023-08-31 02:00:00,2023-08-31 03:40:35.080482,1.68,Scheduled Maintenance,2.87,29843.44
DT000933,Machine-8,Rajkot Plant,2023-09-01 01:00:00,2023-09-01 08:26:21.974313,7.44,Raw Material Shortage,0.87,25608.9
DT000934,Machine-11,Ahmedabad Plant 1,2023-09-02 13:00:00,2023-09-02 16:43:51.848258,3.73,Breakdown,1.53,46885.47
DT000935,Machine-14,Ahmedabad Plant 2,2023-09-03 10:00:00,2023-09-03 16:52:14.119192,6.87,Breakdown,2.49,17875.58
DT000936,Machine-19,Ahmedabad Plant 2,2023-09-03 13:00:00,2023-09-03 16:02:34.132695,3.04,Cleaning,1.15,40706.75
DT000937,Machine-1,Ahmedabad Plant 2,2023-09-03 05:00:00,2023-09-03 08:26:46.315372,3.45,Power Failure,2.95,21394.23
DT000938,Machine-11,Ahmedabad Plant 2,2023-09-04 04:00:00,2023-09-04 05:46:24.217191,1.77,Breakdown,2.82,40221.97
DT000939,Machine-10,Rajkot Plant,2023-09-04 07:00:00,2023-09-04 11:52:27.403210,4.87,Cleaning,2.65,47725.06
DT000940,Machine-24,Ahmedabad Plant 1,2023-09-05 22:00:00,2023-09-06 04:57:37.024079,6.96,Power Failure,2.76,17205.73
DT000941,Machine-13,Rajkot Plant,2023-09-07 21:00:00,2023-09-08 01:19:52.922264,4.33,Operator Error,2.49,28670.89
DT000942,Machine-25,Rajkot Plant,2023-09-07 01:00:00,2023-09-07 06:18:49.667471,5.31,Cleaning,2.81,18290.49
DT000943,Machine-18,Ahmedabad Plant 2,2023-09-08 04:00:00,2023-09-08 08:32:43.961870,4.55,Raw Material Shortage,1.91,21179.17
DT000944,Machine-1,Ahmedabad Plant 2,2023-09-08 00:00:00,2023-09-08 03:15:43.369839,3.26,Breakdown,2.42,46828.16
DT000945,Machine-18,Rajkot Plant,2023-09-08 17:00:00,2023-09-08 22:15:10.833836,5.25,Power Failure,1.72,38766.18
DT000946,Machine-1,Ahmedabad Plant 2,2023-09-12 02:00:00,2023-09-12 09:59:00.848180,7.98,Scheduled Maintenance,0.71,34321.23
DT000947,Machine-24,Ahmedabad Plant 1,2023-09-12 22:00:00,2023-09-13 02:40:14.918299,4.67,Operator Error,2.03,6026.89
DT000948,Machine-25,Rajkot Plant,2023-09-13 02:00:00,2023-09-13 09:40:03.194225,7.67,Power Failure,0.71,18836.32
DT000949,Machine-10,Ahmedabad Plant 1,2023-09-14 00:00:00,2023-09-14 02:44:14.038381,2.74,Scheduled Maintenance,2.33,35192.17
DT000950,Machine-12,Rajkot Plant,2023-09-14 20:00:00,2023-09-14 20:57:46.583689,0.96,Cleaning,0.87,19345.32
DT000951,Machine-17,Ahmedabad Plant 1,2023-09-15 04:00:00,2023-09-15 09:46:50.807254,5.78,Power Failure,2.82,19196.34
DT000952,Machine-23,Ahmedabad Plant 2,2023-09-16 14:00:00,2023-09-16 18:26:30.499173,4.44,Scheduled Maintenance,1.43,30981.07
DT000953,Machine-19,Rajkot Plant,2023-09-16 05:00:00,2023-09-16 10:12:35.312502,5.21,Cleaning,1.8,22506.01
DT000954,Machine-4,Rajkot Plant,2023-09-18 22:00:00,2023-09-19 05:05:54.140019,7.1,Cleaning,2.5,49928.25
DT000955,Machine-14,Ahmedabad Plant 1,2023-09-18 11:00:00,2023-09-18 14:35:42.707678,3.6,Power Failure,0.6,34311.68
DT000956,Machine-17,Ahmedabad Plant 2,2023-09-18 04:00:00,2023-09-18 10:22:32.525101,6.38,Cleaning,2.84,5466.38
DT000957,Machine-11,Ahmedabad Plant 2,2023-09-19 04:00:00,2023-09-19 11:05:48.714293,7.1,Cleaning,1.79,21866.8
DT000958,Machine-3,Rajkot Plant,2023-09-19 16:00:00,2023-09-19 18:09:52.297261,2.16,Breakdown,2.54,21368.32
DT000959,Machine-14,Ahmedabad Plant 2,2023-09-19 23:00:00,2023-09-20 04:02:03.037282,5.03,Raw Material Shortage,1.78,16841.96
DT000960,Machine-9,Ahmedabad Plant 2,2023-09-23 04:00:00,2023-09-23 10:24:30.125858,6.41,Operator Error,1.25,40429.2
DT000961,Machine-11,Ahmedabad Plant 1,2023-09-23 11:00:00,2023-09-23 14:34:17.610579,3.57,Scheduled Maintenance,0.58,39534.23
DT000962,Machine-5,Ahmedabad Plant 1,2023-09-23 04:00:00,2023-09-23 11:14:40.406182,7.24,Power Failure,0.8,31335.57
DT000963,Machine-22,Ahmedabad Plant 1,2023-09-24 12:00:00,2023-09-24 13:02:17.453976,1.04,Scheduled Maintenance,2.57,49458.15
DT000964,Machine-9,Rajkot Plant,2023-09-24 21:00:00,2023-09-25 01:12:44.796649,4.21,Power Failure,1.28,43058.72
DT000965,Machine-22,Ahmedabad Plant 2,2023-09-26 10:00:00,2023-09-26 14:24:21.036248,4.41,Operator Error,1.62,15251.34
DT000966,Machine-16,Ahmedabad Plant 2,2023-09-26 08:00:00,2023-09-26 13:07:12.480877,5.12,Power Failure,2.02,16827.55
DT000967,Machine-13,Rajkot Plant,2023-09-27 05:00:00,2023-09-27 07:05:08.072736,2.09,Scheduled Maintenance,1.6,25286.72
DT000968,Machine-6,Rajkot Plant,2023-09-27 09:00:00,2023-09-27 10:27:47.102058,1.46,Breakdown,1.19,12215.85
DT000969,Machine-19,Ahmedabad Plant 1,2023-09-27 20:00:00,2023-09-28 03:15:39.023498,7.26,Raw Material Shortage,0.69,44544.15
DT000970,Machine-16,Ahmedabad Plant 2,2023-09-30 18:00:00,2023-09-30 22:27:32.872776,4.46,Raw Material Shortage,2.16,46546.24
DT000971,Machine-24,Ahmedabad Plant 2,2023-09-30 10:00:00,2023-09-30 13:14:25.438252,3.24,Cleaning,2.26,35226.36
DT000972,Machine-8,Ahmedabad Plant 1,2023-09-30 16:00:00,2023-09-30 23:54:45.367887,7.91,Scheduled Maintenance,0.62,25494.62
DT000973,Machine-9,Rajkot Plant,2023-10-03 06:00:00,2023-10-03 13:55:17.986141,7.92,Operator Error,1.32,48454.88
DT000974,Machine-7,Ahmedabad Plant 2,2023-10-04 05:00:00,2023-10-04 11:37:31.412743,6.63,Power Failure,1.35,6309.76
DT000975,Machine-22,Ahmedabad Plant 1,2023-10-05 02:00:00,2023-10-05 04:36:09.300663,2.6,Operator Error,0.81,24280.61
DT000976,Machine-11,Rajkot Plant,2023-10-05 13:00:00,2023-10-05 20:32:47.103808,7.55,Operator Error,1.78,25137.87
DT000977,Machine-25,Ahmedabad Plant 2,2023-10-07 23:00:00,2023-10-08 01:07:05.452449,2.12,Scheduled Maintenance,2.05,25491.82
DT000978,Machine-24,Rajkot Plant,2023-10-07 17:00:00,2023-10-07 23:17:43.337124,6.3,Scheduled Maintenance,1.79,44895.93
DT000979,Machine-20,Ahmedabad Plant 2,2023-10-07 15:00:00,2023-10-07 21:22:21.386749,6.37,Raw Material Shortage,0.86,11120.07
DT000980,Machine-4,Ahmedabad Plant 1,2023-10-08 22:00:00,2023-10-08 22:40:57.476520,0.68,Scheduled Maintenance,1.42,7457.84
DT000981,Machine-1,Rajkot Plant,2023-10-08 06:00:00,2023-10-08 09:52:28.692832,3.87,Breakdown,1.1,27420.72
DT000982,Machine-13,Ahmedabad Plant 1,2023-10-08 11:00:00,2023-10-08 12:41:14.164833,1.69,Cleaning,1.87,48489.51
DT000983,Machine-7,Ahmedabad Plant 2,2023-10-09 02:00:00,2023-10-09 07:16:45.269251,5.28,Scheduled Maintenance,1.91,40462.07
DT000984,Machine-16,Ahmedabad Plant 1,2023-10-10 08:00:00,2023-10-10 08:32:30.312920,0.54,Cleaning,1.21,49414.01
DT000985,Machine-22,Rajkot Plant,2023-10-10 00:00:00,2023-10-10 06:22:10.714865,6.37,Operator Error,0.73,19690.7
DT000986,Machine-18,Ahmedabad Plant 2,2023-10-10 11:00:00,2023-10-10 14:47:56.333412,3.8,Raw Material Shortage,2.84,31378.42
DT000987,Machine-24,Ahmedabad Plant 1,2023-10-13 23:00:00,2023-10-14 00:04:45.091644,1.08,Breakdown,1.77,18022.42
DT000988,Machine-24,Ahmedabad Plant 2,2023-10-14 01:00:00,2023-10-14 04:02:24.938383,3.04,Raw Material Shortage,0.79,25644.01
DT000989,Machine-20,Ahmedabad Plant 2,2023-10-16 03:00:00,2023-10-16 08:31:16.089599,5.52,Operator Error,2.4,36292.41
DT000990,Machine-7,Ahmedabad Plant 2,2023-10-16 07:00:00,2023-10-16 12:27:13.861349,5.45,Breakdown,2.67,19956.7
DT000991,Machine-7,Ahmedabad Plant 1,2023-10-17 02:00:00,2023-10-17 04:06:34.038280,2.11,Operator Error,0.72,12456.78
DT000992,Machine-25,Ahmedabad Plant 1,2023-10-17 13:00:00,2023-10-17 14:37:13.574633,1.62,Operator Error,2.78,13123.26
DT000993,Machine-10,Ahmedabad Plant 2,2023-10-18 11:00:00,2023-10-18 12:12:16.499489,1.2,Operator Error,1.5,12632.48
DT000994,Machine-23,Ahmedabad Plant 1,2023-10-18 04:00:00,2023-10-18 05:28:45.339114,1.48,Operator Error,1.41,46372.27
DT000995,Machine-16,Ahmedabad Plant 1,2023-10-18 10:00:00,2023-10-18 10:43:41.715236,0.73,Scheduled Maintenance,1.02,42090.22
DT000996,Machine-15,Ahmedabad Plant 1,2023-10-19 11:00:00,2023-10-19 13:20:21.361931,2.34,Breakdown,1.6,9434.4
DT000997,Machine-11,Ahmedabad Plant 1,2023-10-20 01:00:00,2023-10-20 07:27:49.704441,6.46,Breakdown,2.34,10762.87
DT000998,Machine-19,Rajkot Plant,2023-10-20 18:00:00,2023-10-21 01:36:34.989069,7.61,Scheduled Maintenance,1.98,40917.1
DT000999,Machine-11,Rajkot Plant,2023-10-21 13:00:00,2023-10-21 19:13:42.580743,6.23,Breakdown,1.8,38637.12
DT001000,Machine-11,Ahmedabad Plant 1,2023-10-22 12:00:00,2023-10-22 14:17:00.536963,2.28,Operator Error,0.55,20393.42
DT001001,Machine-16,Ahmedabad Plant 1,2023-10-22 07:00:00,2023-10-22 08:38:37.573617,1.64,Scheduled Maintenance,2.95,46563.13
DT001002,Machine-4,Ahmedabad Plant 2,2023-10-22 01:00:00,2023-10-22 02:34:51.719000,1.58,Breakdown,1.36,27919.25
DT001003,Machine-5,Rajkot Plant,2023-10-24 15:00:00,2023-10-24 18:29:25.682517,3.49,Breakdown,2.25,27658.33
DT001004,Machine-3,Ahmedabad Plant 1,2023-10-24 00:00:00,2023-10-24 04:44:22.106664,4.74,Cleaning,2.19,6065.04
DT001005,Machine-7,Ahmedabad Plant 1,2023-10-24 23:00:00,2023-10-24 23:35:35.490526,0.59,Operator Error,0.95,37323.73
DT001006,Machine-3,Ahmedabad Plant 1,2023-10-25 02:00:00,2023-10-25 04:18:11.377735,2.3,Scheduled Maintenance,2.8,8532.38
DT001007,Machine-15,Ahmedabad Plant 2,2023-10-26 19:00:00,2023-10-26 23:50:57.536461,4.85,Raw Material Shortage,0.56,48742.64
DT001008,Machine-25,Rajkot Plant,2023-10-27 22:00:00,2023-10-28 00:06:09.085406,2.1,Power Failure,1.97,47887.49
DT001009,Machine-25,Ahmedabad Plant 2,2023-10-28 22:00:00,2023-10-28 22:43:39.857754,0.73,Raw Material Shortage,1.78,28702.1
DT001010,Machine-19,Rajkot Plant,2023-10-28 20:00:00,2023-10-28 23:08:10.098489,3.14,Power Failure,2.14,29413.85
DT001011,Machine-23,Ahmedabad Plant 1,2023-10-28 15:00:00,2023-10-28 17:22:06.815344,2.37,Breakdown,2.26,25977.7
DT001012,Machine-1,Ahmedabad Plant 2,2023-10-30 04:00:00,2023-10-30 08:01:38.384190,4.03,Scheduled Maintenance,2.88,29076.45
DT001013,Machine-6,Rajkot Plant,2023-10-30 00:00:00,2023-10-30 06:23:05.745740,6.38,Breakdown,2.67,31132.84
DT001014,Machine-19,Ahmedabad Plant 2,2023-10-30 08:00:00,2023-10-30 14:23:52.103776,6.4,Cleaning,1.27,13186.67
DT001015,Machine-22,Ahmedabad Plant 1,2023-11-01 20:00:00,2023-11-02 01:42:59.550421,5.72,Raw Material Shortage,2.82,6912.36
DT001016,Machine-9,Rajkot Plant,2023-11-01 23:00:00,2023-11-02 05:13:22.557262,6.22,Operator Error,0.57,25637.11
DT001017,Machine-4,Ahmedabad Plant 1,2023-11-01 06:00:00,2023-11-01 11:34:44.121439,5.58,Breakdown,1.51,18542.78
DT001018,Machine-3,Ahmedabad Plant 1,2023-11-03 16:00:00,2023-11-03 17:54:04.584693,1.9,Power Failure,2.94,30664.22
DT001019,Machine-17,Ahmedabad Plant 2,2023-11-03 23:00:00,2023-11-04 00:27:31.801871,1.46,Operator Error,0.62,15952.59
DT001020,Machine-21,Rajkot Plant,2023-11-03 03:00:00,2023-11-03 07:32:22.877763,4.54,Scheduled Maintenance,2.38,49143.19
DT001021,Machine-6,Ahmedabad Plant 2,2023-11-05 10:00:00,2023-11-05 16:45:16.561195,6.75,Scheduled Maintenance,2.03,34991.48
