shipment_id,order_id,destination_country,shipping_method,departure_date,arrival_date,transit_days,customs_cleared,shipping_cost_inr,container_number
SHIP0001654,ORD00001803,Saudi Arabia,Road Transport,2022-08-25,2022-08-28,3,Yes,202699.42,CONT585474
SHIP0001655,ORD00001804,Saudi Arabia,Road Transport,2022-01-15,2022-01-22,7,Yes,131012.53,CONT839983
SHIP0001656,ORD00001805,Saudi Arabia,Sea Freight,2022-07-06,2022-07-09,3,Yes,269196.02,CONT764330
SHIP0001657,ORD00001806,Saudi Arabia,Air Cargo,2023-03-03,2023-03-08,5,Yes,283876.64,CONT411221
SHIP0001658,ORD00001807,Saudi Arabia,Air Cargo,2023-04-26,2023-05-04,8,No,97405.65,CONT160334
SHIP0001659,ORD00001808,Saudi Arabia,Road Transport,2024-02-22,2024-02-28,6,Yes,213523.77,CONT153178
SHIP0001660,ORD00001809,Saudi Arabia,Sea Freight,2022-09-12,2022-09-16,4,Pending,276487.2,CONT659005
SHIP0001661,ORD00001810,Saudi Arabia,Air Cargo,2024-12-02,2024-12-09,7,Yes,168746.63,CONT160060
SHIP0001662,ORD00001811,Saudi Arabia,Air Cargo,2024-09-13,2024-09-20,7,No,133835.48,CONT312329
SHIP0001663,ORD00001812,Saudi Arabia,Road Transport,2022-02-28,2022-03-07,7,Yes,276413.05,CONT140938
SHIP0001664,ORD00001813,Saudi Arabia,Air Cargo,2022-02-27,2022-03-04,5,Yes,114467.59,CONT320573
SHIP0001665,ORD00001814,UAE,Road Transport,2023-12-13,2023-12-20,7,Pending,101775.13,CONT432737
SHIP0001666,ORD00001815,UAE,Air Cargo,2022-06-08,2022-06-13,5,Yes,270134.49,CONT834485
SHIP0001667,ORD00001816,UAE,Air Cargo,2023-04-20,2023-04-26,6,Yes,208402.51,CONT450244
SHIP0001668,ORD00001817,UAE,Air Cargo,2022-09-13,2022-09-21,8,Yes,96260.28,CONT782755
SHIP0001669,ORD00001818,UAE,Road Transport,2023-03-17,2023-03-23,6,Yes,210717.35,CONT212513
SHIP0001670,ORD00001819,UAE,Sea Freight,2025-01-05,2025-01-12,7,Yes,269053.46,CONT242682
SHIP0001671,ORD00001820,UAE,Air Cargo,2023-07-21,2023-07-24,3,Yes,72326.75,CONT934219
SHIP0001672,ORD00001821,UAE,Air Cargo,2022-09-07,2022-09-13,6,Yes,114172.73,CONT863604
SHIP0001673,ORD00001822,UAE,Sea Freight,2022-02-26,2022-03-05,7,Yes,201052.86,CONT710596
SHIP0001674,ORD00001823,UAE,Air Cargo,2022-01-27,2022-01-31,4,Pending,78747.24,CONT627800
SHIP0001675,ORD00001824,UAE,Air Cargo,2024-02-09,2024-02-12,3,Pending,276362.44,CONT477577
SHIP0001676,ORD00001825,UAE,Road Transport,2024-09-25,2024-09-30,5,Yes,198237.94,CONT314350
SHIP0001677,ORD00001826,UAE,Sea Freight,2022-04-02,2022-04-05,3,Yes,196246.62,CONT507445
SHIP0001678,ORD00001827,UAE,Air Cargo,2024-03-05,2024-03-13,8,Yes,63973.18,CONT301722
SHIP0001679,ORD00001828,UAE,Sea Freight,2022-02-20,2022-02-26,6,Yes,155327.97,CONT346921
SHIP0001680,ORD00001829,UAE,Sea Freight,2022-05-25,2022-06-02,8,Yes,98730.55,CONT172465
SHIP0001681,ORD00001830,UAE,Road Transport,2023-12-24,2023-12-31,7,Yes,252131.93,CONT812460
SHIP0001682,ORD00001831,UAE,Road Transport,2022-10-24,2022-10-31,7,Yes,134031.83,CONT916091
SHIP0001683,ORD00001832,UAE,Sea Freight,2023-10-14,2023-10-19,5,Pending,150758.07,CONT333402
SHIP0001684,ORD00001833,UAE,Air Cargo,2024-09-23,2024-09-27,4,Yes,210164.2,CONT957334
SHIP0001685,ORD00001834,UAE,Sea Freight,2023-02-13,2023-02-18,5,Yes,229355.42,CONT412505
SHIP0001686,ORD00001835,UAE,Road Transport,2022-12-15,2022-12-19,4,Yes,247494.9,CONT594510
SHIP0001687,ORD00001836,UAE,Air Cargo,2024-04-27,2024-05-03,6,Pending,93715.67,CONT403021
SHIP0001688,ORD00001837,UAE,Air Cargo,2024-02-03,2024-02-10,7,Yes,115638.21,CONT864866
SHIP0001689,ORD00001838,UAE,Road Transport,2024-06-17,2024-06-21,4,Yes,73096.72,CONT623985
SHIP0001690,ORD00001839,UK,Road Transport,2023-05-10,2023-05-24,14,Yes,264111.77,CONT226326
SHIP0001691,ORD00001840,UK,Road Transport,2024-03-24,2024-04-10,17,Yes,128858.9,CONT743372
SHIP0001692,ORD00001841,UK,Sea Freight,2023-11-09,2023-11-26,17,Yes,81537.04,CONT524310
SHIP0001693,ORD00001842,UK,Sea Freight,2023-03-06,2023-03-23,17,Yes,127838.44,CONT816190
SHIP0001694,ORD00001843,UK,Sea Freight,2023-12-15,2023-12-26,11,Yes,64290.29,CONT302859
SHIP0001695,ORD00001844,UK,Sea Freight,2023-07-14,2023-07-24,10,Pending,259145.85,CONT888047
SHIP0001696,ORD00001845,UK,Road Transport,2024-10-23,2024-11-16,24,Yes,121759.05,CONT307712
SHIP0001697,ORD00001846,UK,Sea Freight,2024-10-07,2024-10-30,23,Yes,137518.13,CONT954168
SHIP0001698,ORD00001847,UK,Road Transport,2023-04-21,2023-05-10,19,Yes,285084.94,CONT654086
SHIP0001699,ORD00001848,UK,Road Transport,2024-10-13,2024-11-03,21,Yes,97332.8,CONT492880
SHIP0001700,ORD00001849,UK,Air Cargo,2024-09-23,2024-10-04,11,Yes,100995.33,CONT315626
SHIP0001701,ORD00001850,UK,Sea Freight,2023-11-08,2023-11-20,12,Pending,190116.82,CONT943201
SHIP0001702,ORD00001851,Oman,Sea Freight,2024-04-06,2024-04-14,8,No,293069.01,CONT722747
SHIP0001703,ORD00001852,Oman,Air Cargo,2022-01-29,2022-02-02,4,Yes,275295.17,CONT649808
SHIP0001704,ORD00001853,Oman,Road Transport,2022-02-13,2022-02-19,6,Yes,198221.75,CONT373003
SHIP0001705,ORD00001854,Oman,Sea Freight,2023-04-25,2023-04-28,3,Yes,253057.51,CONT442272
SHIP0001706,ORD00001855,Oman,Sea Freight,2022-07-01,2022-07-07,6,Yes,171905.48,CONT626919
SHIP0001707,ORD00001856,Oman,Road Transport,2022-10-13,2022-10-20,7,Yes,158657.07,CONT873230
SHIP0001708,ORD00001857,Oman,Sea Freight,2023-09-30,2023-10-05,5,Yes,150116.4,CONT755128
SHIP0001709,ORD00001858,Oman,Sea Freight,2024-10-09,2024-10-14,5,Yes,163632.44,CONT173484
SHIP0001710,ORD00001859,Oman,Air Cargo,2022-02-10,2022-02-14,4,Yes,226732.31,CONT949096
SHIP0001711,ORD00001860,Oman,Sea Freight,2021-12-23,2021-12-31,8,Yes,255366.66,CONT930888
SHIP0001712,ORD00001861,Oman,Air Cargo,2023-09-25,2023-10-01,6,No,194000.04,CONT169100
SHIP0001713,ORD00001862,Oman,Road Transport,2023-08-31,2023-09-06,6,Pending,267236.81,CONT583308
SHIP0001714,ORD00001863,Oman,Road Transport,2022-01-14,2022-01-20,6,Yes,209676.68,CONT517707
SHIP0001715,ORD00001864,Oman,Road Transport,2024-11-26,2024-12-03,7,Yes,250683.83,CONT517453
SHIP0001716,ORD00001865,Malaysia,Road Transport,2023-09-09,2023-09-20,11,Yes,222402.12,CONT376769
SHIP0001717,ORD00001866,Malaysia,Sea Freight,2023-11-07,2023-11-13,6,Yes,243445.93,CONT402931
SHIP0001718,ORD00001867,Malaysia,Sea Freight,2024-06-16,2024-06-24,8,Yes,54763.47,CONT120254
SHIP0001719,ORD00001868,Malaysia,Road Transport,2022-08-25,2022-09-01,7,No,266805.32,CONT311657
SHIP0001720,ORD00001869,Malaysia,Air Cargo,2023-05-18,2023-05-28,10,Yes,271483.85,CONT572595
SHIP0001721,ORD00001870,Malaysia,Air Cargo,2022-09-25,2022-10-06,11,Yes,260327.97,CONT208500
SHIP0001722,ORD00001871,Malaysia,Air Cargo,2023-03-14,2023-03-21,7,Yes,232539.12,CONT907988
SHIP0001723,ORD00001872,Malaysia,Air Cargo,2023-05-16,2023-05-26,10,Yes,246880.91,CONT284518
SHIP0001724,ORD00001873,Malaysia,Road Transport,2023-01-12,2023-01-18,6,Yes,95306.52,CONT327807
SHIP0001725,ORD00001874,Malaysia,Road Transport,2024-03-25,2024-04-04,10,Yes,61906.34,CONT688810
SHIP0001726,ORD00001875,Malaysia,Road Transport,2023-02-21,2023-02-27,6,Pending,122435.83,CONT114683
SHIP0001727,ORD00001876,Malaysia,Sea Freight,2022-04-16,2022-04-23,7,Yes,160611.52,CONT939658
SHIP0001728,ORD00001877,Malaysia,Road Transport,2023-07-21,2023-07-28,7,Yes,117694.55,CONT676915
SHIP0001729,ORD00001878,Malaysia,Sea Freight,2022-01-09,2022-01-15,6,Yes,267665.97,CONT441188
SHIP0001730,ORD00001879,Malaysia,Sea Freight,2022-03-19,2022-03-28,9,Pending,291101.06,CONT591318
SHIP0001731,ORD00001880,Malaysia,Air Cargo,2022-08-04,2022-08-11,7,Yes,242698.26,CONT820458
SHIP0001732,ORD00001881,Malaysia,Sea Freight,2024-08-20,2024-08-30,10,Yes,169152.12,CONT214715
SHIP0001733,ORD00001882,Bangladesh,Sea Freight,2023-09-18,2023-09-28,10,Yes,86440.85,CONT989816
SHIP0001734,ORD00001883,Bangladesh,Road Transport,2024-10-10,2024-10-22,12,Yes,268010.28,CONT847844
SHIP0001735,ORD00001884,Bangladesh,Road Transport,2022-05-04,2022-05-09,5,Yes,260499.86,CONT874855
SHIP0001736,ORD00001885,Bangladesh,Air Cargo,2022-10-09,2022-10-14,5,Yes,90574.65,CONT769873
SHIP0001737,ORD00001886,Bangladesh,Air Cargo,2023-02-08,2023-02-20,12,Yes,62176.48,CONT862583
SHIP0001738,ORD00001887,Bangladesh,Sea Freight,2023-09-24,2023-10-06,12,Yes,274740.74,CONT984853
SHIP0001739,ORD00001888,Bangladesh,Road Transport,2024-04-27,2024-05-04,7,Yes,255485.04,CONT641398
SHIP0001740,ORD00001889,Bangladesh,Air Cargo,2024-07-31,2024-08-09,9,Yes,283563.09,CONT146562
SHIP0001741,ORD00001890,UAE,Sea Freight,2024-01-02,2024-01-10,8,Yes,139469.77,CONT486088
SHIP0001742,ORD00001891,UAE,Sea Freight,2022-07-25,2022-08-01,7,Yes,214482.35,CONT431058
SHIP0001743,ORD00001892,UAE,Air Cargo,2024-07-02,2024-07-07,5,Yes,266049.61,CONT173211
SHIP0001744,ORD00001893,UAE,Sea Freight,2023-08-29,2023-09-05,7,Pending,135357.18,CONT387433
SHIP0001745,ORD00001894,UAE,Sea Freight,2022-06-30,2022-07-05,5,Yes,168631.9,CONT942059
SHIP0001746,ORD00001895,UAE,Air Cargo,2022-08-25,2022-08-31,6,Pending,182921.56,CONT240070
SHIP0001747,ORD00001896,UAE,Road Transport,2022-11-16,2022-11-23,7,Yes,57318.08,CONT456088
SHIP0001748,ORD00001897,UAE,Sea Freight,2023-12-28,2024-01-05,8,Yes,257095.0,CONT570296
SHIP0001749,ORD00001898,UAE,Sea Freight,2022-07-19,2022-07-27,8,Yes,285949.78,CONT176707
SHIP0001750,ORD00001899,UAE,Air Cargo,2024-10-11,2024-10-15,4,Yes,154283.51,CONT313828
SHIP0001751,ORD00001900,UAE,Road Transport,2023-02-19,2023-02-25,6,Yes,202787.98,CONT630695
SHIP0001752,ORD00001901,UAE,Air Cargo,2022-06-25,2022-06-30,5,Yes,185405.29,CONT989323
SHIP0001753,ORD00001902,UAE,Sea Freight,2023-04-11,2023-04-19,8,Yes,136974.18,CONT666369
SHIP0001754,ORD00001903,UAE,Air Cargo,2024-06-08,2024-06-14,6,Yes,70607.62,CONT967129
SHIP0001755,ORD00001904,UAE,Road Transport,2022-08-08,2022-08-11,3,Yes,180034.17,CONT520994
SHIP0001756,ORD00001905,UAE,Sea Freight,2022-02-15,2022-02-21,6,Yes,111027.36,CONT319420
SHIP0001757,ORD00001906,Singapore,Road Transport,2023-11-23,2023-12-05,12,Yes,213085.94,CONT728267
SHIP0001758,ORD00001907,Singapore,Road Transport,2023-12-28,2024-01-05,8,Yes,184305.56,CONT782539
SHIP0001759,ORD00001908,Singapore,Air Cargo,2022-04-16,2022-04-27,11,Yes,197632.11,CONT215582
SHIP0001760,ORD00001909,Singapore,Air Cargo,2024-12-19,2024-12-26,7,Yes,200434.67,CONT963385
SHIP0001761,ORD00001910,Singapore,Road Transport,2022-01-16,2022-01-28,12,Yes,271420.25,CONT139082
SHIP0001762,ORD00001911,Singapore,Sea Freight,2022-06-28,2022-07-09,11,Yes,86855.2,CONT735569
SHIP0001763,ORD00001912,Singapore,Sea Freight,2021-12-31,2022-01-12,12,Yes,251415.62,CONT860300
SHIP0001764,ORD00001913,Nepal,Road Transport,2023-09-16,2023-10-05,19,Yes,288681.14,CONT542979
SHIP0001765,ORD00001914,Nepal,Sea Freight,2022-05-20,2022-06-02,13,Yes,230328.55,CONT959888
SHIP0001766,ORD00001915,Nepal,Road Transport,2023-05-20,2023-06-02,13,Yes,84762.74,CONT738084
SHIP0001767,ORD00001916,Nepal,Air Cargo,2024-08-05,2024-08-24,19,Yes,262560.06,CONT802870
SHIP0001768,ORD00001917,Nepal,Road Transport,2024-07-10,2024-07-27,17,Yes,247949.16,CONT303043
SHIP0001769,ORD00001918,Nepal,Air Cargo,2022-02-27,2022-03-22,23,Yes,265686.15,CONT771637
SHIP0001770,ORD00001919,Nepal,Sea Freight,2023-03-04,2023-03-29,25,Pending,171585.38,CONT966222
SHIP0001771,ORD00001920,Nepal,Road Transport,2024-08-12,2024-08-30,18,Yes,255061.28,CONT728173
SHIP0001772,ORD00001921,Nepal,Sea Freight,2024-04-18,2024-04-30,12,Yes,88503.39,CONT177569
SHIP0001773,ORD00001922,Nepal,Air Cargo,2024-03-30,2024-04-21,22,Yes,194168.4,CONT103131
SHIP0001774,ORD00001923,Nepal,Road Transport,2022-02-21,2022-03-15,22,Yes,187934.66,CONT155408
SHIP0001775,ORD00001924,Nepal,Sea Freight,2024-01-08,2024-01-28,20,Yes,274183.57,CONT233017
SHIP0001776,ORD00001925,Nepal,Road Transport,2023-06-20,2023-07-05,15,No,265727.55,CONT172014
SHIP0001777,ORD00001926,Nepal,Road Transport,2024-03-31,2024-04-18,18,Yes,229010.09,CONT978108
SHIP0001778,ORD00001927,Nepal,Road Transport,2022-08-13,2022-09-05,23,Yes,93712.01,CONT999157
SHIP0001779,ORD00001928,Nepal,Sea Freight,2023-06-06,2023-06-28,22,Yes,251686.05,CONT663812
SHIP0001780,ORD00001929,Nepal,Air Cargo,2022-10-15,2022-10-27,12,Pending,203562.48,CONT999244
SHIP0001781,ORD00001930,Nepal,Road Transport,2024-04-23,2024-05-11,18,Yes,254148.89,CONT991506
SHIP0001782,ORD00001931,Nepal,Air Cargo,2022-12-18,2023-01-08,21,Yes,284589.26,CONT296663
SHIP0001783,ORD00001932,Nepal,Sea Freight,2023-12-23,2024-01-09,17,Yes,162522.15,CONT291499
SHIP0001784,ORD00001933,Nepal,Road Transport,2022-08-06,2022-08-25,19,Yes,236126.55,CONT796767
SHIP0001785,ORD00001934,Nepal,Road Transport,2023-08-15,2023-09-05,21,Pending,293238.28,CONT349586
SHIP0001786,ORD00001935,Nepal,Air Cargo,2024-12-19,2025-01-10,22,Pending,103412.9,CONT683917
SHIP0001787,ORD00001936,Nepal,Sea Freight,2022-05-04,2022-05-16,12,Yes,261749.77,CONT198744
SHIP0001788,ORD00001937,Nepal,Air Cargo,2022-05-28,2022-06-20,23,Yes,85483.41,CONT311533
SHIP0001789,ORD00001938,Nepal,Road Transport,2023-01-12,2023-02-03,22,Yes,54282.77,CONT789369
SHIP0001790,ORD00001939,Nepal,Air Cargo,2024-09-18,2024-10-04,16,Yes,261756.85,CONT989354
SHIP0001791,ORD00001940,Nepal,Sea Freight,2024-06-21,2024-07-01,10,Yes,289968.84,CONT449064
SHIP0001792,ORD00001962,Saudi Arabia,Road Transport,2023-12-23,2023-12-29,6,Yes,58052.81,CONT932813
SHIP0001793,ORD00001963,Saudi Arabia,Road Transport,2022-08-24,2022-08-27,3,Yes,261105.64,CONT117452
SHIP0001794,ORD00001964,Saudi Arabia,Road Transport,2023-03-30,2023-04-04,5,Yes,224848.44,CONT608995
SHIP0001795,ORD00001965,Saudi Arabia,Road Transport,2023-03-15,2023-03-23,8,Yes,224947.32,CONT963411
SHIP0001796,ORD00001966,Saudi Arabia,Sea Freight,2024-02-29,2024-03-07,7,Yes,164905.45,CONT811556
SHIP0001797,ORD00001967,Saudi Arabia,Road Transport,2023-10-06,2023-10-09,3,Yes,154274.92,CONT135095
SHIP0001798,ORD00001968,Saudi Arabia,Sea Freight,2024-11-01,2024-11-04,3,Yes,143254.72,CONT358967
SHIP0001799,ORD00001969,Saudi Arabia,Road Transport,2022-03-29,2022-04-05,7,Yes,145459.43,CONT762924
SHIP0001800,ORD00001970,Sri Lanka,Road Transport,2024-08-29,2024-09-21,23,Pending,284289.13,CONT396366
SHIP0001801,ORD00001971,Sri Lanka,Road Transport,2022-11-04,2022-11-27,23,Pending,253944.46,CONT970257
SHIP0001802,ORD00001972,Sri Lanka,Road Transport,2024-12-11,2024-12-31,20,Yes,128429.16,CONT733434
SHIP0001803,ORD00001973,Sri Lanka,Road Transport,2023-09-25,2023-10-05,10,Yes,235141.01,CONT110252
SHIP0001804,ORD00001974,Sri Lanka,Road Transport,2022-05-10,2022-05-23,13,Yes,214120.95,CONT245194
SHIP0001805,ORD00001975,Sri Lanka,Road Transport,2024-04-02,2024-04-19,17,Yes,261496.05,CONT845002
SHIP0001806,ORD00001976,Sri Lanka,Road Transport,2022-09-20,2022-10-13,23,Yes,72978.94,CONT929625
SHIP0001807,ORD00001977,Sri Lanka,Road Transport,2024-06-18,2024-07-13,25,Yes,225034.97,CONT420617
SHIP0001808,ORD00001978,Sri Lanka,Sea Freight,2024-09-12,2024-10-05,23,Yes,111234.01,CONT667875
SHIP0001809,ORD00001979,Sri Lanka,Sea Freight,2023-10-24,2023-11-07,14,Yes,110399.28,CONT838320
SHIP0001810,ORD00001980,Sri Lanka,Air Cargo,2024-05-21,2024-06-14,24,Yes,226433.69,CONT574571
SHIP0001811,ORD00001981,Sri Lanka,Road Transport,2024-12-03,2024-12-13,10,Yes,273735.93,CONT302568
SHIP0001812,ORD00001982,Sri Lanka,Air Cargo,2022-02-04,2022-02-22,18,No,179007.67,CONT963431
SHIP0001813,ORD00001983,Sri Lanka,Air Cargo,2024-08-01,2024-08-20,19,Pending,166382.8,CONT261359
SHIP0001814,ORD00001984,Sri Lanka,Sea Freight,2023-08-13,2023-09-02,20,Yes,253776.68,CONT201793
SHIP0001815,ORD00001985,Sri Lanka,Sea Freight,2022-05-02,2022-05-24,22,Yes,56362.1,CONT378221
SHIP0001816,ORD00001986,Sri Lanka,Road Transport,2023-02-16,2023-03-06,18,Pending,226766.1,CONT494153
SHIP0001817,ORD00001987,Sri Lanka,Road Transport,2024-10-26,2024-11-11,16,Pending,64031.45,CONT933707
SHIP0001818,ORD00001988,Sri Lanka,Sea Freight,2024-04-27,2024-05-15,18,Yes,111104.34,CONT350480
SHIP0001819,ORD00001989,Sri Lanka,Sea Freight,2022-08-07,2022-08-30,23,Yes,216766.63,CONT518606
SHIP0001820,ORD00001990,Sri Lanka,Road Transport,2024-09-17,2024-10-06,19,Pending,145048.71,CONT938952
SHIP0001821,ORD00001991,Sri Lanka,Sea Freight,2023-10-05,2023-10-28,23,Yes,123806.05,CONT485066
SHIP0001822,ORD00001992,Sri Lanka,Air Cargo,2023-01-20,2023-01-31,11,Yes,176078.04,CONT784671
SHIP0001823,ORD00001993,Sri Lanka,Sea Freight,2023-11-06,2023-11-23,17,No,262466.85,CONT994962
SHIP0001824,ORD00001994,Sri Lanka,Sea Freight,2023-03-03,2023-03-26,23,Yes,156499.76,CONT973852
SHIP0001825,ORD00001995,Sri Lanka,Sea Freight,2024-04-10,2024-04-23,13,Yes,183220.22,CONT647959
SHIP0001826,ORD00001996,Sri Lanka,Sea Freight,2024-08-13,2024-08-27,14,Yes,89493.1,CONT928469
SHIP0001827,ORD00001997,South Africa,Air Cargo,2022-11-16,2022-12-05,19,Yes,161160.38,CONT466133
SHIP0001828,ORD00001998,South Africa,Sea Freight,2022-07-04,2022-07-17,13,Yes,54135.21,CONT160345
SHIP0001829,ORD00001999,South Africa,Air Cargo,2024-04-07,2024-04-25,18,Yes,259533.62,CONT985937
SHIP0001830,ORD00002000,South Africa,Sea Freight,2022-02-18,2022-03-13,23,Yes,101708.62,CONT462823
SHIP0001831,ORD00002001,South Africa,Road Transport,2023-03-21,2023-04-05,15,Yes,279972.07,CONT992776
SHIP0001832,ORD00002002,South Africa,Sea Freight,2023-05-23,2023-06-16,24,Yes,139424.5,CONT376545
SHIP0001833,ORD00002003,South Africa,Road Transport,2023-04-09,2023-04-26,17,Yes,258968.88,CONT485459
SHIP0001834,ORD00002004,South Africa,Road Transport,2022-04-05,2022-04-16,11,Yes,147404.85,CONT667554
SHIP0001835,ORD00002005,South Africa,Road Transport,2023-12-10,2023-12-23,13,Yes,88183.33,CONT362419
SHIP0001836,ORD00002006,South Africa,Road Transport,2023-06-02,2023-06-27,25,Yes,175931.3,CONT716169
SHIP0001837,ORD00002007,South Africa,Sea Freight,2023-11-29,2023-12-14,15,Yes,115147.1,CONT892826
SHIP0001838,ORD00002008,South Africa,Sea Freight,2024-05-14,2024-05-25,11,No,130749.99,CONT746774
SHIP0001839,ORD00002009,South Africa,Road Transport,2023-01-19,2023-02-04,16,Yes,129031.78,CONT540692
SHIP0001840,ORD00002010,South Africa,Sea Freight,2022-12-08,2022-12-23,15,Yes,136459.81,CONT564724
SHIP0001841,ORD00002011,South Africa,Road Transport,2023-06-16,2023-07-09,23,Yes,174530.76,CONT661033
SHIP0001842,ORD00002012,South Africa,Air Cargo,2024-03-17,2024-03-28,11,Pending,81922.32,CONT694806
SHIP0001843,ORD00002013,South Africa,Road Transport,2024-12-14,2025-01-04,21,Yes,114408.8,CONT265963
SHIP0001844,ORD00002014,Kuwait,Road Transport,2022-03-14,2022-03-21,7,Pending,208079.86,CONT620065
SHIP0001845,ORD00002015,Kuwait,Air Cargo,2023-06-16,2023-06-20,4,Yes,238925.47,CONT943697
SHIP0001846,ORD00002016,Kuwait,Sea Freight,2023-07-21,2023-07-24,3,Yes,110952.36,CONT937620
SHIP0001847,ORD00002017,Kuwait,Air Cargo,2024-05-08,2024-05-12,4,Yes,115502.98,CONT558097
SHIP0001848,ORD00002018,Kuwait,Road Transport,2023-04-25,2023-04-30,5,Yes,169508.01,CONT176906
SHIP0001849,ORD00002019,Kuwait,Sea Freight,2024-10-20,2024-10-27,7,Yes,295274.45,CONT461941
SHIP0001850,ORD00002020,Kuwait,Air Cargo,2023-01-17,2023-01-22,5,Yes,187549.38,CONT471325
SHIP0001851,ORD00002021,Kuwait,Sea Freight,2024-11-30,2024-12-03,3,Yes,253373.96,CONT582090
SHIP0001852,ORD00002022,Kuwait,Sea Freight,2023-10-08,2023-10-11,3,Yes,279669.61,CONT229534
SHIP0001853,ORD00002023,Kuwait,Road Transport,2024-07-28,2024-08-01,4,Yes,209220.91,CONT613405
SHIP0001854,ORD00002024,Kuwait,Sea Freight,2022-08-01,2022-08-07,6,Yes,179788.78,CONT592124
SHIP0001855,ORD00002025,Kuwait,Sea Freight,2022-07-25,2022-07-30,5,Yes,241137.29,CONT573748
SHIP0001856,ORD00002026,Kuwait,Road Transport,2022-11-26,2022-11-29,3,Yes,129719.96,CONT366790
SHIP0001857,ORD00002027,Kuwait,Road Transport,2023-12-21,2023-12-28,7,Yes,293152.54,CONT256841
SHIP0001858,ORD00002028,Kuwait,Road Transport,2022-04-27,2022-04-30,3,Yes,168843.63,CONT888386
SHIP0001859,ORD00002029,Kuwait,Road Transport,2022-07-19,2022-07-22,3,Yes,282073.34,CONT698594
SHIP0001860,ORD00002030,Kuwait,Road Transport,2023-08-02,2023-08-05,3,Pending,239947.19,CONT953240
SHIP0001861,ORD00002031,Kuwait,Air Cargo,2024-09-28,2024-10-02,4,Yes,102877.38,CONT842129
SHIP0001862,ORD00002032,Kuwait,Air Cargo,2022-11-13,2022-11-19,6,Yes,105174.34,CONT277635
SHIP0001863,ORD00002033,Kuwait,Air Cargo,2022-07-14,2022-07-21,7,Yes,137457.41,CONT758154
SHIP0001864,ORD00002034,Kuwait,Sea Freight,2023-12-13,2023-12-20,7,Yes,143010.65,CONT910885
SHIP0001865,ORD00002035,Kuwait,Air Cargo,2024-09-20,2024-09-28,8,Yes,53749.5,CONT488702
SHIP0001866,ORD00002036,Kuwait,Air Cargo,2023-02-05,2023-02-13,8,Yes,263948.36,CONT726026
SHIP0001867,ORD00002037,Kuwait,Road Transport,2023-11-24,2023-12-01,7,Yes,110112.06,CONT379773
SHIP0001868,ORD00002038,Bahrain,Sea Freight,2022-11-06,2022-11-09,3,Yes,256192.36,CONT819765
SHIP0001869,ORD00002039,Bahrain,Air Cargo,2024-03-19,2024-03-23,4,Yes,170718.55,CONT423585
SHIP0001870,ORD00002040,Bahrain,Sea Freight,2022-07-21,2022-07-27,6,Yes,198008.28,CONT620761
SHIP0001871,ORD00002041,Bahrain,Air Cargo,2022-01-20,2022-01-25,5,Yes,184112.73,CONT466976
SHIP0001872,ORD00002042,Bahrain,Road Transport,2024-03-30,2024-04-05,6,Yes,286170.53,CONT609662
SHIP0001873,ORD00002043,Bahrain,Air Cargo,2023-02-07,2023-02-14,7,Yes,154493.51,CONT563471
SHIP0001874,ORD00002044,Bahrain,Road Transport,2022-06-26,2022-06-29,3,Yes,147190.98,CONT989799
SHIP0001875,ORD00002045,Bahrain,Road Transport,2023-08-07,2023-08-10,3,Yes,203724.24,CONT382357
SHIP0001876,ORD00002046,Bahrain,Road Transport,2022-12-23,2022-12-26,3,Pending,145462.51,CONT258351
SHIP0001877,ORD00002047,Bahrain,Road Transport,2022-10-13,2022-10-19,6,Yes,201861.5,CONT491615
SHIP0001878,ORD00002048,Bahrain,Sea Freight,2022-09-02,2022-09-09,7,Yes,193094.08,CONT341856
SHIP0001879,ORD00002049,Bahrain,Road Transport,2024-03-14,2024-03-21,7,Yes,243760.32,CONT352685
SHIP0001880,ORD00002050,Bahrain,Air Cargo,2022-10-30,2022-11-04,5,Pending,297486.94,CONT167525
SHIP0001881,ORD00002051,Bahrain,Air Cargo,2024-09-12,2024-09-17,5,Yes,294329.39,CONT557517
SHIP0001882,ORD00002052,Bahrain,Road Transport,2022-03-29,2022-04-01,3,Yes,80942.26,CONT380748
SHIP0001883,ORD00002053,Bahrain,Air Cargo,2022-09-15,2022-09-22,7,Yes,163029.56,CONT644677
SHIP0001884,ORD00002054,Bahrain,Road Transport,2023-03-21,2023-03-25,4,Yes,155589.69,CONT495080
SHIP0001885,ORD00002055,UAE,Road Transport,2023-04-01,2023-04-06,5,Yes,97668.1,CONT993216
SHIP0001886,ORD00002056,UAE,Air Cargo,2023-06-12,2023-06-16,4,Yes,235933.52,CONT128521
SHIP0001887,ORD00002057,UAE,Sea Freight,2022-06-11,2022-06-14,3,Yes,292136.17,CONT659292
SHIP0001888,ORD00002058,UAE,Sea Freight,2023-11-03,2023-11-06,3,Yes,88157.44,CONT881332
SHIP0001889,ORD00002059,UAE,Road Transport,2024-07-31,2024-08-08,8,Yes,118061.6,CONT635573
SHIP0001890,ORD00002060,UAE,Sea Freight,2022-03-03,2022-03-06,3,Yes,263755.31,CONT473506
SHIP0001891,ORD00002061,UAE,Road Transport,2023-01-04,2023-01-08,4,Yes,126315.26,CONT181935
SHIP0001892,ORD00002062,UAE,Air Cargo,2024-07-21,2024-07-24,3,Yes,160315.2,CONT333950
