batch_id,production_date,product_sku,raw_material_used_mt,finished_goods_mt,plant_location,shift,operator_id,temperature_celsius,processing_time_hours
PR20230526749,2023-05-26,HF-PATTY-BURGER-1KG,4.38,3.85,Rajkot Plant,Evening,OP225,-19.3,3.3
PR20230526413,2023-05-26,HF-POTATO-SMILES-500G,3.5,2.72,Ahmedabad Plant 1,Morning,OP168,-18.8,2.8
PR20230526818,2023-05-26,HF-PATTY-ALOO-1KG,2.81,2.24,Ahmedabad Plant 2,Night,OP220,-19.2,2.6
PR20230526354,2023-05-26,HF-HASH-BROWN-1KG,2.27,1.71,Rajkot Plant,Evening,OP108,-18.5,2.8
PR20230526196,2023-05-26,HF-HASH-BROWN-1KG,5.24,4.24,Rajkot Plant,Evening,OP139,-18.6,5.3
PR20230527956,2023-05-27,HF-PATTY-ALOO-1KG,5.03,3.83,Ahmedabad Plant 1,Night,OP223,-18.6,5.9
PR20230527916,2023-05-27,HF-PATTY-CUTLET-1KG,7.86,6.16,Ahmedabad Plant 1,Evening,OP101,-18.3,4.0
PR20230527914,2023-05-27,HF-ALOO-TIKKI-1KG,4.89,3.93,Ahmedabad Plant 1,Evening,OP104,-19.1,2.9
PR20230527184,2023-05-27,HF-FF-CRINKLE-2.5KG,2.69,2.22,Rajkot Plant,Evening,OP201,-19.9,2.6
PR20230527670,2023-05-27,HF-ALOO-TIKKI-1KG,6.23,5.03,Rajkot Plant,Evening,OP168,-18.6,5.4
PR20230527759,2023-05-27,HF-FF-SHOESTRING-2.5KG,4.74,3.91,Rajkot Plant,Night,OP191,-18.9,2.3
PR20230527273,2023-05-27,HF-ALOO-TIKKI-1KG,5.57,4.48,Ahmedabad Plant 1,Evening,OP190,-18.2,4.4
PR20230527133,2023-05-27,HF-ALOO-TIKKI-1KG,2.06,1.6,Ahmedabad Plant 2,Evening,OP246,-19.6,2.2
PR20230527256,2023-05-27,HF-POTATO-CHEESE-BALLS-500G,5.88,5.14,Ahmedabad Plant 1,Night,OP168,-18.3,3.7
PR20230527557,2023-05-27,HF-FF-WEDGES-2.5KG,5.45,4.41,Ahmedabad Plant 2,Evening,OP229,-19.2,3.6
PR20230527150,2023-05-27,HF-HASH-BROWN-1KG,2.89,2.2,Ahmedabad Plant 1,Night,OP144,-19.5,3.0
PR20230527394,2023-05-27,HF-FF-CRINKLE-2.5KG,7.08,5.99,Ahmedabad Plant 2,Night,OP124,-18.1,2.8
PR20230527192,2023-05-27,HF-ALOO-TIKKI-1KG,3.75,3.1,Ahmedabad Plant 2,Evening,OP109,-19.6,2.2
PR20230528281,2023-05-28,HF-POTATO-SMILES-500G,3.5,2.8,Rajkot Plant,Night,OP106,-18.4,4.2
PR20230528622,2023-05-28,HF-POTATO-CHEESE-BALLS-500G,4.87,3.85,Rajkot Plant,Night,OP113,-19.0,3.4
PR20230528503,2023-05-28,HF-POTATO-CHEESE-BALLS-500G,4.06,3.19,Ahmedabad Plant 1,Morning,OP131,-19.1,3.8
PR20230528253,2023-05-28,HF-FF-CRINKLE-2.5KG,3.18,2.39,Ahmedabad Plant 2,Night,OP185,-18.3,2.2
PR20230528717,2023-05-28,HF-FF-WEDGES-2.5KG,4.59,3.58,Rajkot Plant,Morning,OP141,-18.8,3.3
PR20230528314,2023-05-28,HF-PATTY-ALOO-1KG,5.23,4.41,Ahmedabad Plant 1,Morning,OP184,-19.0,2.2
PR20230528499,2023-05-28,HF-POTATO-SMILES-500G,2.11,1.64,Ahmedabad Plant 2,Morning,OP188,-18.8,2.2
PR20230528102,2023-05-28,HF-PATTY-ALOO-1KG,3.97,3.44,Rajkot Plant,Evening,OP209,-18.2,5.8
PR20230528226,2023-05-28,HF-HASH-BROWN-1KG,7.14,6.13,Ahmedabad Plant 1,Night,OP217,-19.7,2.3
PR20230528816,2023-05-28,HF-FF-CRINKLE-2.5KG,2.91,2.23,Ahmedabad Plant 2,Morning,OP148,-18.2,3.3
PR20230528385,2023-05-28,HF-FF-WEDGES-2.5KG,6.98,5.46,Ahmedabad Plant 2,Night,OP226,-18.5,4.7
PR20230528293,2023-05-28,HF-FF-WEDGES-2.5KG,2.58,2.06,Ahmedabad Plant 1,Evening,OP225,-18.6,5.4
PR20230528338,2023-05-28,HF-POTATO-SMILES-500G,5.09,4.25,Ahmedabad Plant 2,Morning,OP125,-18.3,5.7
PR20230528792,2023-05-28,HF-PATTY-BURGER-1KG,3.93,3.31,Rajkot Plant,Morning,OP103,-19.9,4.0
PR20230529289,2023-05-29,HF-FF-SHOESTRING-2.5KG,5.05,3.86,Ahmedabad Plant 2,Night,OP161,-18.8,5.4
PR20230529592,2023-05-29,HF-PATTY-BURGER-1KG,2.81,2.44,Ahmedabad Plant 1,Evening,OP230,-19.3,3.7
PR20230529566,2023-05-29,HF-FF-CRINKLE-2.5KG,5.28,4.06,Rajkot Plant,Night,OP173,-18.4,3.1
PR20230529246,2023-05-29,HF-PATTY-CUTLET-1KG,4.31,3.75,Ahmedabad Plant 1,Night,OP184,-18.7,4.1
PR20230529680,2023-05-29,HF-FF-WEDGES-2.5KG,2.97,2.51,Rajkot Plant,Evening,OP157,-19.1,3.8
PR20230529990,2023-05-29,HF-FF-SHOESTRING-2.5KG,7.68,6.65,Rajkot Plant,Evening,OP191,-19.3,5.7
PR20230529805,2023-05-29,HF-POTATO-CHEESE-BALLS-500G,5.39,4.62,Ahmedabad Plant 2,Evening,OP157,-18.8,2.3
PR20230529504,2023-05-29,HF-PATTY-BURGER-1KG,7.96,6.14,Rajkot Plant,Morning,OP225,-18.5,2.7
PR20230529315,2023-05-29,HF-POTATO-SMILES-500G,4.02,3.17,Rajkot Plant,Evening,OP216,-19.2,6.0
PR20230529252,2023-05-29,HF-PATTY-ALOO-1KG,2.32,1.97,Rajkot Plant,Night,OP125,-18.3,2.1
PR20230529532,2023-05-29,HF-FF-CRINKLE-2.5KG,5.83,5.03,Ahmedabad Plant 1,Night,OP138,-18.4,3.4
PR20230529187,2023-05-29,HF-PATTY-ALOO-1KG,3.01,2.61,Ahmedabad Plant 2,Morning,OP126,-18.5,3.8
PR20230530345,2023-05-30,HF-PATTY-ALOO-1KG,7.37,6.06,Ahmedabad Plant 1,Morning,OP107,-19.9,5.7
PR20230530586,2023-05-30,HF-PATTY-CUTLET-1KG,4.77,3.94,Ahmedabad Plant 1,Evening,OP111,-18.5,6.0
PR20230530282,2023-05-30,HF-PATTY-BURGER-1KG,3.67,3.13,Ahmedabad Plant 2,Night,OP171,-18.6,3.3
PR20230530637,2023-05-30,HF-PATTY-BURGER-1KG,2.62,2.16,Rajkot Plant,Night,OP126,-18.5,2.6
PR20230530274,2023-05-30,HF-PATTY-ALOO-1KG,3.36,2.63,Ahmedabad Plant 1,Night,OP132,-19.0,3.5
PR20230530285,2023-05-30,HF-PATTY-ALOO-1KG,2.45,2.01,Ahmedabad Plant 1,Morning,OP242,-19.6,4.3
PR20230530595,2023-05-30,HF-PATTY-ALOO-1KG,7.85,5.99,Rajkot Plant,Evening,OP221,-19.6,4.0
PR20230530160,2023-05-30,HF-ALOO-TIKKI-1KG,5.13,4.19,Ahmedabad Plant 2,Morning,OP249,-18.7,3.3
PR20230530950,2023-05-30,HF-FF-CRINKLE-2.5KG,5.79,4.38,Ahmedabad Plant 1,Evening,OP103,-19.2,4.9
PR20230531675,2023-05-31,HF-POTATO-SMILES-500G,4.14,3.22,Rajkot Plant,Morning,OP222,-18.4,2.3
PR20230531732,2023-05-31,HF-FF-WEDGES-2.5KG,2.54,1.96,Ahmedabad Plant 1,Morning,OP128,-18.0,3.1
PR20230531534,2023-05-31,HF-POTATO-CHEESE-BALLS-500G,3.84,3.38,Ahmedabad Plant 1,Morning,OP196,-20.0,2.7
PR20230531765,2023-05-31,HF-FF-SHOESTRING-2.5KG,3.28,2.67,Rajkot Plant,Morning,OP153,-18.3,4.0
PR20230531557,2023-05-31,HF-FF-CRINKLE-2.5KG,4.4,3.49,Ahmedabad Plant 2,Morning,OP159,-19.6,5.3
PR20230531176,2023-05-31,HF-POTATO-SMILES-500G,7.93,6.18,Rajkot Plant,Evening,OP169,-19.8,4.2
PR20230531831,2023-05-31,HF-ALOO-TIKKI-1KG,5.55,4.81,Rajkot Plant,Night,OP163,-19.9,4.9
PR20230531653,2023-05-31,HF-FF-SHOESTRING-2.5KG,4.09,3.33,Ahmedabad Plant 1,Evening,OP171,-19.2,5.3
PR20230531765,2023-05-31,HF-POTATO-SMILES-500G,5.95,4.75,Rajkot Plant,Morning,OP239,-18.8,2.2
PR20230531226,2023-05-31,HF-FF-CRINKLE-2.5KG,7.55,5.75,Ahmedabad Plant 1,Morning,OP214,-19.2,5.5
PR20230531162,2023-05-31,HF-PATTY-BURGER-1KG,4.53,3.87,Rajkot Plant,Evening,OP201,-19.6,2.2
PR20230531273,2023-05-31,HF-PATTY-BURGER-1KG,4.47,3.75,Ahmedabad Plant 2,Evening,OP178,-18.8,4.2
PR20230531131,2023-05-31,HF-POTATO-SMILES-500G,5.57,4.29,Ahmedabad Plant 2,Morning,OP103,-18.8,2.1
PR20230601338,2023-06-01,HF-PATTY-CUTLET-1KG,2.9,2.37,Ahmedabad Plant 2,Night,OP229,-19.1,2.6
PR20230601631,2023-06-01,HF-FF-WEDGES-2.5KG,6.53,5.21,Ahmedabad Plant 1,Evening,OP241,-19.8,3.6
PR20230601840,2023-06-01,HF-FF-CRINKLE-2.5KG,2.9,2.46,Rajkot Plant,Morning,OP230,-19.1,3.5
PR20230601128,2023-06-01,HF-POTATO-CHEESE-BALLS-500G,4.14,3.19,Ahmedabad Plant 1,Night,OP159,-18.7,2.1
PR20230601629,2023-06-01,HF-PATTY-CUTLET-1KG,5.01,4.34,Ahmedabad Plant 1,Morning,OP236,-19.6,2.1
PR20230601387,2023-06-01,HF-POTATO-SMILES-500G,7.29,5.9,Ahmedabad Plant 2,Night,OP241,-18.4,5.0
PR20230601882,2023-06-01,HF-FF-WEDGES-2.5KG,3.94,3.08,Ahmedabad Plant 2,Night,OP224,-18.3,3.9
PR20230601853,2023-06-01,HF-PATTY-CUTLET-1KG,2.56,2.18,Ahmedabad Plant 1,Evening,OP117,-18.9,3.8
PR20230601480,2023-06-01,HF-HASH-BROWN-1KG,2.01,1.72,Ahmedabad Plant 2,Morning,OP182,-19.0,3.8
PR20230601970,2023-06-01,HF-PATTY-ALOO-1KG,6.57,4.98,Ahmedabad Plant 1,Night,OP108,-18.7,4.3
PR20230601556,2023-06-01,HF-FF-SHOESTRING-2.5KG,4.76,3.68,Ahmedabad Plant 2,Evening,OP206,-18.6,3.2
PR20230601797,2023-06-01,HF-POTATO-SMILES-500G,7.95,6.3,Ahmedabad Plant 1,Night,OP202,-18.4,5.3
PR20230601318,2023-06-01,HF-PATTY-ALOO-1KG,4.53,3.66,Ahmedabad Plant 1,Morning,OP246,-19.1,4.4
PR20230602835,2023-06-02,HF-HASH-BROWN-1KG,5.54,4.18,Rajkot Plant,Morning,OP126,-19.6,2.8
PR20230602704,2023-06-02,HF-PATTY-CUTLET-1KG,3.75,2.9,Ahmedabad Plant 2,Night,OP156,-19.5,4.3
PR20230602126,2023-06-02,HF-ALOO-TIKKI-1KG,6.53,5.45,Ahmedabad Plant 1,Evening,OP152,-18.2,3.2
PR20230602843,2023-06-02,HF-FF-CRINKLE-2.5KG,5.04,3.98,Ahmedabad Plant 1,Evening,OP114,-18.4,5.5
PR20230602335,2023-06-02,HF-POTATO-SMILES-500G,6.49,5.16,Ahmedabad Plant 2,Night,OP119,-19.5,4.5
PR20230602577,2023-06-02,HF-FF-SHOESTRING-2.5KG,2.02,1.61,Ahmedabad Plant 1,Evening,OP246,-18.6,2.9
PR20230602746,2023-06-02,HF-PATTY-ALOO-1KG,3.51,3.06,Ahmedabad Plant 1,Evening,OP124,-19.0,5.4
PR20230602930,2023-06-02,HF-POTATO-CHEESE-BALLS-500G,3.29,2.54,Rajkot Plant,Morning,OP113,-19.8,4.0
PR20230602114,2023-06-02,HF-PATTY-BURGER-1KG,7.37,5.59,Ahmedabad Plant 2,Night,OP133,-19.8,3.7
PR20230603588,2023-06-03,HF-FF-WEDGES-2.5KG,2.93,2.46,Ahmedabad Plant 1,Evening,OP146,-19.6,2.2
PR20230603948,2023-06-03,HF-PATTY-BURGER-1KG,7.92,6.66,Ahmedabad Plant 2,Night,OP176,-18.6,2.6
PR20230603230,2023-06-03,HF-PATTY-BURGER-1KG,4.36,3.4,Ahmedabad Plant 2,Night,OP169,-19.0,5.1
PR20230603589,2023-06-03,HF-PATTY-ALOO-1KG,5.96,4.81,Ahmedabad Plant 1,Evening,OP182,-18.2,5.8
PR20230603162,2023-06-03,HF-HASH-BROWN-1KG,3.62,2.85,Ahmedabad Plant 2,Morning,OP247,-19.3,5.1
PR20230603776,2023-06-03,HF-ALOO-TIKKI-1KG,7.9,6.92,Ahmedabad Plant 1,Evening,OP156,-19.8,3.7
PR20230603493,2023-06-03,HF-POTATO-SMILES-500G,3.0,2.48,Rajkot Plant,Night,OP130,-18.0,2.8
PR20230603232,2023-06-03,HF-FF-SHOESTRING-2.5KG,2.02,1.56,Ahmedabad Plant 2,Morning,OP108,-18.9,3.6
PR20230604588,2023-06-04,HF-POTATO-CHEESE-BALLS-500G,4.22,3.62,Rajkot Plant,Night,OP105,-19.3,5.7
PR20230604967,2023-06-04,HF-PATTY-ALOO-1KG,4.67,3.67,Ahmedabad Plant 2,Night,OP182,-18.2,4.7
PR20230604111,2023-06-04,HF-POTATO-CHEESE-BALLS-500G,7.05,5.46,Ahmedabad Plant 1,Night,OP206,-19.8,4.1
PR20230604652,2023-06-04,HF-PATTY-BURGER-1KG,2.86,2.38,Ahmedabad Plant 2,Evening,OP211,-19.0,2.1
PR20230604434,2023-06-04,HF-POTATO-SMILES-500G,4.4,3.75,Rajkot Plant,Night,OP237,-19.1,3.1
PR20230604898,2023-06-04,HF-FF-CRINKLE-2.5KG,7.57,5.91,Rajkot Plant,Evening,OP167,-18.5,3.4
PR20230604401,2023-06-04,HF-FF-WEDGES-2.5KG,7.37,6.01,Ahmedabad Plant 1,Evening,OP166,-19.4,5.9
PR20230604156,2023-06-04,HF-PATTY-CUTLET-1KG,6.7,5.18,Ahmedabad Plant 1,Evening,OP183,-19.6,5.0
PR20230604529,2023-06-04,HF-POTATO-SMILES-500G,3.4,2.69,Ahmedabad Plant 2,Morning,OP244,-19.4,3.0
PR20230604905,2023-06-04,HF-FF-WEDGES-2.5KG,3.25,2.73,Ahmedabad Plant 1,Morning,OP200,-19.8,2.3
PR20230604761,2023-06-04,HF-POTATO-SMILES-500G,4.68,3.88,Ahmedabad Plant 2,Night,OP162,-19.4,6.0
PR20230604136,2023-06-04,HF-FF-SHOESTRING-2.5KG,6.1,5.07,Ahmedabad Plant 1,Morning,OP165,-20.0,2.2
PR20230604984,2023-06-04,HF-FF-CRINKLE-2.5KG,2.45,2.02,Ahmedabad Plant 2,Morning,OP189,-18.7,2.4
PR20230605496,2023-06-05,HF-POTATO-SMILES-500G,3.84,3.22,Ahmedabad Plant 1,Night,OP118,-19.8,2.4
PR20230605963,2023-06-05,HF-PATTY-BURGER-1KG,5.24,4.13,Ahmedabad Plant 2,Evening,OP191,-19.3,4.2
PR20230605416,2023-06-05,HF-POTATO-CHEESE-BALLS-500G,7.56,5.71,Ahmedabad Plant 2,Morning,OP112,-18.9,2.8
PR20230605113,2023-06-05,HF-FF-SHOESTRING-2.5KG,5.22,4.49,Ahmedabad Plant 2,Morning,OP105,-19.8,3.6
PR20230605399,2023-06-05,HF-HASH-BROWN-1KG,6.87,5.4,Ahmedabad Plant 2,Evening,OP164,-18.0,5.4
PR20230605738,2023-06-05,HF-POTATO-SMILES-500G,2.72,2.05,Ahmedabad Plant 2,Night,OP154,-18.7,3.5
PR20230605402,2023-06-05,HF-POTATO-CHEESE-BALLS-500G,2.46,2.11,Ahmedabad Plant 2,Evening,OP143,-18.8,4.0
PR20230605469,2023-06-05,HF-HASH-BROWN-1KG,3.59,2.93,Ahmedabad Plant 1,Evening,OP241,-19.5,5.6
PR20230606980,2023-06-06,HF-PATTY-BURGER-1KG,7.82,6.3,Ahmedabad Plant 2,Evening,OP134,-20.0,3.2
PR20230606423,2023-06-06,HF-POTATO-SMILES-500G,2.04,1.73,Ahmedabad Plant 2,Morning,OP121,-18.4,2.2
PR20230606297,2023-06-06,HF-POTATO-CHEESE-BALLS-500G,7.54,6.43,Ahmedabad Plant 1,Night,OP220,-18.2,5.1
PR20230606716,2023-06-06,HF-PATTY-CUTLET-1KG,7.06,6.13,Rajkot Plant,Morning,OP122,-19.1,4.8
PR20230606619,2023-06-06,HF-FF-CRINKLE-2.5KG,6.57,5.52,Ahmedabad Plant 1,Night,OP127,-19.3,4.2
PR20230606911,2023-06-06,HF-HASH-BROWN-1KG,4.88,4.29,Ahmedabad Plant 2,Morning,OP195,-18.7,2.4
PR20230606161,2023-06-06,HF-POTATO-CHEESE-BALLS-500G,6.59,5.13,Rajkot Plant,Morning,OP194,-19.1,2.4
PR20230606679,2023-06-06,HF-PATTY-CUTLET-1KG,5.72,4.99,Rajkot Plant,Morning,OP178,-19.4,2.9
PR20230606346,2023-06-06,HF-FF-CRINKLE-2.5KG,7.83,6.19,Ahmedabad Plant 2,Morning,OP212,-18.9,4.0
PR20230606988,2023-06-06,HF-FF-CRINKLE-2.5KG,7.94,6.03,Ahmedabad Plant 2,Evening,OP118,-19.4,3.4
PR20230607800,2023-06-07,HF-PATTY-BURGER-1KG,2.47,2.15,Ahmedabad Plant 2,Evening,OP199,-19.2,5.0
PR20230607999,2023-06-07,HF-PATTY-ALOO-1KG,3.44,2.92,Ahmedabad Plant 1,Night,OP110,-19.7,3.7
PR20230607807,2023-06-07,HF-PATTY-ALOO-1KG,5.43,4.76,Ahmedabad Plant 1,Night,OP163,-19.7,3.8
PR20230607224,2023-06-07,HF-ALOO-TIKKI-1KG,5.99,5.1,Ahmedabad Plant 2,Evening,OP220,-18.0,4.4
PR20230607159,2023-06-07,HF-FF-WEDGES-2.5KG,7.91,6.91,Ahmedabad Plant 2,Evening,OP196,-19.7,2.4
PR20230607202,2023-06-07,HF-HASH-BROWN-1KG,7.96,6.6,Rajkot Plant,Evening,OP174,-18.4,4.7
PR20230607384,2023-06-07,HF-HASH-BROWN-1KG,7.14,5.46,Rajkot Plant,Evening,OP172,-19.8,5.7
PR20230607474,2023-06-07,HF-POTATO-CHEESE-BALLS-500G,2.08,1.8,Rajkot Plant,Morning,OP164,-19.9,2.2
PR20230607799,2023-06-07,HF-PATTY-BURGER-1KG,3.76,3.0,Ahmedabad Plant 1,Night,OP238,-18.7,5.0
PR20230607333,2023-06-07,HF-FF-WEDGES-2.5KG,4.15,3.63,Rajkot Plant,Morning,OP122,-20.0,3.3
PR20230607976,2023-06-07,HF-PATTY-ALOO-1KG,5.05,4.15,Ahmedabad Plant 2,Night,OP132,-19.2,3.5
PR20230607378,2023-06-07,HF-PATTY-BURGER-1KG,3.0,2.27,Ahmedabad Plant 2,Night,OP140,-18.2,5.6
PR20230607899,2023-06-07,HF-ALOO-TIKKI-1KG,3.68,2.8,Ahmedabad Plant 2,Night,OP183,-19.2,2.3
PR20230607688,2023-06-07,HF-FF-CRINKLE-2.5KG,2.42,2.01,Rajkot Plant,Evening,OP176,-19.2,2.2
PR20230608120,2023-06-08,HF-FF-SHOESTRING-2.5KG,4.76,3.84,Rajkot Plant,Night,OP179,-19.1,5.0
PR20230608493,2023-06-08,HF-PATTY-CUTLET-1KG,3.7,2.98,Rajkot Plant,Evening,OP203,-19.6,5.7
PR20230608340,2023-06-08,HF-ALOO-TIKKI-1KG,7.35,5.97,Ahmedabad Plant 1,Night,OP174,-19.0,4.1
PR20230608673,2023-06-08,HF-POTATO-CHEESE-BALLS-500G,7.21,6.19,Ahmedabad Plant 2,Night,OP104,-18.6,2.7
PR20230608759,2023-06-08,HF-POTATO-SMILES-500G,4.27,3.36,Ahmedabad Plant 1,Evening,OP201,-19.9,3.1
PR20230608782,2023-06-08,HF-POTATO-SMILES-500G,3.09,2.68,Ahmedabad Plant 2,Evening,OP246,-18.2,3.0
PR20230608581,2023-06-08,HF-PATTY-ALOO-1KG,4.63,3.83,Ahmedabad Plant 2,Night,OP111,-18.7,4.0
PR20230608429,2023-06-08,HF-PATTY-ALOO-1KG,3.19,2.63,Ahmedabad Plant 2,Morning,OP189,-18.8,5.4
PR20230608214,2023-06-08,HF-ALOO-TIKKI-1KG,4.49,3.63,Ahmedabad Plant 1,Night,OP216,-19.2,2.5
PR20230608225,2023-06-08,HF-HASH-BROWN-1KG,2.94,2.51,Ahmedabad Plant 1,Night,OP246,-18.5,4.7
PR20230608557,2023-06-08,HF-PATTY-BURGER-1KG,2.58,2.21,Ahmedabad Plant 2,Evening,OP217,-20.0,3.5
PR20230608542,2023-06-08,HF-HASH-BROWN-1KG,5.03,4.06,Rajkot Plant,Evening,OP114,-19.8,2.0
PR20230609702,2023-06-09,HF-FF-CRINKLE-2.5KG,5.92,4.94,Rajkot Plant,Morning,OP193,-18.8,2.9
PR20230609267,2023-06-09,HF-HASH-BROWN-1KG,3.44,2.94,Ahmedabad Plant 2,Morning,OP187,-18.1,4.3
PR20230609690,2023-06-09,HF-ALOO-TIKKI-1KG,3.84,3.01,Ahmedabad Plant 1,Morning,OP214,-19.0,5.6
PR20230609545,2023-06-09,HF-ALOO-TIKKI-1KG,5.71,4.87,Ahmedabad Plant 2,Morning,OP235,-19.2,4.8
PR20230609912,2023-06-09,HF-PATTY-CUTLET-1KG,4.59,4.0,Ahmedabad Plant 2,Evening,OP181,-19.0,4.2
PR20230609688,2023-06-09,HF-FF-CRINKLE-2.5KG,5.15,4.07,Ahmedabad Plant 1,Night,OP195,-18.5,2.3
PR20230609966,2023-06-09,HF-HASH-BROWN-1KG,6.31,4.97,Rajkot Plant,Morning,OP206,-18.8,5.7
PR20230609596,2023-06-09,HF-FF-SHOESTRING-2.5KG,5.4,4.12,Rajkot Plant,Evening,OP171,-19.6,3.0
PR20230609903,2023-06-09,HF-POTATO-SMILES-500G,5.32,4.34,Ahmedabad Plant 2,Evening,OP128,-18.5,2.5
PR20230610134,2023-06-10,HF-PATTY-CUTLET-1KG,3.27,2.49,Ahmedabad Plant 2,Evening,OP114,-18.6,6.0
PR20230610238,2023-06-10,HF-PATTY-CUTLET-1KG,4.41,3.8,Rajkot Plant,Morning,OP121,-19.1,4.7
PR20230610468,2023-06-10,HF-PATTY-CUTLET-1KG,2.94,2.31,Ahmedabad Plant 2,Evening,OP172,-19.0,5.5
PR20230610136,2023-06-10,HF-ALOO-TIKKI-1KG,2.26,1.84,Rajkot Plant,Night,OP237,-18.1,3.8
PR20230610428,2023-06-10,HF-POTATO-SMILES-500G,5.77,4.89,Ahmedabad Plant 2,Morning,OP194,-18.3,2.7
PR20230610498,2023-06-10,HF-PATTY-ALOO-1KG,4.82,4.24,Ahmedabad Plant 2,Evening,OP168,-18.7,3.7
PR20230610864,2023-06-10,HF-POTATO-CHEESE-BALLS-500G,4.59,3.49,Ahmedabad Plant 2,Evening,OP186,-19.5,3.0
PR20230610850,2023-06-10,HF-PATTY-CUTLET-1KG,6.22,5.05,Rajkot Plant,Night,OP221,-19.2,2.2
PR20230610499,2023-06-10,HF-HASH-BROWN-1KG,7.34,5.74,Ahmedabad Plant 1,Morning,OP186,-19.3,5.2
PR20230610806,2023-06-10,HF-PATTY-BURGER-1KG,5.24,4.16,Ahmedabad Plant 1,Morning,OP185,-20.0,3.1
PR20230610127,2023-06-10,HF-ALOO-TIKKI-1KG,7.69,5.92,Ahmedabad Plant 2,Morning,OP102,-18.8,2.6
PR20230610802,2023-06-10,HF-POTATO-SMILES-500G,2.01,1.58,Ahmedabad Plant 1,Evening,OP220,-18.2,5.9
PR20230611640,2023-06-11,HF-FF-WEDGES-2.5KG,6.57,4.93,Ahmedabad Plant 2,Evening,OP246,-18.4,4.7
PR20230611434,2023-06-11,HF-POTATO-CHEESE-BALLS-500G,4.39,3.77,Rajkot Plant,Evening,OP115,-19.0,4.6
PR20230611834,2023-06-11,HF-POTATO-CHEESE-BALLS-500G,5.58,4.65,Rajkot Plant,Evening,OP140,-18.5,3.5
PR20230611853,2023-06-11,HF-HASH-BROWN-1KG,2.3,1.9,Ahmedabad Plant 2,Morning,OP160,-18.9,5.0
PR20230611519,2023-06-11,HF-HASH-BROWN-1KG,3.24,2.61,Rajkot Plant,Night,OP107,-18.4,4.5
PR20230611906,2023-06-11,HF-FF-WEDGES-2.5KG,7.09,6.02,Ahmedabad Plant 2,Evening,OP178,-19.9,5.9
PR20230611370,2023-06-11,HF-POTATO-CHEESE-BALLS-500G,6.63,5.22,Ahmedabad Plant 1,Night,OP173,-18.4,3.8
PR20230611301,2023-06-11,HF-PATTY-CUTLET-1KG,7.96,6.4,Ahmedabad Plant 1,Morning,OP223,-18.4,5.8
PR20230611717,2023-06-11,HF-HASH-BROWN-1KG,4.32,3.63,Ahmedabad Plant 1,Evening,OP190,-19.6,5.4
PR20230611329,2023-06-11,HF-POTATO-SMILES-500G,6.93,5.95,Ahmedabad Plant 2,Evening,OP234,-19.3,3.6
PR20230612242,2023-06-12,HF-PATTY-BURGER-1KG,6.0,5.15,Ahmedabad Plant 2,Morning,OP207,-18.7,3.2
PR20230612394,2023-06-12,HF-ALOO-TIKKI-1KG,4.06,3.34,Ahmedabad Plant 1,Night,OP128,-18.1,5.1
PR20230612498,2023-06-12,HF-PATTY-ALOO-1KG,2.83,2.17,Rajkot Plant,Evening,OP248,-18.4,4.3
PR20230612441,2023-06-12,HF-FF-SHOESTRING-2.5KG,3.71,2.96,Rajkot Plant,Evening,OP144,-19.9,5.4
PR20230612451,2023-06-12,HF-ALOO-TIKKI-1KG,7.11,5.87,Ahmedabad Plant 1,Evening,OP109,-19.7,5.1
PR20230612201,2023-06-12,HF-HASH-BROWN-1KG,7.72,5.85,Rajkot Plant,Morning,OP189,-18.1,2.7
PR20230612537,2023-06-12,HF-ALOO-TIKKI-1KG,7.57,6.27,Ahmedabad Plant 2,Night,OP115,-18.9,4.1
PR20230612591,2023-06-12,HF-ALOO-TIKKI-1KG,6.98,6.08,Rajkot Plant,Morning,OP153,-19.5,5.0
PR20230612154,2023-06-12,HF-POTATO-SMILES-500G,3.92,3.18,Rajkot Plant,Morning,OP105,-19.8,5.1
PR20230612636,2023-06-12,HF-FF-CRINKLE-2.5KG,6.11,4.63,Ahmedabad Plant 1,Morning,OP178,-18.1,2.5
PR20230612944,2023-06-12,HF-ALOO-TIKKI-1KG,5.49,4.5,Ahmedabad Plant 1,Morning,OP153,-19.9,4.8
PR20230612889,2023-06-12,HF-POTATO-SMILES-500G,3.76,2.9,Ahmedabad Plant 2,Morning,OP145,-19.7,3.8
PR20230613687,2023-06-13,HF-FF-WEDGES-2.5KG,5.92,4.87,Ahmedabad Plant 2,Night,OP172,-18.2,2.2
PR20230613200,2023-06-13,HF-POTATO-CHEESE-BALLS-500G,4.26,3.4,Ahmedabad Plant 1,Morning,OP197,-19.3,4.5
PR20230613788,2023-06-13,HF-ALOO-TIKKI-1KG,7.81,6.73,Rajkot Plant,Evening,OP130,-19.0,4.0
PR20230613220,2023-06-13,HF-FF-WEDGES-2.5KG,6.04,4.62,Rajkot Plant,Evening,OP207,-20.0,4.1
PR20230613369,2023-06-13,HF-FF-SHOESTRING-2.5KG,7.46,6.53,Ahmedabad Plant 1,Morning,OP127,-19.2,2.4
PR20230613655,2023-06-13,HF-FF-WEDGES-2.5KG,5.44,4.5,Rajkot Plant,Evening,OP124,-19.6,2.2
PR20230613369,2023-06-13,HF-HASH-BROWN-1KG,4.8,4.18,Ahmedabad Plant 2,Night,OP189,-20.0,2.8
