date,revenue_source,product_category,revenue_inr,cogs_inr,gross_margin_inr
2023-07-29,B2C,Specialty,20208.77,11114.82,9093.95
2023-07-30,B2B,French Fries,1148557.17,712105.45,436451.72
2023-07-30,B2B,Specialty,1018981.29,631768.4,387212.89
2023-07-30,B2C,French Fries,38073.54,20940.45,17133.09
2023-07-30,B2C,Patties,50198.06,27608.93,22589.13
2023-07-30,B2C,Specialty,26595.25,14627.39,11967.86
2023-07-31,B2B,Patties,997790.88,618630.35,379160.53
2023-07-31,B2B,Specialty,185379.14,114935.07,70444.07
2023-07-31,B2C,French Fries,18651.77,10258.47,8393.3
2023-07-31,B2C,Patties,17699.09,9734.5,7964.59
2023-07-31,B2C,Specialty,13502.67,7426.47,6076.2
2023-08-01,B2B,Specialty,91463.97,56707.66,34756.31
2023-08-01,B2C,French Fries,31835.53,17509.54,14325.99
2023-08-01,B2C,Patties,35147.79,19331.28,15816.51
2023-08-01,B2C,Specialty,24459.38,13452.66,11006.72
2023-08-02,B2B,French Fries,873409.57,541513.93,331895.64
2023-08-02,B2B,Specialty,779741.95,483440.01,296301.94
2023-08-02,B2C,French Fries,26214.62,14418.04,11796.58
2023-08-02,B2C,Patties,27520.91,15136.5,12384.41
2023-08-02,B2C,Specialty,11738.6,6456.23,5282.37
2023-08-03,B2B,French Fries,555621.34,344485.23,211136.11
2023-08-03,B2B,Patties,1039752.17,644646.35,395105.82
2023-08-03,B2B,Specialty,998607.24,619136.49,379470.75
2023-08-03,B2C,French Fries,16022.62,8812.44,7210.18
2023-08-03,B2C,Patties,14269.69,7848.33,6421.36
2023-08-03,B2C,Specialty,5671.61,3119.39,2552.22
2023-08-04,B2B,Patties,1393258.71,863820.4,529438.31
2023-08-04,B2B,Specialty,1153354.77,715079.96,438274.81
2023-08-04,B2C,French Fries,29333.58,16133.47,13200.11
2023-08-04,B2C,Patties,34978.85,19238.37,15740.48
2023-08-04,B2C,Specialty,26956.8,14826.24,12130.56
2023-08-05,B2B,French Fries,953615.0,591241.3,362373.7
2023-08-05,B2B,Patties,218285.22,135336.84,82948.38
2023-08-05,B2B,Specialty,1259724.05,781028.91,478695.14
2023-08-05,B2C,French Fries,30916.86,17004.27,13912.59
2023-08-05,B2C,Patties,28311.35,15571.24,12740.11
2023-08-05,B2C,Specialty,17940.37,9867.2,8073.17
2023-08-06,B2B,French Fries,708401.6,439208.99,269192.61
2023-08-06,B2B,Specialty,401336.33,248828.52,152507.81
2023-08-06,B2C,French Fries,33683.32,18525.83,15157.49
2023-08-06,B2C,Patties,39259.84,21592.91,17666.93
2023-08-06,B2C,Specialty,20673.56,11370.46,9303.1
2023-08-07,B2B,French Fries,786632.55,487712.18,298920.37
2023-08-07,B2B,Patties,620331.03,384605.24,235725.79
2023-08-07,B2B,Specialty,1101605.78,682995.58,418610.2
2023-08-07,B2C,French Fries,13099.74,7204.86,5894.88
2023-08-07,B2C,Patties,19613.28,10787.3,8825.98
2023-08-07,B2C,Specialty,16633.21,9148.27,7484.94
2023-08-08,B2C,French Fries,45204.53,24862.49,20342.04
2023-08-08,B2C,Patties,43565.76,23961.17,19604.59
2023-08-08,B2C,Specialty,23188.96,12753.93,10435.03
2023-08-09,B2B,French Fries,473032.38,293280.08,179752.3
2023-08-09,B2B,Specialty,539558.76,334526.43,205032.33
2023-08-09,B2C,French Fries,26875.16,14781.34,12093.82
2023-08-09,B2C,Patties,24514.36,13482.9,11031.46
2023-08-09,B2C,Specialty,20500.61,11275.34,9225.27
2023-08-10,B2B,French Fries,159916.98,99148.53,60768.45
2023-08-10,B2B,Patties,500514.33,310318.88,190195.45
2023-08-10,B2B,Specialty,791448.35,490697.98,300750.37
2023-08-10,B2C,French Fries,15480.65,8514.36,6966.29
2023-08-10,B2C,Patties,10214.0,5617.7,4596.3
2023-08-10,B2C,Specialty,5728.47,3150.66,2577.81
2023-08-11,B2B,Patties,359034.26,222601.24,136433.02
2023-08-11,B2B,Specialty,713583.52,442421.78,271161.74
2023-08-11,B2C,French Fries,21371.03,11754.07,9616.96
2023-08-11,B2C,Patties,15602.42,8581.33,7021.09
2023-08-11,B2C,Specialty,8325.39,4578.96,3746.43
2023-08-12,B2B,French Fries,1576868.62,977658.54,599210.08
2023-08-12,B2B,Patties,108318.01,67157.17,41160.84
2023-08-12,B2B,Specialty,320707.69,198838.77,121868.92
2023-08-12,B2C,French Fries,16074.98,8841.24,7233.74
2023-08-12,B2C,Patties,14280.52,7854.29,6426.23
2023-08-12,B2C,Specialty,7405.22,4072.87,3332.35
2023-08-13,B2B,French Fries,194545.85,120618.43,73927.42
2023-08-13,B2B,Patties,397906.56,246702.07,151204.49
2023-08-13,B2B,Specialty,292209.18,181169.69,111039.49
2023-08-13,B2C,French Fries,35498.45,19524.15,15974.3
2023-08-13,B2C,Patties,39345.82,21640.2,17705.62
2023-08-13,B2C,Specialty,21687.88,11928.33,9759.55
2023-08-14,B2B,French Fries,153588.65,95224.96,58363.69
2023-08-14,B2B,Patties,473163.85,293361.59,179802.26
2023-08-14,B2C,French Fries,38861.96,21374.08,17487.88
2023-08-14,B2C,Patties,38048.15,20926.48,17121.67
2023-08-14,B2C,Specialty,20439.29,11241.61,9197.68
2023-08-15,B2B,French Fries,219834.94,136297.66,83537.28
2023-08-15,B2B,Patties,358878.91,222504.92,136373.99
2023-08-15,B2B,Specialty,1211951.44,751409.89,460541.55
2023-08-15,B2C,French Fries,45716.47,25144.06,20572.41
2023-08-15,B2C,Patties,40335.33,22184.43,18150.9
2023-08-15,B2C,Specialty,28079.78,15443.88,12635.9
2023-08-16,B2B,French Fries,436623.69,270706.69,165917.0
2023-08-16,B2B,Patties,1182488.93,733143.14,449345.79
2023-08-16,B2B,Specialty,1255361.61,778324.2,477037.41
2023-08-16,B2C,French Fries,41365.62,22751.09,18614.53
2023-08-16,B2C,Patties,41062.08,22584.14,18477.94
2023-08-16,B2C,Specialty,31507.11,17328.91,14178.2
2023-08-17,B2B,French Fries,678103.48,420424.16,257679.32
2023-08-17,B2B,Patties,252751.23,156705.76,96045.47
2023-08-17,B2B,Specialty,925396.64,573745.92,351650.72
2023-08-17,B2C,French Fries,27263.33,14994.83,12268.5
2023-08-17,B2C,Patties,29571.44,16264.29,13307.15
2023-08-17,B2C,Specialty,23758.34,13067.09,10691.25
2023-08-18,B2B,French Fries,971205.33,602147.3,369058.03
2023-08-18,B2B,Specialty,510185.5,316315.01,193870.49
2023-08-18,B2C,French Fries,22987.68,12643.22,10344.46
2023-08-18,B2C,Patties,16902.15,9296.18,7605.97
2023-08-18,B2C,Specialty,11327.09,6229.9,5097.19
2023-08-19,B2B,French Fries,473968.17,293860.27,180107.9
2023-08-19,B2B,Patties,455985.38,282710.94,173274.44
2023-08-19,B2C,French Fries,20113.54,11062.45,9051.09
2023-08-19,B2C,Patties,21264.85,11695.67,9569.18
2023-08-19,B2C,Specialty,16760.53,9218.29,7542.24
2023-08-20,B2B,French Fries,488419.05,302819.81,185599.24
2023-08-20,B2B,Patties,212796.25,131933.67,80862.58
2023-08-20,B2B,Specialty,510709.56,316639.93,194069.63
2023-08-20,B2C,French Fries,30441.51,16742.83,13698.68
2023-08-20,B2C,Patties,42398.76,23319.32,19079.44
2023-08-20,B2C,Specialty,29075.56,15991.56,13084.0
2023-08-21,B2B,French Fries,163816.89,101566.47,62250.42
2023-08-21,B2B,Patties,481748.55,298684.1,183064.45
2023-08-21,B2B,Specialty,396614.69,245901.11,150713.58
2023-08-21,B2C,French Fries,37064.37,20385.4,16678.97
2023-08-21,B2C,Patties,37425.06,20583.78,16841.28
2023-08-21,B2C,Specialty,24541.81,13498.0,11043.81
2023-08-22,B2B,French Fries,387523.49,240264.56,147258.93
2023-08-22,B2B,Patties,890146.75,551890.98,338255.76
2023-08-22,B2C,French Fries,28122.31,15467.27,12655.04
2023-08-22,B2C,Patties,23875.97,13131.78,10744.19
2023-08-22,B2C,Specialty,17908.24,9849.53,8058.71
2023-08-23,B2B,French Fries,706224.6,437859.25,268365.35
2023-08-23,B2B,Patties,799577.76,495738.21,303839.55
2023-08-23,B2C,French Fries,21776.16,11976.89,9799.27
2023-08-23,B2C,Patties,24742.12,13608.17,11133.95
2023-08-23,B2C,Specialty,14752.9,8114.1,6638.8
2023-08-24,B2B,Patties,154511.77,95797.3,58714.47
2023-08-24,B2B,Specialty,1285362.91,796925.0,488437.91
2023-08-24,B2C,French Fries,22837.26,12560.49,10276.77
2023-08-24,B2C,Patties,16460.65,9053.36,7407.29
2023-08-24,B2C,Specialty,11642.85,6403.57,5239.28
2023-08-25,B2B,French Fries,112270.73,69607.85,42662.88
2023-08-25,B2B,Specialty,856701.08,531154.67,325546.41
2023-08-25,B2C,French Fries,43967.89,24182.34,19785.55
2023-08-25,B2C,Patties,44858.69,24672.28,20186.41
2023-08-25,B2C,Specialty,19196.76,10558.22,8638.54
2023-08-26,B2B,French Fries,693030.24,429678.75,263351.49
2023-08-26,B2B,Patties,297618.43,184523.43,113095.0
2023-08-26,B2B,Specialty,977704.98,606177.09,371527.89
2023-08-26,B2C,French Fries,39418.61,21680.24,17738.37
2023-08-26,B2C,Patties,37865.79,20826.18,17039.61
2023-08-26,B2C,Specialty,30477.73,16762.75,13714.98
2023-08-27,B2B,Patties,174452.67,108160.66,66292.01
2023-08-27,B2B,Specialty,381128.9,236299.92,144828.98
2023-08-27,B2C,French Fries,20481.23,11264.68,9216.55
2023-08-27,B2C,Patties,27699.37,15234.65,12464.72
2023-08-27,B2C,Specialty,16085.02,8846.76,7238.26
2023-08-28,B2B,French Fries,935928.43,580275.63,355652.8
2023-08-28,B2B,Specialty,278781.58,172844.58,105937.0
2023-08-28,B2C,French Fries,9584.6,5271.53,4313.07
2023-08-28,B2C,Patties,14565.41,8010.98,6554.43
2023-08-28,B2C,Specialty,11032.2,6067.71,4964.49
2023-08-29,B2B,French Fries,823281.84,510434.74,312847.1
2023-08-29,B2B,Specialty,865761.29,536772.0,328989.29
2023-08-29,B2C,French Fries,24417.92,13429.86,10988.06
2023-08-29,B2C,Patties,30252.63,16638.95,13613.68
2023-08-29,B2C,Specialty,16539.86,9096.92,7442.94
2023-08-30,B2B,French Fries,878769.62,544837.16,333932.46
2023-08-30,B2B,Specialty,811883.93,503368.04,308515.89
2023-08-30,B2C,French Fries,48506.77,26678.72,21828.05
2023-08-30,B2C,Patties,40011.09,22006.1,18004.99
2023-08-30,B2C,Specialty,35551.27,19553.2,15998.07
2023-08-31,B2B,French Fries,233797.98,144954.75,88843.23
2023-08-31,B2C,French Fries,17291.63,9510.4,7781.23
2023-08-31,B2C,Patties,15782.14,8680.18,7101.96
2023-08-31,B2C,Specialty,16878.33,9283.08,7595.25
2023-09-01,B2B,French Fries,415556.07,257644.76,157911.31
2023-09-01,B2B,Patties,1039439.36,644452.4,394986.96
2023-09-01,B2C,French Fries,25490.73,14019.9,11470.83
2023-09-01,B2C,Patties,33882.17,18635.19,15246.98
2023-09-01,B2C,Specialty,20116.76,11064.22,9052.54
2023-09-02,B2B,French Fries,395756.06,245368.76,150387.3
2023-09-02,B2B,Patties,326894.99,202674.89,124220.1
2023-09-02,B2B,Specialty,1649439.2,1022652.3,626786.9
2023-09-02,B2C,French Fries,38773.36,21325.35,17448.01
2023-09-02,B2C,Patties,41677.64,22922.7,18754.94
2023-09-02,B2C,Specialty,28914.95,15903.22,13011.73
2023-09-03,B2B,French Fries,215484.7,133600.51,81884.19
2023-09-03,B2B,Patties,127659.32,79148.78,48510.54
2023-09-03,B2C,French Fries,18092.64,9950.95,8141.69
2023-09-03,B2C,Patties,21896.11,12042.86,9853.25
2023-09-03,B2C,Specialty,12619.26,6940.59,5678.67
2023-09-04,B2B,Patties,306631.51,190111.54,116519.97
2023-09-04,B2C,French Fries,35557.05,19556.38,16000.67
2023-09-04,B2C,Patties,29931.02,16462.06,13468.96
2023-09-04,B2C,Specialty,13362.66,7349.46,6013.2
2023-09-05,B2B,Patties,653742.28,405320.21,248422.07
2023-09-05,B2B,Specialty,1024754.24,635347.63,389406.61
2023-09-05,B2C,French Fries,13272.52,7299.89,5972.63
2023-09-05,B2C,Patties,11474.76,6311.12,5163.64
2023-09-05,B2C,Specialty,9908.56,5449.71,4458.85
2023-09-06,B2B,French Fries,244053.49,151313.16,92740.33
2023-09-06,B2B,Patties,919531.31,570109.41,349421.9
2023-09-06,B2B,Specialty,605697.81,375532.64,230165.17
2023-09-06,B2C,French Fries,27316.97,15024.33,12292.64
2023-09-06,B2C,Patties,47507.08,26128.89,21378.19
2023-09-06,B2C,Specialty,19955.97,10975.78,8980.19
2023-09-07,B2B,Specialty,682155.12,422936.17,259218.95
2023-09-07,B2C,French Fries,9393.29,5166.31,4226.98
2023-09-07,B2C,Patties,21764.39,11970.41,9793.98
2023-09-07,B2C,Specialty,8199.4,4509.67,3689.73
2023-09-08,B2B,French Fries,608777.01,377441.75,231335.26
2023-09-08,B2B,Patties,838421.41,519821.27,318600.14
2023-09-08,B2B,Specialty,1142763.39,708513.3,434250.09
2023-09-08,B2C,French Fries,34769.71,19123.34,15646.37
2023-09-08,B2C,Patties,48282.87,26555.58,21727.29
2023-09-08,B2C,Specialty,35942.24,19768.23,16174.01
2023-09-09,B2B,French Fries,486913.63,301886.45,185027.18
2023-09-09,B2B,Specialty,334580.05,207439.63,127140.42
2023-09-09,B2C,French Fries,29177.29,16047.51,13129.78
2023-09-09,B2C,Patties,32205.09,17712.8,14492.29
2023-09-09,B2C,Specialty,23412.29,12876.76,10535.53
2023-09-10,B2B,Patties,404244.89,250631.83,153613.06
2023-09-10,B2C,French Fries,35744.02,19659.21,16084.81
2023-09-10,B2C,Patties,45706.01,25138.31,20567.7
2023-09-10,B2C,Specialty,26821.71,14751.94,12069.77
2023-09-11,B2B,French Fries,815115.36,505371.52,309743.84
2023-09-11,B2B,Specialty,1838989.75,1140173.64,698816.1
2023-09-11,B2C,French Fries,21475.67,11811.62,9664.05
2023-09-11,B2C,Patties,22121.97,12167.08,9954.89
2023-09-11,B2C,Specialty,13835.07,7609.29,6225.78
2023-09-12,B2B,French Fries,1354197.74,839602.6,514595.14
2023-09-12,B2B,Patties,619478.19,384076.48,235401.71
2023-09-12,B2B,Specialty,568081.05,352210.25,215870.8
2023-09-12,B2C,French Fries,7397.8,4068.79,3329.01
2023-09-12,B2C,Patties,10439.74,5741.86,4697.88
2023-09-12,B2C,Specialty,15187.9,8353.34,6834.55
2023-09-13,B2B,French Fries,811489.48,503123.48,308366.0
2023-09-13,B2B,Patties,945681.74,586322.68,359359.06
2023-09-13,B2B,Specialty,257995.35,159957.12,98038.23
2023-09-13,B2C,French Fries,30083.05,16545.68,13537.37
2023-09-13,B2C,Patties,24744.18,13609.3,11134.88
2023-09-13,B2C,Specialty,31667.51,17417.13,14250.38
2023-09-14,B2B,French Fries,554576.48,343837.42,210739.06
2023-09-14,B2B,Patties,1481181.64,918332.62,562849.02
2023-09-14,B2B,Specialty,1094772.39,678758.88,416013.51
2023-09-14,B2C,French Fries,14719.42,8095.68,6623.74
2023-09-14,B2C,Patties,12048.66,6626.76,5421.9
2023-09-14,B2C,Specialty,7624.55,4193.5,3431.05
2023-09-15,B2B,French Fries,567908.02,352102.97,215805.05
2023-09-15,B2B,Patties,472043.08,292666.71,179376.37
2023-09-15,B2B,Specialty,229678.36,142400.58,87277.78
2023-09-15,B2C,French Fries,22422.33,12332.28,10090.05
2023-09-15,B2C,Patties,16138.2,8876.01,7262.19
2023-09-15,B2C,Specialty,12458.86,6852.37,5606.49
2023-09-16,B2B,Patties,1882549.33,1167180.58,715368.75
2023-09-16,B2B,Specialty,418615.98,259541.91,159074.07
2023-09-16,B2C,French Fries,40892.28,22490.75,18401.53
2023-09-16,B2C,Patties,43322.48,23827.36,19495.12
2023-09-16,B2C,Specialty,35849.0,19716.95,16132.05
2023-09-17,B2B,French Fries,419066.17,259821.03,159245.14
2023-09-17,B2B,Patties,567843.28,352062.83,215780.45
2023-09-17,B2B,Specialty,982392.02,609083.05,373308.97
2023-09-17,B2C,French Fries,39973.89,21985.64,17988.25
2023-09-17,B2C,Patties,43544.5,23949.48,19595.02
2023-09-17,B2C,Specialty,33621.32,18491.73,15129.59
2023-09-18,B2B,Specialty,246770.43,152997.67,93772.76
2023-09-18,B2C,French Fries,26415.73,14528.65,11887.08
2023-09-18,B2C,Patties,27332.01,15032.61,12299.4
2023-09-18,B2C,Specialty,16882.75,9285.51,7597.24
2023-09-19,B2B,French Fries,594918.85,368849.69,226069.16
2023-09-19,B2B,Patties,267628.86,165929.89,101698.97
2023-09-19,B2C,French Fries,38735.49,21304.52,17430.97
2023-09-19,B2C,Patties,41969.23,23083.08,18886.15
2023-09-19,B2C,Specialty,28199.21,15509.57,12689.64
2023-09-20,B2B,French Fries,862703.83,534876.37,327827.46
2023-09-20,B2B,Patties,1096429.16,679786.08,416643.08
2023-09-20,B2B,Specialty,555048.97,344130.36,210918.61
2023-09-20,B2C,French Fries,37940.49,20867.27,17073.22
2023-09-20,B2C,Patties,42152.38,23183.81,18968.57
2023-09-20,B2C,Specialty,24160.65,13288.36,10872.29
2023-09-21,B2B,French Fries,589564.3,365529.87,224034.43
2023-09-21,B2B,Specialty,1960138.61,1215285.94,744852.67
2023-09-21,B2C,French Fries,20978.84,11538.36,9440.48
2023-09-21,B2C,Patties,26767.19,14721.95,12045.24
2023-09-21,B2C,Specialty,19294.56,10612.01,8682.55
2023-09-22,B2B,French Fries,233696.23,144891.66,88804.57
2023-09-22,B2B,Patties,731827.35,453732.96,278094.39
2023-09-22,B2B,Specialty,155151.15,96193.71,58957.44
2023-09-22,B2C,French Fries,17161.24,9438.68,7722.56
2023-09-22,B2C,Patties,19915.78,10953.68,8962.1
2023-09-22,B2C,Specialty,8770.49,4823.77,3946.72
2023-09-23,B2B,Patties,743648.86,461062.29,282586.57
2023-09-23,B2B,Specialty,405355.36,251320.32,154035.04
2023-09-23,B2C,French Fries,40875.73,22481.65,18394.08
2023-09-23,B2C,Patties,32243.93,17734.16,14509.77
2023-09-23,B2C,Specialty,25220.64,13871.35,11349.29
2023-09-24,B2B,French Fries,373042.44,231286.31,141756.13
2023-09-24,B2B,Specialty,622515.23,385959.44,236555.79
2023-09-24,B2C,French Fries,42220.12,23221.07,18999.05
2023-09-24,B2C,Patties,41630.38,22896.71,18733.67
2023-09-24,B2C,Specialty,30143.56,16578.96,13564.6
2023-09-25,B2C,French Fries,19073.31,10490.32,8582.99
2023-09-25,B2C,Patties,18351.18,10093.15,8258.03
2023-09-25,B2C,Specialty,9206.81,5063.75,4143.06
2023-09-26,B2B,Patties,613999.23,380679.52,233319.71
2023-09-26,B2B,Specialty,589785.66,365667.11,224118.55
2023-09-26,B2C,French Fries,25398.94,13969.42,11429.52
2023-09-26,B2C,Patties,31641.03,17402.57,14238.46
2023-09-26,B2C,Specialty,22432.93,12338.11,10094.82
2023-09-27,B2B,French Fries,731851.16,453747.72,278103.44
2023-09-27,B2B,Specialty,533925.33,331033.7,202891.63
2023-09-27,B2C,French Fries,22225.09,12223.8,10001.29
2023-09-27,B2C,Patties,23540.98,12947.54,10593.44
2023-09-27,B2C,Specialty,11239.32,6181.63,5057.69
2023-09-28,B2B,Specialty,125128.87,77579.9,47548.97
2023-09-28,B2C,French Fries,29561.9,16259.05,13302.86
2023-09-28,B2C,Patties,28442.97,15643.63,12799.34
2023-09-28,B2C,Specialty,18399.42,10119.68,8279.74
2023-09-29,B2B,Patties,694472.34,430572.85,263899.49
2023-09-29,B2B,Specialty,637440.31,395212.99,242227.32
2023-09-29,B2C,French Fries,23365.44,12850.99,10514.45
2023-09-29,B2C,Patties,27043.11,14873.71,12169.4
2023-09-29,B2C,Specialty,25546.98,14050.84,11496.14
2023-09-30,B2B,Patties,1172490.51,726944.12,445546.39
2023-09-30,B2B,Specialty,533964.65,331058.08,202906.57
2023-09-30,B2C,French Fries,15342.53,8438.39,6904.14
2023-09-30,B2C,Patties,21872.44,12029.84,9842.6
2023-09-30,B2C,Specialty,14006.18,7703.4,6302.78
2023-10-01,B2B,French Fries,631394.09,391464.34,239929.75
2023-10-01,B2B,Patties,791965.06,491018.34,300946.72
2023-10-01,B2C,French Fries,23789.07,13083.99,10705.08
2023-10-01,B2C,Patties,25089.63,13799.3,11290.33
2023-10-01,B2C,Specialty,17851.39,9818.26,8033.13
2023-10-02,B2B,Patties,241267.55,149585.88,91681.67
2023-10-02,B2C,French Fries,42065.55,23136.05,18929.5
2023-10-02,B2C,Patties,42730.61,23501.84,19228.77
2023-10-02,B2C,Specialty,29670.56,16318.81,13351.75
2023-10-03,B2B,French Fries,74098.67,45941.18,28157.49
2023-10-03,B2B,Specialty,904692.7,560909.47,343783.23
2023-10-03,B2C,French Fries,6780.62,3729.34,3051.28
2023-10-03,B2C,Patties,22021.99,12112.09,9909.9
2023-10-03,B2C,Specialty,13872.37,7629.8,6242.57
2023-10-04,B2B,French Fries,435467.5,269989.85,165477.65
2023-10-04,B2C,French Fries,24218.53,13320.19,10898.34
2023-10-04,B2C,Patties,47376.84,26057.26,21319.58
2023-10-04,B2C,Specialty,22650.75,12457.91,10192.84
2023-10-05,B2B,French Fries,636083.35,394371.68,241711.67
2023-10-05,B2C,French Fries,49684.98,27326.74,22358.24
2023-10-05,B2C,Patties,44748.04,24611.42,20136.62
2023-10-05,B2C,Specialty,31003.72,17052.05,13951.67
2023-10-06,B2B,Specialty,444386.61,275519.7,168866.91
2023-10-06,B2C,French Fries,27108.72,14909.8,12198.92
2023-10-06,B2C,Patties,37290.64,20509.85,16780.79
2023-10-06,B2C,Specialty,14029.53,7716.24,6313.29
2023-10-07,B2B,French Fries,481300.28,298406.17,182894.11
2023-10-07,B2B,Patties,167901.08,104098.67,63802.41
2023-10-07,B2B,Specialty,1600391.47,992242.71,608148.76
2023-10-07,B2C,French Fries,14089.36,7749.15,6340.21
2023-10-07,B2C,Patties,17180.42,9449.23,7731.19
2023-10-07,B2C,Specialty,9956.19,5475.9,4480.29
2023-10-08,B2B,Specialty,1109751.79,688046.11,421705.68
2023-10-08,B2C,French Fries,31795.68,17487.62,14308.06
2023-10-08,B2C,Patties,43475.26,23911.39,19563.87
2023-10-08,B2C,Specialty,30895.49,16992.52,13902.97
2023-10-09,B2B,French Fries,693737.02,430116.95,263620.07
2023-10-09,B2B,Patties,353963.52,219457.38,134506.14
2023-10-09,B2B,Specialty,476051.2,295151.74,180899.46
2023-10-09,B2C,French Fries,16816.24,9248.93,7567.31
2023-10-09,B2C,Patties,17759.9,9767.95,7991.96
2023-10-09,B2C,Specialty,11708.3,6439.57,5268.74
2023-10-10,B2B,Patties,662634.87,410833.62,251801.25
2023-10-10,B2B,Specialty,986929.36,611896.2,375033.16
2023-10-10,B2C,French Fries,30510.27,16780.65,13729.62
2023-10-10,B2C,Patties,28464.63,15655.55,12809.08
2023-10-10,B2C,Specialty,24494.51,13471.98,11022.53
2023-10-11,B2B,French Fries,197440.59,122413.17,75027.42
2023-10-11,B2C,French Fries,27136.78,14925.23,12211.55
2023-10-11,B2C,Patties,21223.26,11672.79,9550.47
2023-10-11,B2C,Specialty,21235.38,11679.46,9555.92
2023-10-12,B2B,Specialty,130321.19,80799.14,49522.05
2023-10-12,B2C,French Fries,28118.86,15465.37,12653.49
2023-10-12,B2C,Patties,16539.76,9096.87,7442.89
2023-10-12,B2C,Specialty,18427.76,10135.27,8292.49
2023-10-13,B2B,French Fries,787066.98,487981.53,299085.45
2023-10-13,B2B,Patties,280502.75,173911.7,106591.05
2023-10-13,B2B,Specialty,1422783.79,882125.95,540657.84
2023-10-13,B2C,French Fries,19183.68,10551.02,8632.66
2023-10-13,B2C,Patties,15593.01,8576.16,7016.85
2023-10-13,B2C,Specialty,13880.44,7634.24,6246.2
2023-10-14,B2B,French Fries,1052797.11,652734.21,400062.9
2023-10-14,B2B,Specialty,1539671.08,954596.07,585075.01
2023-10-14,B2C,French Fries,30378.38,16708.11,13670.27
2023-10-14,B2C,Patties,22667.19,12466.95,10200.24
2023-10-14,B2C,Specialty,15420.26,8481.14,6939.12
2023-10-15,B2B,Patties,420784.2,260886.2,159898.0
2023-10-15,B2C,French Fries,9244.74,5084.61,4160.13
2023-10-15,B2C,Patties,11503.7,6327.04,5176.66
2023-10-15,B2C,Specialty,7651.32,4208.23,3443.09
2023-10-16,B2B,French Fries,110163.95,68301.65,41862.3
2023-10-16,B2B,Specialty,1759712.34,1091021.65,668690.69
2023-10-16,B2C,French Fries,38651.06,21258.08,17392.98
2023-10-16,B2C,Patties,39639.02,21801.46,17837.56
2023-10-16,B2C,Specialty,24700.6,13585.33,11115.27
2023-10-17,B2B,French Fries,406040.23,251744.94,154295.29
2023-10-17,B2B,Patties,359023.66,222594.67,136428.99
2023-10-17,B2B,Specialty,614908.7,381243.39,233665.31
2023-10-17,B2C,French Fries,28707.02,15788.86,12918.16
2023-10-17,B2C,Patties,16961.39,9328.76,7632.63
2023-10-17,B2C,Specialty,15769.56,8673.26,7096.3
2023-10-18,B2B,Specialty,670732.19,415853.96,254878.23
2023-10-18,B2C,French Fries,41195.67,22657.62,18538.05
2023-10-18,B2C,Patties,41814.96,22998.23,18816.73
2023-10-18,B2C,Specialty,18055.47,9930.51,8124.96
2023-10-19,B2B,French Fries,528044.6,327387.65,200656.95
2023-10-19,B2B,Patties,816115.22,505991.44,310123.78
2023-10-19,B2B,Specialty,123680.83,76682.11,46998.72
2023-10-19,B2C,French Fries,27042.8,14873.54,12169.26
2023-10-19,B2C,Patties,27452.1,15098.66,12353.45
2023-10-19,B2C,Specialty,19345.19,10639.85,8705.34
2023-10-20,B2B,French Fries,506041.34,313745.63,192295.71
2023-10-20,B2B,Patties,981696.69,608651.95,373044.74
2023-10-20,B2B,Specialty,1148841.68,712281.84,436559.84
2023-10-20,B2C,French Fries,12975.15,7136.33,5838.82
2023-10-20,B2C,Patties,27583.78,15171.08,12412.7
2023-10-20,B2C,Specialty,16316.72,8974.2,7342.52
2023-10-21,B2B,French Fries,468404.86,290411.01,177993.85
2023-10-21,B2B,Patties,378954.61,234951.86,144002.75
2023-10-21,B2B,Specialty,711864.68,441356.1,270508.58
2023-10-21,B2C,French Fries,39966.83,21981.76,17985.07
2023-10-21,B2C,Patties,46084.87,25346.68,20738.19
2023-10-21,B2C,Specialty,25737.55,14155.65,11581.9
2023-10-22,B2B,Patties,177620.04,110124.42,67495.62
2023-10-22,B2B,Specialty,841001.46,521420.91,319580.55
2023-10-22,B2C,French Fries,44236.2,24329.91,19906.29
2023-10-22,B2C,Patties,31352.19,17243.7,14108.49
2023-10-22,B2C,Specialty,22262.28,12244.25,10018.03
2023-10-23,B2B,Specialty,118868.62,73698.54,45170.08
2023-10-23,B2C,French Fries,42904.13,23597.27,19306.86
2023-10-23,B2C,Patties,37281.16,20504.64,16776.52
2023-10-23,B2C,Specialty,28017.19,15409.45,12607.74
2023-10-24,B2B,Patties,1135642.9,704098.6,431544.3
2023-10-24,B2B,Specialty,311737.06,193276.98,118460.08
2023-10-24,B2C,French Fries,8857.67,4871.72,3985.95
2023-10-24,B2C,Patties,12696.31,6982.97,5713.34
2023-10-24,B2C,Specialty,10353.14,5694.23,4658.91
2023-10-25,B2B,French Fries,547831.64,339655.62,208176.02
2023-10-25,B2B,Patties,918197.31,569282.33,348914.98
2023-10-25,B2B,Specialty,908769.47,563437.07,345332.4
2023-10-25,B2C,French Fries,25205.96,13863.28,11342.68
2023-10-25,B2C,Patties,32452.55,17848.9,14603.65
2023-10-25,B2C,Specialty,17405.57,9573.06,7832.51
2023-10-26,B2B,French Fries,1014878.78,629224.84,385653.94
2023-10-26,B2B,Specialty,440334.52,273007.4,167327.12
2023-10-26,B2C,French Fries,25963.85,14280.12,11683.73
