batch_id,farmer_id,procurement_date,quantity_mt,variety,quality_grade,price_per_mt,moisture_content,defect_percentage
PB202512107997,F0237,2024-02-11,21.01,FL-1867,Grade C,21142.42,75.0,7.4
PB202512108763,F0237,2022-04-26,9.95,FL-1867,Premium,20848.74,72.8,7.7
PB202512106545,F0238,2022-08-29,9.67,Kufri Chipsona,Grade C,20781.66,70.2,2.1
PB202512107619,F0238,2022-11-01,29.9,FL-1867,Grade A,16260.0,76.0,6.9
PB202512107498,F0238,2022-03-11,5.51,Kufri Chipsona,Premium,19231.42,73.3,7.0
PB202512103826,F0238,2023-09-12,4.27,Kufri Chipsona,Grade B,25494.05,78.1,2.6
PB202512107260,F0239,2024-08-07,2.28,3797,Grade B,23274.0,73.5,6.7
PB202512102966,F0239,2024-06-30,8.4,FL-2027,Grade A,23656.19,77.3,5.2
PB202512109351,F0239,2022-06-19,8.62,FL-1867,Premium,23400.02,73.3,2.9
PB202512108856,F0239,2022-02-17,18.4,3797,Grade A,18144.04,75.3,1.6
PB202512103967,F0239,2022-07-13,7.75,Kufri Chipsona,Grade B,21709.89,72.4,3.9
PB202512103051,F0240,2024-06-07,3.82,FL-2027,Grade A,24670.87,74.5,4.1
PB202512109806,F0240,2023-10-29,18.43,FL-1867,Premium,16424.75,71.9,7.2
PB202512101323,F0240,2024-04-10,5.47,Kufri Chipsona,Grade B,23296.75,70.4,4.5
PB202512109501,F0240,2024-12-21,18.85,FL-2027,Grade A,18911.89,78.5,2.2
PB202512102922,F0240,2023-03-01,11.31,FL-1867,Grade C,20675.11,81.4,2.0
PB202512108327,F0240,2023-01-04,17.44,3797,Premium,16499.23,70.7,3.3
PB202512104378,F0240,2022-09-09,3.15,FL-1867,Premium,25679.46,76.4,2.0
PB202512101573,F0240,2022-06-29,2.07,FL-2027,Grade A,26465.26,72.1,5.2
PB202512106956,F0240,2022-09-13,4.7,FL-1867,Grade A,24683.89,73.8,1.6
PB202512101001,F0240,2024-05-16,3.78,FL-1867,Grade C,21504.47,75.1,5.6
PB202512109510,F0240,2023-09-08,4.11,3797,Premium,20096.56,76.2,5.2
PB202512109035,F0241,2024-06-30,9.7,3797,Premium,24715.77,75.7,5.0
PB202512106769,F0241,2024-12-06,28.2,FL-1867,Grade C,20798.65,73.9,2.7
PB202512101732,F0241,2022-07-22,4.1,FL-1867,Grade B,24035.37,78.9,4.5
PB202512105910,F0241,2022-03-17,6.69,FL-1867,Premium,20065.06,79.7,3.0
PB202512104539,F0241,2022-10-02,21.6,3797,Grade A,17986.14,80.7,6.9
PB202512107914,F0241,2023-07-23,6.2,FL-2027,Premium,25532.04,80.6,4.5
PB202512103675,F0241,2023-06-07,4.51,Kufri Chipsona,Grade A,26029.33,72.6,3.7
PB202512105164,F0241,2024-07-23,8.93,Kufri Chipsona,Premium,25795.38,74.8,2.5
PB202512102156,F0241,2022-10-21,13.9,3797,Grade A,16988.73,72.1,6.2
PB202512109379,F0241,2023-01-30,11.3,FL-1867,Grade B,18179.17,74.6,7.9
PB202512106183,F0241,2024-05-09,5.13,Kufri Chipsona,Grade B,20639.86,71.1,5.1
PB202512105055,F0241,2024-02-16,19.98,FL-2027,Premium,17931.31,75.2,1.4
PB202512109984,F0242,2022-09-13,6.13,Kufri Chipsona,Grade A,24037.92,71.8,1.7
PB202512102457,F0242,2022-05-16,2.99,3797,Grade A,20808.23,77.3,2.4
PB202512103397,F0242,2023-11-15,11.29,FL-1867,Grade B,16215.01,81.5,7.0
PB202512107179,F0242,2023-07-15,3.84,FL-1867,Premium,22620.53,72.5,4.4
PB202512103023,F0242,2024-02-15,5.49,FL-1867,Grade C,19699.58,76.3,7.3
PB202512106022,F0242,2024-12-14,9.11,Kufri Chipsona,Grade B,20628.76,79.5,1.9
PB202512105620,F0242,2022-07-15,5.19,3797,Grade A,21361.22,73.1,2.8
PB202512103797,F0242,2022-07-22,6.45,3797,Grade B,23291.29,81.4,1.9
PB202512109711,F0243,2023-01-06,29.34,Kufri Chipsona,Grade A,16614.47,79.3,3.4
PB202512105244,F0243,2024-09-03,3.14,FL-2027,Grade A,26863.11,73.7,5.6
PB202512103070,F0243,2024-11-17,19.16,FL-1867,Grade B,18302.29,75.9,6.1
PB202512105380,F0243,2024-02-15,7.19,FL-2027,Grade A,19677.26,80.7,1.4
PB202512105081,F0243,2024-01-29,8.52,Kufri Chipsona,Grade B,20016.42,75.2,3.8
PB202512106799,F0243,2024-07-26,3.1,Kufri Chipsona,Premium,24054.16,71.5,4.3
PB202512108008,F0243,2024-10-25,24.09,FL-1867,Grade A,16807.85,75.8,7.9
PB202512102424,F0243,2023-09-18,7.49,3797,Grade A,26730.85,75.0,6.4
PB202512102476,F0243,2024-04-12,2.32,FL-2027,Grade B,20983.29,72.4,3.8
PB202512102534,F0243,2022-06-07,8.77,FL-1867,Grade B,22770.13,77.9,6.0
PB202512109074,F0244,2022-06-23,6.69,FL-2027,Grade B,22857.94,76.9,3.4
PB202512103235,F0244,2024-05-18,2.67,Kufri Chipsona,Grade B,27942.43,71.5,1.5
PB202512109722,F0244,2024-10-16,26.96,FL-2027,Grade A,17112.84,77.8,3.3
PB202512104115,F0244,2024-04-10,5.13,FL-2027,Premium,22096.9,74.1,3.9
PB202512105001,F0245,2024-12-30,23.01,FL-2027,Grade B,18580.75,81.3,1.3
PB202512109577,F0245,2024-07-07,6.02,FL-1867,Grade C,24673.8,81.0,1.3
PB202512103184,F0245,2022-12-25,19.34,3797,Premium,20975.41,72.9,7.1
PB202512107211,F0245,2022-04-15,2.15,FL-1867,Grade A,25859.64,81.2,5.6
PB202512106537,F0245,2024-02-04,15.98,FL-1867,Grade C,15314.17,81.0,4.3
PB202512108915,F0245,2022-08-30,2.23,3797,Grade A,25518.57,75.8,1.9
PB202512107449,F0245,2023-06-27,3.71,FL-1867,Premium,20515.93,76.9,5.4
PB202512109446,F0245,2023-09-17,6.05,FL-2027,Grade C,26536.82,80.3,5.3
PB202512108999,F0245,2024-08-06,2.1,FL-2027,Grade B,25561.84,75.0,5.0
PB202512108542,F0245,2023-12-30,21.23,3797,Premium,17451.66,81.0,1.9
PB202512106729,F0246,2023-12-26,21.79,FL-1867,Premium,15030.52,81.1,1.8
PB202512102660,F0246,2024-04-03,2.76,Kufri Chipsona,Grade A,22664.06,74.5,2.5
PB202512109668,F0246,2024-10-04,19.63,FL-1867,Premium,18100.4,70.4,3.2
PB202512108985,F0246,2024-04-21,8.48,FL-2027,Premium,25517.61,78.7,5.9
PB202512105098,F0246,2022-11-15,12.77,FL-1867,Grade B,15697.65,73.3,6.8
PB202512105903,F0246,2024-08-21,9.84,3797,Grade A,23950.78,70.1,2.0
PB202512109788,F0246,2024-05-27,4.58,3797,Grade B,24628.68,70.9,7.6
PB202512108198,F0246,2022-08-11,4.92,FL-1867,Grade C,27300.67,79.4,6.3
PB202512101095,F0247,2023-12-26,20.17,3797,Grade B,19387.49,77.7,5.4
PB202512105667,F0247,2023-02-11,18.84,FL-2027,Premium,21904.9,78.8,6.4
PB202512106426,F0247,2022-10-01,26.81,FL-2027,Grade A,16509.48,71.0,4.4
PB202512108852,F0247,2022-11-25,17.85,3797,Grade B,20804.27,75.3,5.0
PB202512109119,F0247,2022-09-01,6.22,FL-1867,Grade A,20305.62,77.4,6.8
PB202512107551,F0247,2023-10-28,8.94,Kufri Chipsona,Grade B,19160.32,77.1,2.1
PB202512101346,F0248,2022-08-13,2.99,FL-1867,Grade C,27840.42,74.7,2.6
PB202512101223,F0248,2022-11-15,9.28,FL-1867,Grade A,19673.21,77.3,5.5
PB202512106605,F0248,2022-04-17,2.7,Kufri Chipsona,Grade B,27148.28,74.7,3.2
PB202512105742,F0248,2022-01-17,16.56,3797,Grade A,17730.46,80.4,7.5
PB202512108027,F0248,2024-09-22,4.43,FL-1867,Premium,26911.49,79.4,7.5
PB202512104061,F0248,2022-11-09,11.14,FL-1867,Grade B,19038.71,73.3,6.8
PB202512105052,F0249,2022-08-24,2.04,Kufri Chipsona,Grade B,24518.55,74.1,3.3
PB202512102688,F0249,2023-02-11,21.12,FL-1867,Grade A,20960.39,77.3,7.0
PB202512103436,F0249,2023-01-22,11.61,FL-1867,Grade C,18636.51,75.4,1.1
PB202512101628,F0249,2022-09-04,6.45,3797,Premium,25292.19,77.1,6.2
PB202512107984,F0249,2023-01-29,19.28,FL-2027,Grade C,15467.25,71.4,5.2
PB202512101834,F0249,2023-02-13,11.87,Kufri Chipsona,Premium,15557.52,75.2,4.9
PB202512104791,F0249,2024-04-14,4.63,FL-1867,Grade A,25763.47,77.7,3.3
PB202512102005,F0249,2023-11-20,23.87,Kufri Chipsona,Grade A,19540.87,77.6,4.9
PB202512106956,F0250,2023-09-16,2.09,3797,Premium,25572.06,74.5,7.6
PB202512105046,F0250,2023-12-20,25.45,3797,Grade B,19113.86,73.0,2.4
PB202512101008,F0250,2022-04-08,4.72,FL-2027,Premium,23812.54,73.6,4.6
PB202512108734,F0250,2023-10-21,9.13,3797,Premium,21843.99,71.3,7.5
PB202512109049,F0251,2024-06-01,9.31,3797,Premium,24202.88,78.7,4.1
PB202512102587,F0251,2023-11-16,20.75,FL-2027,Grade A,17384.03,73.6,5.0
PB202512106920,F0251,2022-09-24,5.99,3797,Grade A,24636.29,73.4,3.6
PB202512104441,F0251,2023-05-03,2.67,Kufri Chipsona,Grade B,20418.21,73.0,1.5
PB202512103137,F0251,2022-06-28,2.83,FL-2027,Grade B,26503.43,70.5,5.6
PB202512108303,F0252,2023-01-26,11.81,FL-2027,Premium,21100.82,75.8,3.1
PB202512106618,F0252,2022-06-03,6.14,3797,Grade C,23055.66,76.8,1.8
PB202512104309,F0252,2024-08-29,9.98,FL-1867,Grade C,23404.45,74.2,6.0
PB202512107851,F0252,2022-03-31,14.1,3797,Premium,20832.92,75.5,6.0
PB202512108347,F0253,2023-12-13,7.69,FL-2027,Grade B,20922.83,78.8,2.5
PB202512107864,F0253,2024-06-12,3.16,FL-2027,Premium,22530.34,81.7,2.8
PB202512103112,F0253,2022-12-08,16.4,3797,Grade A,15210.14,74.8,5.0
PB202512101996,F0253,2022-04-04,9.62,FL-1867,Grade C,24133.89,79.8,4.8
PB202512109723,F0253,2024-03-25,6.02,FL-2027,Grade A,17205.06,76.9,7.7
PB202512109344,F0253,2022-12-05,26.48,Kufri Chipsona,Grade A,16598.49,72.6,2.4
PB202512105448,F0253,2024-03-10,28.06,FL-1867,Grade A,20968.66,79.3,3.7
PB202512104568,F0253,2023-01-12,17.61,FL-2027,Premium,18250.32,73.0,4.5
PB202512109602,F0253,2024-11-16,5.76,3797,Grade A,15922.67,80.6,6.3
PB202512105855,F0253,2023-09-14,5.38,3797,Grade B,24137.2,74.4,6.2
PB202512101747,F0253,2022-09-01,8.27,FL-1867,Premium,26106.28,78.7,2.4
PB202512103427,F0253,2023-08-21,4.7,3797,Premium,23758.76,74.0,6.3
PB202512101844,F0254,2023-07-08,4.63,FL-1867,Grade B,21105.86,74.8,7.9
PB202512101022,F0254,2023-03-07,10.65,3797,Grade A,19285.11,75.2,1.5
PB202512109999,F0254,2024-01-26,17.2,3797,Grade A,19915.15,76.2,7.1
PB202512105831,F0254,2022-10-01,12.22,3797,Grade A,15603.74,81.2,3.6
PB202512101170,F0254,2022-04-28,6.61,3797,Grade A,26336.03,73.9,6.0
PB202512105582,F0254,2023-03-26,8.39,FL-1867,Grade B,17039.06,71.7,6.7
PB202512102743,F0255,2022-02-02,10.57,Kufri Chipsona,Grade A,20021.82,81.3,4.7
PB202512104377,F0255,2023-06-12,6.32,Kufri Chipsona,Grade B,23688.27,73.9,4.3
PB202512104341,F0255,2023-03-28,20.07,Kufri Chipsona,Grade A,21901.94,81.3,7.0
PB202512108109,F0255,2022-11-15,27.23,3797,Grade A,18274.94,77.9,7.3
PB202512102535,F0255,2022-10-31,14.82,Kufri Chipsona,Grade C,21732.34,75.0,5.2
PB202512103885,F0255,2023-01-07,22.75,FL-1867,Grade A,21654.14,72.9,6.2
PB202512103955,F0255,2024-10-01,18.02,3797,Grade C,16879.9,79.3,4.9
PB202512103911,F0255,2022-02-13,21.52,Kufri Chipsona,Grade A,17260.31,75.8,5.3
PB202512107986,F0256,2022-05-23,5.24,FL-1867,Premium,21586.98,81.5,4.6
PB202512107594,F0256,2024-07-20,7.87,FL-2027,Grade C,23288.38,74.3,3.9
PB202512101193,F0256,2024-12-14,15.23,FL-2027,Premium,18809.26,76.5,4.5
PB202512102802,F0256,2024-02-13,8.37,FL-2027,Grade A,18472.53,72.0,1.9
PB202512102369,F0256,2022-03-31,28.32,3797,Premium,19234.65,77.9,3.8
PB202512101221,F0256,2022-10-20,27.72,FL-2027,Grade C,19465.51,79.2,3.6
PB202512106544,F0256,2022-08-06,9.68,FL-2027,Grade A,26563.69,80.2,2.2
PB202512108279,F0257,2022-10-13,11.77,FL-1867,Grade A,16999.39,73.3,7.0
PB202512103531,F0257,2023-09-22,2.26,FL-1867,Grade A,20608.8,73.3,2.4
PB202512105382,F0257,2022-04-25,3.85,FL-2027,Grade A,26383.55,76.8,1.0
PB202512102684,F0257,2022-02-13,15.73,3797,Grade B,17855.19,71.4,5.7
PB202512107804,F0257,2022-07-30,7.62,FL-1867,Grade A,25767.15,78.7,1.0
PB202512101393,F0257,2022-01-03,28.85,FL-1867,Grade C,20699.46,80.8,1.1
PB202512106788,F0257,2024-05-24,9.47,3797,Grade A,26478.31,80.0,1.7
PB202512102841,F0258,2024-02-27,23.47,Kufri Chipsona,Grade B,21719.42,78.1,5.0
PB202512104678,F0258,2022-12-14,28.64,FL-2027,Grade C,18100.56,77.2,4.3
PB202512106467,F0258,2023-08-01,9.46,FL-2027,Grade A,20608.68,76.0,5.8
PB202512102389,F0258,2024-01-09,24.8,FL-2027,Grade C,19081.13,80.9,7.6
PB202512109691,F0258,2022-11-06,6.61,3797,Premium,17816.59,70.3,3.3
PB202512103461,F0258,2023-01-07,18.42,3797,Grade B,21375.56,80.2,1.9
PB202512102702,F0258,2023-08-11,2.74,3797,Grade A,24714.14,76.4,2.9
PB202512102251,F0259,2024-01-26,27.49,FL-2027,Grade C,21491.56,74.8,7.2
PB202512103401,F0259,2022-11-01,14.6,3797,Grade B,20157.72,75.7,1.9
PB202512108838,F0259,2022-10-30,28.2,FL-2027,Grade A,18178.68,78.8,3.6
PB202512105562,F0259,2022-08-20,2.15,FL-1867,Grade A,20804.24,76.0,5.8
PB202512103089,F0259,2022-07-05,4.68,FL-1867,Grade A,25563.91,78.4,5.9
PB202512109097,F0259,2024-02-28,17.31,Kufri Chipsona,Grade A,21404.2,75.9,4.2
PB202512107782,F0259,2024-09-12,3.6,3797,Grade B,22461.24,70.5,5.4
PB202512105028,F0259,2022-10-11,11.21,Kufri Chipsona,Grade B,17129.09,79.2,3.3
PB202512109826,F0259,2024-05-07,3.94,Kufri Chipsona,Grade A,21352.46,79.3,1.9
PB202512104770,F0259,2024-12-26,16.34,Kufri Chipsona,Grade A,18548.51,78.2,5.4
PB202512107911,F0259,2022-06-21,8.49,FL-1867,Grade A,20358.01,73.6,3.0
PB202512104330,F0260,2023-04-27,3.17,FL-2027,Grade A,22313.43,73.7,4.7
PB202512103188,F0260,2024-01-13,21.59,FL-2027,Grade A,17667.7,78.6,3.4
PB202512106912,F0260,2022-05-03,4.32,FL-1867,Grade C,24329.5,70.3,1.6
PB202512107898,F0260,2023-08-27,5.34,FL-1867,Grade A,27543.3,78.7,1.6
PB202512101915,F0260,2023-03-08,26.16,FL-1867,Grade B,20126.11,77.3,6.7
PB202512101431,F0261,2022-10-21,15.1,Kufri Chipsona,Grade A,16550.51,76.1,4.8
PB202512102736,F0261,2024-02-01,18.46,FL-2027,Premium,18955.52,81.4,7.3
PB202512103591,F0261,2024-09-03,9.01,FL-2027,Grade B,26411.33,81.3,1.7
PB202512102294,F0261,2022-10-28,11.63,FL-1867,Grade A,18465.39,80.2,4.5
PB202512107823,F0261,2022-06-07,7.98,FL-1867,Premium,21111.68,73.0,6.1
PB202512109641,F0262,2024-08-20,3.32,3797,Grade B,22810.85,73.2,3.4
PB202512106526,F0262,2024-08-20,7.67,Kufri Chipsona,Grade A,22942.78,76.7,1.7
PB202512103554,F0262,2022-01-28,25.13,FL-2027,Grade A,17589.22,77.8,6.1
PB202512103843,F0262,2022-03-07,10.24,FL-1867,Grade A,21192.72,77.4,4.0
PB202512107940,F0262,2022-01-23,9.56,Kufri Chipsona,Grade A,21596.11,79.1,2.5
PB202512109222,F0262,2023-06-13,4.7,3797,Grade C,26477.39,78.3,6.4
PB202512105453,F0263,2024-05-17,5.53,FL-2027,Grade C,25731.81,74.6,2.5
PB202512103050,F0263,2024-12-04,20.82,FL-1867,Grade A,21832.1,73.7,4.2
PB202512104586,F0263,2024-03-31,21.85,Kufri Chipsona,Grade A,18790.54,80.1,6.3
PB202512102264,F0263,2023-01-12,6.46,Kufri Chipsona,Grade B,21988.95,79.0,7.0
PB202512107637,F0263,2024-09-04,7.21,Kufri Chipsona,Grade A,26850.28,71.3,3.4
PB202512107086,F0263,2022-12-04,26.91,Kufri Chipsona,Premium,16411.59,70.9,6.5
PB202512102710,F0263,2023-02-03,25.89,FL-2027,Grade A,16138.57,80.3,5.8
PB202512105623,F0264,2023-11-19,18.0,FL-1867,Premium,20811.75,75.0,2.4
PB202512101179,F0264,2022-08-07,4.28,3797,Premium,24041.31,76.4,6.6
PB202512101530,F0264,2023-01-20,24.78,FL-1867,Grade A,19069.57,79.4,2.3
PB202512101735,F0264,2023-07-06,2.4,Kufri Chipsona,Premium,26989.07,70.9,2.7
PB202512102527,F0264,2022-04-04,7.56,3797,Premium,23275.58,80.5,3.1
PB202512105626,F0264,2022-01-18,5.3,Kufri Chipsona,Grade C,17104.59,76.9,3.6
PB202512107400,F0264,2024-10-21,18.37,3797,Premium,21136.19,80.9,2.9
PB202512102595,F0264,2022-09-23,5.7,3797,Grade B,24393.15,81.4,8.0
PB202512109250,F0264,2024-04-14,3.88,FL-2027,Grade B,25815.84,74.5,1.1
PB202512107260,F0265,2022-11-04,5.23,Kufri Chipsona,Premium,18223.96,75.9,1.2
PB202512103482,F0265,2022-03-18,22.17,Kufri Chipsona,Grade A,17058.02,76.7,3.1
PB202512102528,F0265,2022-06-11,3.34,FL-1867,Grade B,23257.39,72.8,4.7
PB202512103307,F0265,2023-03-18,9.97,FL-1867,Grade B,18558.84,71.9,5.7
PB202512109573,F0265,2024-10-24,23.85,3797,Grade A,15772.76,75.6,1.5
PB202512106554,F0265,2024-07-05,6.79,3797,Grade B,22115.23,76.3,4.6
PB202512108059,F0265,2024-01-08,28.11,FL-2027,Grade A,18843.58,77.0,3.8
PB202512102228,F0265,2024-03-04,28.73,FL-1867,Premium,20440.3,73.4,6.9
PB202512101244,F0265,2024-10-15,15.81,FL-1867,Premium,20800.67,79.9,2.3
PB202512102428,F0265,2023-09-26,7.61,Kufri Chipsona,Grade A,22325.14,73.6,3.1
PB202512103780,F0265,2022-07-12,7.8,3797,Grade A,21838.61,70.0,6.0
PB202512106952,F0265,2022-11-27,9.28,3797,Premium,15731.38,72.9,3.7
PB202512108548,F0266,2022-05-26,5.81,3797,Premium,20356.56,81.6,6.0
PB202512108242,F0266,2024-08-27,4.59,FL-1867,Grade C,22549.58,75.4,5.4
PB202512108999,F0266,2022-09-11,3.17,FL-2027,Grade C,21511.44,80.3,2.8
PB202512107568,F0266,2024-01-15,14.5,Kufri Chipsona,Grade B,21098.9,78.0,3.4
PB202512109396,F0266,2022-09-22,7.47,3797,Grade A,20157.47,78.8,4.4
PB202512109289,F0267,2022-06-20,8.51,Kufri Chipsona,Grade B,27637.1,81.1,7.4
PB202512101699,F0267,2023-06-23,6.1,FL-2027,Grade B,22881.14,75.6,5.8
PB202512101130,F0267,2023-05-17,9.07,FL-1867,Grade B,21655.89,81.0,6.7
PB202512103592,F0267,2022-08-04,9.83,Kufri Chipsona,Grade A,27042.01,73.4,1.7
PB202512108573,F0267,2022-05-30,2.9,FL-2027,Premium,22329.79,77.4,6.6
PB202512109767,F0267,2023-12-16,27.48,Kufri Chipsona,Grade A,19366.27,70.1,2.3
PB202512102775,F0267,2022-08-12,2.8,Kufri Chipsona,Premium,22906.6,76.0,1.3
PB202512106385,F0267,2024-06-06,4.79,FL-2027,Premium,21433.44,77.8,4.2
PB202512108967,F0267,2023-10-12,17.38,FL-1867,Grade A,17993.84,81.5,2.5
PB202512101627,F0268,2022-08-23,6.13,FL-1867,Grade A,25888.14,76.7,7.5
PB202512104497,F0268,2024-08-20,5.02,3797,Premium,23709.41,71.1,5.3
PB202512107230,F0268,2022-03-06,12.21,FL-2027,Grade C,16122.16,76.5,4.7
PB202512108756,F0268,2024-01-11,6.9,FL-1867,Grade B,19887.51,77.5,2.3
PB202512101375,F0268,2022-04-21,5.76,Kufri Chipsona,Premium,25762.58,76.4,3.8
PB202512103885,F0268,2023-07-07,4.58,FL-2027,Grade A,24883.15,81.3,5.7
PB202512107636,F0268,2022-10-18,6.87,FL-2027,Premium,18224.79,80.7,1.7
PB202512108396,F0268,2023-09-03,9.91,Kufri Chipsona,Grade B,27592.56,70.9,7.5
PB202512105250,F0268,2024-12-10,14.08,FL-1867,Premium,20912.96,75.0,4.1
PB202512108021,F0268,2022-04-21,7.07,3797,Premium,26195.82,70.4,5.2
PB202512106722,F0268,2023-09-01,3.49,Kufri Chipsona,Premium,22767.6,74.2,4.3
PB202512103632,F0269,2024-08-31,4.67,Kufri Chipsona,Grade A,20858.89,71.7,1.2
PB202512107375,F0269,2023-12-28,16.76,FL-2027,Grade C,21681.13,71.4,7.6
PB202512103369,F0269,2023-02-11,23.33,3797,Premium,19462.49,77.7,6.8
PB202512108514,F0269,2023-10-11,7.67,FL-1867,Premium,18533.28,78.4,5.1
PB202512102861,F0269,2024-10-19,25.82,Kufri Chipsona,Grade B,15505.9,78.3,4.7
PB202512101060,F0269,2023-06-23,5.03,Kufri Chipsona,Grade A,22722.2,77.4,7.2
PB202512102596,F0269,2022-09-15,5.97,FL-2027,Grade A,26597.79,74.8,1.7
PB202512104074,F0269,2023-03-24,6.54,Kufri Chipsona,Grade B,15359.34,74.6,3.4
PB202512104541,F0269,2022-12-07,22.95,3797,Grade A,20199.75,70.6,2.5
PB202512101235,F0269,2023-03-06,11.86,3797,Grade C,18833.28,71.7,1.9
PB202512106029,F0269,2024-01-16,28.59,FL-2027,Premium,20629.42,72.2,3.8
PB202512106762,F0270,2024-07-22,4.84,3797,Grade A,26328.03,76.1,1.9
PB202512106502,F0270,2024-05-22,7.91,FL-2027,Grade A,23175.1,73.2,3.6
PB202512107113,F0270,2022-12-27,17.44,FL-1867,Grade A,17401.81,72.9,3.8
PB202512107251,F0270,2022-11-30,5.48,3797,Grade A,20407.48,72.1,1.3
PB202512102625,F0270,2024-06-14,7.23,FL-2027,Grade A,26191.49,79.8,4.5
PB202512101269,F0270,2022-08-01,3.64,Kufri Chipsona,Premium,25897.82,78.4,2.7
PB202512109924,F0270,2022-08-01,9.23,FL-2027,Grade A,20834.97,81.8,7.0
PB202512101534,F0270,2024-06-28,7.5,3797,Grade A,27510.0,78.7,2.3
PB202512108448,F0270,2024-05-11,5.54,Kufri Chipsona,Premium,20572.02,74.7,6.2
PB202512108693,F0270,2022-08-23,5.09,FL-2027,Premium,22642.35,77.1,7.1
PB202512108601,F0270,2023-12-20,6.19,Kufri Chipsona,Grade C,17698.29,71.9,5.9
PB202512104668,F0271,2022-01-16,7.64,3797,Grade C,19653.65,73.4,2.4
PB202512105333,F0271,2023-07-03,9.49,3797,Grade B,20148.2,75.3,1.2
PB202512101068,F0271,2024-04-29,5.87,Kufri Chipsona,Grade B,24008.38,73.9,1.9
PB202512103512,F0271,2022-03-08,14.41,3797,Premium,19705.84,79.4,4.7
PB202512106201,F0271,2024-11-28,19.75,3797,Grade B,16404.31,73.4,2.1
PB202512108045,F0271,2022-12-16,11.23,FL-1867,Grade C,16574.21,76.2,4.9
PB202512107444,F0271,2024-03-12,28.62,FL-2027,Premium,16368.99,77.7,6.7
PB202512107396,F0271,2024-05-28,6.48,FL-1867,Premium,22040.03,73.2,1.3
PB202512109475,F0271,2024-04-05,4.44,FL-1867,Grade C,25956.83,70.6,2.5
PB202512103069,F0271,2024-06-14,7.65,FL-2027,Premium,26261.21,75.5,5.9
PB202512103605,F0272,2023-06-17,5.1,3797,Grade B,21279.31,74.8,5.1
PB202512101420,F0272,2023-02-22,28.7,Kufri Chipsona,Premium,15481.26,76.1,3.3
PB202512103507,F0272,2022-01-24,17.71,FL-2027,Grade A,15167.83,73.8,6.7
PB202512101414,F0272,2022-06-11,6.43,FL-1867,Grade A,23604.66,73.4,3.1
PB202512106867,F0272,2024-07-18,5.06,FL-1867,Grade A,26684.57,81.6,4.1
PB202512104633,F0272,2023-05-06,5.15,3797,Grade B,26772.41,75.1,4.9
PB202512105018,F0272,2023-02-01,10.77,Kufri Chipsona,Grade A,20204.52,76.4,6.7
PB202512105505,F0272,2023-06-18,8.25,FL-2027,Grade B,21720.04,78.6,6.6
PB202512102694,F0272,2022-10-22,13.65,FL-2027,Grade A,16208.26,70.0,4.2
PB202512103010,F0272,2024-07-29,4.82,FL-2027,Grade C,24439.28,72.3,7.0
PB202512103959,F0273,2023-08-02,4.06,FL-2027,Grade A,21811.44,75.8,4.5
PB202512106921,F0273,2022-06-08,3.72,FL-1867,Grade A,22174.89,72.0,6.0
PB202512101359,F0273,2024-03-11,24.25,Kufri Chipsona,Premium,18236.3,78.6,6.2
PB202512102250,F0273,2022-05-31,3.11,FL-1867,Grade A,27729.42,79.9,2.4
PB202512106137,F0273,2024-05-09,3.49,Kufri Chipsona,Grade A,21005.29,71.7,6.2
PB202512101166,F0273,2022-11-26,16.74,FL-1867,Premium,20480.54,79.0,5.2
PB202512106681,F0274,2022-08-29,7.49,Kufri Chipsona,Grade C,20146.85,73.7,5.5
PB202512105169,F0274,2022-01-11,5.23,FL-2027,Premium,15230.84,80.2,5.8
PB202512109781,F0274,2023-01-30,11.63,FL-2027,Grade A,19815.74,79.5,3.1
PB202512103496,F0274,2024-11-26,5.9,FL-1867,Grade A,21529.45,74.1,1.7
PB202512101483,F0275,2022-08-24,5.93,3797,Grade B,26147.74,72.7,2.9
PB202512103073,F0275,2022-10-11,11.07,3797,Premium,21941.71,72.4,5.0
PB202512102506,F0275,2023-07-15,9.4,3797,Grade A,21175.17,81.7,7.6
PB202512109123,F0275,2023-08-26,9.08,Kufri Chipsona,Grade A,21716.45,77.6,6.3
PB202512104163,F0275,2024-11-15,29.65,3797,Grade C,16262.97,79.2,3.4
PB202512105605,F0275,2022-12-21,9.39,Kufri Chipsona,Premium,17949.64,79.5,4.3
PB202512106105,F0275,2022-07-30,6.3,FL-1867,Grade A,27961.28,74.8,5.3
PB202512108992,F0275,2023-02-26,14.13,Kufri Chipsona,Grade C,17749.5,78.3,7.6
PB202512105451,F0275,2024-07-02,6.34,3797,Grade A,26147.2,71.1,2.5
PB202512106782,F0276,2024-02-24,17.55,3797,Grade A,15140.08,73.0,4.6
PB202512101553,F0276,2022-05-12,2.12,3797,Grade A,22116.37,76.2,5.0
PB202512109691,F0276,2024-04-19,9.41,3797,Grade A,25162.76,75.0,7.5
PB202512103947,F0276,2024-03-26,24.62,3797,Premium,16400.06,71.6,5.7
PB202512106861,F0276,2024-05-29,6.48,FL-1867,Grade B,26317.39,78.9,5.4
PB202512107094,F0277,2023-03-17,29.66,FL-1867,Grade B,18735.13,71.4,6.8
PB202512106219,F0277,2023-10-06,11.3,FL-2027,Premium,20441.12,81.5,5.9
PB202512106268,F0277,2023-11-05,19.9,FL-1867,Premium,18222.7,74.4,3.5
PB202512104476,F0277,2022-05-16,7.09,FL-1867,Grade A,26010.18,78.1,2.4
