order_id,customer_id,order_date,product_sku,quantity_kg,unit_price_inr,total_value_inr,delivery_date,payment_status,invoice_number,payment_terms
ORD00001480,C00086,2024-03-15,HF-POTATO-SMILES-500G,3799.4,175.41,666452.75,2024-03-22,Paid,INV160689,Net 45
ORD00001481,C00086,2024-02-29,HF-FF-WEDGES-2.5KG,3307.65,134.23,443985.86,2024-03-04,Paid,INV399430,Net 45
ORD00001482,C00086,2022-06-09,HF-POTATO-CHEESE-BALLS-500G,1128.11,120.03,135407.04,2022-06-19,Paid,INV152848,Net 45
ORD00001483,C00086,2023-08-15,HF-ALOO-TIKKI-1KG,1290.33,136.15,175678.43,2023-08-21,Paid,INV725967,Net 45
ORD00001484,C00086,2022-05-31,HF-FF-WEDGES-2.5KG,1714.01,160.02,274275.88,2022-06-07,Delayed,INV227446,Net 45
ORD00001485,C00086,2024-05-23,HF-PATTY-ALOO-1KG,1176.08,146.13,171860.57,2024-06-02,Paid,INV422227,Net 45
ORD00001486,C00086,2023-08-28,HF-POTATO-CHEESE-BALLS-500G,522.09,135.67,70831.95,2023-09-02,Pending,INV109443,Net 45
ORD00001487,C00086,2023-10-24,HF-HASH-BROWN-1KG,684.75,162.57,111319.81,2023-11-05,Paid,INV543495,Net 45
ORD00001488,C00086,2022-02-25,HF-PATTY-BURGER-1KG,2094.38,148.81,311664.69,2022-03-08,Paid,INV169044,Net 45
ORD00001489,C00086,2022-12-04,HF-PATTY-BURGER-1KG,3926.54,171.78,674501.04,2022-12-15,Paid,INV515697,Net 45
ORD00001490,C00086,2022-06-27,HF-HASH-BROWN-1KG,2825.03,158.99,449151.52,2022-06-30,Paid,INV243182,Net 45
ORD00001491,C00087,2022-09-18,HF-HASH-BROWN-1KG,3811.92,137.12,522690.47,2022-09-21,Paid,INV491697,Net 60
ORD00001492,C00087,2022-08-11,HF-PATTY-BURGER-1KG,3682.68,159.22,586356.31,2022-08-16,Paid,INV400232,Net 60
ORD00001493,C00087,2024-06-20,HF-POTATO-SMILES-500G,2493.79,140.45,350252.81,2024-06-26,Pending,INV800838,Net 60
ORD00001494,C00087,2023-12-27,HF-POTATO-CHEESE-BALLS-500G,4881.47,179.18,874661.79,2024-01-09,Delayed,INV609382,Net 60
ORD00001495,C00087,2023-02-03,HF-PATTY-ALOO-1KG,3627.98,143.05,518982.54,2023-02-07,Paid,INV992705,Net 60
ORD00001496,C00087,2024-04-30,HF-FF-SHOESTRING-2.5KG,3881.91,160.75,624017.03,2024-05-13,Pending,INV285366,Net 60
ORD00001497,C00087,2022-07-12,HF-FF-CRINKLE-2.5KG,2952.44,127.91,377646.6,2022-07-27,Pending,INV132285,Net 60
ORD00001498,C00087,2022-05-25,HF-FF-SHOESTRING-2.5KG,4759.71,133.97,637658.35,2022-05-30,Paid,INV422208,Net 60
ORD00001499,C00087,2022-07-08,HF-POTATO-SMILES-500G,2269.66,140.54,318978.02,2022-07-17,Paid,INV501761,Net 60
ORD00001500,C00087,2023-02-10,HF-POTATO-CHEESE-BALLS-500G,1191.9,121.47,144780.09,2023-02-24,Paid,INV166316,Net 60
ORD00001501,C00087,2024-11-15,HF-FF-SHOESTRING-2.5KG,4684.11,164.37,769927.16,2024-11-20,Paid,INV529261,Net 60
ORD00001502,C00087,2023-05-06,HF-ALOO-TIKKI-1KG,593.21,161.27,95666.98,2023-05-21,Paid,INV545681,Net 60
ORD00001503,C00087,2024-07-04,HF-FF-SHOESTRING-2.5KG,1083.67,163.44,177115.02,2024-07-16,Paid,INV910085,Net 60
ORD00001504,C00087,2023-03-27,HF-HASH-BROWN-1KG,2773.31,178.67,495507.3,2023-04-04,Paid,INV830997,Net 60
ORD00001505,C00087,2024-09-14,HF-FF-SHOESTRING-2.5KG,2445.6,164.94,403377.26,2024-09-26,Paid,INV718869,Net 60
ORD00001506,C00087,2024-03-04,HF-POTATO-SMILES-500G,685.9,176.13,120807.57,2024-03-15,Pending,INV889062,Net 60
ORD00001507,C00087,2024-10-17,HF-FF-CRINKLE-2.5KG,3031.07,138.85,420864.07,2024-10-20,Paid,INV702742,Net 60
ORD00001508,C00088,2023-02-02,HF-PATTY-BURGER-1KG,1071.02,158.45,169703.12,2023-02-06,Partial,INV558448,Net 60
ORD00001509,C00088,2022-11-16,HF-POTATO-SMILES-500G,3858.32,125.12,482753.0,2022-11-19,Paid,INV396035,Net 60
ORD00001510,C00088,2023-10-22,HF-PATTY-ALOO-1KG,1240.97,143.13,177620.04,2023-10-31,Pending,INV650466,Net 60
ORD00001511,C00088,2024-12-04,HF-ALOO-TIKKI-1KG,4332.91,178.98,775504.23,2024-12-10,Partial,INV389720,Net 60
ORD00001512,C00088,2024-02-25,HF-PATTY-CUTLET-1KG,3852.62,120.33,463585.76,2024-03-02,Partial,INV842569,Net 60
ORD00001513,C00088,2023-08-25,HF-POTATO-SMILES-500G,4565.56,121.59,555126.44,2023-09-08,Paid,INV124744,Net 60
ORD00001514,C00088,2023-03-30,HF-ALOO-TIKKI-1KG,4537.07,144.62,656151.06,2023-04-05,Paid,INV179385,Net 60
ORD00001515,C00088,2022-01-05,HF-PATTY-BURGER-1KG,3838.14,125.22,480611.89,2022-01-08,Paid,INV547649,Net 60
ORD00001516,C00088,2024-04-01,HF-PATTY-CUTLET-1KG,1242.17,147.05,182661.1,2024-04-09,Paid,INV113772,Net 60
ORD00001517,C00088,2024-05-29,HF-FF-SHOESTRING-2.5KG,673.28,143.39,96541.62,2024-06-08,Paid,INV854390,Net 60
ORD00001518,C00088,2024-05-04,HF-HASH-BROWN-1KG,3883.85,159.28,618619.63,2024-05-16,Paid,INV882992,Net 60
ORD00001519,C00088,2023-07-04,HF-PATTY-CUTLET-1KG,2083.0,120.53,251063.99,2023-07-15,Paid,INV471007,Net 60
ORD00001520,C00088,2024-05-23,HF-PATTY-ALOO-1KG,1713.55,166.57,285426.02,2024-06-02,Paid,INV169570,Net 60
ORD00001521,C00088,2022-08-09,HF-POTATO-SMILES-500G,2032.38,142.65,289919.01,2022-08-21,Paid,INV755737,Net 60
ORD00001522,C00088,2023-08-21,HF-PATTY-CUTLET-1KG,833.89,156.1,130170.23,2023-09-04,Paid,INV944164,Net 60
ORD00001523,C00088,2024-08-28,HF-HASH-BROWN-1KG,3298.55,145.85,481093.52,2024-09-10,Paid,INV808101,Net 60
ORD00001524,C00088,2024-01-24,HF-ALOO-TIKKI-1KG,3922.57,172.61,677074.81,2024-01-29,Paid,INV194119,Net 60
ORD00001525,C00088,2023-04-21,HF-FF-WEDGES-2.5KG,3877.42,152.66,591926.94,2023-04-30,Paid,INV265712,Net 60
ORD00001526,C00088,2022-01-14,HF-FF-WEDGES-2.5KG,4710.61,142.93,673287.49,2022-01-24,Paid,INV721582,Net 60
ORD00001527,C00088,2024-01-17,HF-PATTY-BURGER-1KG,3446.26,154.51,532481.63,2024-01-27,Paid,INV452279,Net 60
ORD00001528,C00088,2022-01-29,HF-PATTY-BURGER-1KG,4287.06,149.98,642973.26,2022-02-03,Paid,INV103407,Net 60
ORD00001529,C00088,2022-12-20,HF-PATTY-ALOO-1KG,2990.69,147.23,440319.29,2022-12-26,Paid,INV348780,Net 60
ORD00001530,C00088,2024-03-02,HF-POTATO-CHEESE-BALLS-500G,1132.33,173.19,196108.23,2024-03-17,Pending,INV245051,Net 60
ORD00001531,C00088,2024-12-06,HF-PATTY-CUTLET-1KG,4378.21,162.15,709926.75,2024-12-19,Paid,INV382876,Net 60
ORD00001532,C00088,2022-09-17,HF-PATTY-BURGER-1KG,2065.06,141.31,291813.63,2022-09-24,Paid,INV220497,Net 60
ORD00001533,C00089,2024-08-08,HF-PATTY-BURGER-1KG,662.0,93.11,61638.82,2024-08-21,Paid,INV513313,Net 30
ORD00001534,C00089,2022-07-18,HF-ALOO-TIKKI-1KG,2812.09,91.99,258684.16,2022-08-01,Paid,INV955905,Net 30
ORD00001535,C00089,2022-05-27,HF-HASH-BROWN-1KG,946.49,100.05,94696.32,2022-06-02,Paid,INV183724,Net 30
ORD00001536,C00089,2022-05-05,HF-HASH-BROWN-1KG,2181.61,109.57,239039.01,2022-05-11,Paid,INV102073,Net 30
ORD00001537,C00089,2022-03-27,HF-FF-CRINKLE-2.5KG,1960.35,127.63,250199.47,2022-04-02,Pending,INV369449,Net 30
ORD00001538,C00089,2024-11-24,HF-PATTY-BURGER-1KG,4779.03,92.24,440817.73,2024-12-08,Paid,INV432271,Net 30
ORD00001539,C00089,2023-10-01,HF-FF-CRINKLE-2.5KG,4934.37,96.92,478239.14,2023-10-12,Paid,INV831718,Net 30
ORD00001540,C00089,2023-09-14,HF-POTATO-SMILES-500G,1991.19,123.48,245872.14,2023-09-29,Pending,INV464793,Net 30
ORD00001541,C00089,2022-08-08,HF-HASH-BROWN-1KG,3594.73,92.33,331901.42,2022-08-18,Partial,INV742799,Net 30
ORD00001542,C00089,2023-06-27,HF-PATTY-CUTLET-1KG,3985.71,116.53,464454.79,2023-07-08,Paid,INV672644,Net 30
ORD00001543,C00090,2022-03-09,HF-PATTY-CUTLET-1KG,4777.23,174.6,834104.36,2022-03-19,Paid,INV725157,Net 45
ORD00001544,C00090,2022-10-19,HF-FF-SHOESTRING-2.5KG,4888.52,147.29,720030.11,2022-10-29,Paid,INV672415,Net 45
ORD00001545,C00090,2023-07-03,HF-ALOO-TIKKI-1KG,3679.28,177.71,653844.85,2023-07-10,Paid,INV698991,Net 45
ORD00001546,C00090,2024-08-23,HF-FF-SHOESTRING-2.5KG,509.54,167.34,85266.42,2024-09-01,Paid,INV453045,Net 45
ORD00001547,C00090,2022-04-19,HF-FF-WEDGES-2.5KG,742.8,179.93,133652.0,2022-05-01,Partial,INV507967,Net 45
ORD00001548,C00090,2023-04-21,HF-HASH-BROWN-1KG,562.47,153.28,86215.4,2023-05-05,Paid,INV813433,Net 45
ORD00001549,C00090,2023-03-12,HF-PATTY-ALOO-1KG,2844.13,138.28,393286.3,2023-03-26,Paid,INV630161,Net 45
ORD00001550,C00090,2024-10-24,HF-PATTY-ALOO-1KG,3795.56,135.42,513994.74,2024-11-07,Pending,INV332821,Net 45
ORD00001551,C00090,2024-01-23,HF-PATTY-CUTLET-1KG,1808.53,130.82,236591.89,2024-01-30,Paid,INV471425,Net 45
ORD00001552,C00090,2024-03-12,HF-PATTY-BURGER-1KG,3713.3,130.2,483471.66,2024-03-20,Paid,INV908214,Net 45
ORD00001553,C00090,2024-07-20,HF-POTATO-CHEESE-BALLS-500G,4539.53,137.27,623141.28,2024-08-03,Paid,INV974657,Net 45
ORD00001554,C00090,2024-11-15,HF-PATTY-ALOO-1KG,2833.8,148.5,420819.3,2024-11-22,Paid,INV736900,Net 45
ORD00001555,C00090,2024-08-26,HF-POTATO-CHEESE-BALLS-500G,3660.59,134.04,490665.48,2024-09-01,Delayed,INV811428,Net 45
ORD00001556,C00090,2024-04-20,HF-POTATO-SMILES-500G,4273.88,164.27,702070.27,2024-05-01,Paid,INV664809,Net 45
ORD00001557,C00090,2022-10-26,HF-PATTY-BURGER-1KG,2041.76,127.22,259752.71,2022-11-03,Paid,INV234488,Net 45
ORD00001558,C00090,2024-01-02,HF-POTATO-SMILES-500G,2771.44,178.83,495616.62,2024-01-12,Paid,INV401023,Net 45
ORD00001559,C00090,2022-07-11,HF-ALOO-TIKKI-1KG,609.14,170.69,103974.11,2022-07-14,Paid,INV488977,Net 45
ORD00001560,C00090,2023-07-17,HF-PATTY-BURGER-1KG,3648.93,130.99,477973.34,2023-07-22,Paid,INV757477,Net 45
ORD00001561,C00090,2022-04-21,HF-FF-CRINKLE-2.5KG,2643.89,157.66,416835.7,2022-04-28,Paid,INV596355,Net 45
ORD00001562,C00090,2023-07-23,HF-POTATO-SMILES-500G,3635.08,175.28,637156.82,2023-08-04,Partial,INV332486,Net 45
ORD00001563,C00091,2023-12-08,HF-HASH-BROWN-1KG,4428.85,139.71,618754.63,2023-12-17,Partial,INV195921,Net 60
ORD00001564,C00091,2024-08-23,HF-FF-SHOESTRING-2.5KG,1040.16,126.26,131330.6,2024-09-03,Paid,INV933836,Net 60
ORD00001565,C00091,2024-10-01,HF-POTATO-SMILES-500G,4859.35,177.35,861805.72,2024-10-12,Pending,INV449962,Net 60
ORD00001566,C00091,2024-02-15,HF-POTATO-CHEESE-BALLS-500G,4187.81,178.83,748906.06,2024-02-21,Pending,INV418640,Net 60
ORD00001567,C00091,2022-07-14,HF-PATTY-BURGER-1KG,1733.76,169.53,293924.33,2022-07-23,Pending,INV122571,Net 60
ORD00001568,C00091,2022-08-02,HF-PATTY-BURGER-1KG,2760.03,167.95,463547.04,2022-08-15,Paid,INV897565,Net 60
ORD00001569,C00091,2023-08-05,HF-ALOO-TIKKI-1KG,3248.73,170.77,554785.62,2023-08-12,Paid,INV213338,Net 60
ORD00001570,C00091,2024-12-25,HF-HASH-BROWN-1KG,2288.06,179.35,410363.56,2025-01-06,Delayed,INV360122,Net 60
ORD00001571,C00091,2022-05-02,HF-FF-WEDGES-2.5KG,1486.54,160.36,238381.55,2022-05-16,Paid,INV217881,Net 60
ORD00001572,C00091,2023-07-14,HF-PATTY-CUTLET-1KG,4111.6,155.15,637914.74,2023-07-23,Paid,INV889175,Net 60
ORD00001573,C00091,2024-02-15,HF-POTATO-SMILES-500G,1806.33,153.68,277596.79,2024-02-29,Paid,INV222809,Net 60
ORD00001574,C00091,2024-07-05,HF-HASH-BROWN-1KG,2771.18,131.41,364160.76,2024-07-17,Pending,INV580738,Net 60
ORD00001575,C00091,2022-02-28,HF-FF-SHOESTRING-2.5KG,3934.41,136.03,535197.79,2022-03-08,Paid,INV686302,Net 60
ORD00001576,C00091,2024-12-25,HF-FF-WEDGES-2.5KG,4244.5,132.86,563924.27,2024-12-28,Paid,INV236486,Net 60
ORD00001577,C00091,2023-11-24,HF-POTATO-SMILES-500G,2760.43,161.71,446389.14,2023-12-06,Paid,INV554501,Net 60
ORD00001578,C00091,2024-12-10,HF-PATTY-CUTLET-1KG,4981.24,136.26,678743.76,2024-12-20,Paid,INV474691,Net 60
ORD00001579,C00091,2024-02-27,HF-FF-CRINKLE-2.5KG,3360.25,129.2,434144.3,2024-03-08,Paid,INV819048,Net 60
ORD00001580,C00091,2022-11-20,HF-PATTY-ALOO-1KG,4188.38,171.69,719102.96,2022-11-30,Partial,INV372722,Net 60
ORD00001581,C00091,2024-10-31,HF-FF-SHOESTRING-2.5KG,4495.81,176.73,794544.5,2024-11-13,Delayed,INV276960,Net 60
ORD00001582,C00091,2023-06-15,HF-HASH-BROWN-1KG,2100.57,159.99,336070.19,2023-06-19,Paid,INV781318,Net 60
ORD00001583,C00091,2023-08-03,HF-PATTY-ALOO-1KG,1920.85,168.23,323144.6,2023-08-16,Paid,INV571453,Net 60
ORD00001584,C00091,2024-06-20,HF-PATTY-BURGER-1KG,2370.17,153.29,363323.36,2024-07-05,Delayed,INV336482,Net 60
ORD00001585,C00091,2024-10-29,HF-FF-CRINKLE-2.5KG,1098.46,171.03,187869.61,2024-11-11,Paid,INV864236,Net 60
ORD00001586,C00091,2022-08-05,HF-FF-SHOESTRING-2.5KG,2673.25,158.43,423523.0,2022-08-11,Paid,INV954187,Net 60
ORD00001587,C00091,2023-10-20,HF-POTATO-SMILES-500G,3511.77,136.46,479216.13,2023-10-27,Paid,INV497534,Net 60
ORD00001588,C00091,2023-11-09,HF-PATTY-ALOO-1KG,4077.42,169.98,693079.85,2023-11-12,Paid,INV266399,Net 60
ORD00001589,C00091,2023-09-11,HF-FF-CRINKLE-2.5KG,2820.89,174.14,491229.78,2023-09-22,Paid,INV281525,Net 60
ORD00001590,C00091,2022-02-09,HF-PATTY-ALOO-1KG,1224.05,144.87,177328.12,2022-02-22,Paid,INV579820,Net 60
ORD00001591,C00092,2023-10-03,HF-FF-SHOESTRING-2.5KG,699.44,105.94,74098.67,2023-10-10,Paid,INV429317,Net 60
ORD00001592,C00092,2023-06-10,HF-PATTY-CUTLET-1KG,4986.67,108.53,541203.3,2023-06-16,Delayed,INV269249,Net 60
ORD00001593,C00092,2024-09-23,HF-ALOO-TIKKI-1KG,2386.45,117.51,280431.74,2024-10-07,Delayed,INV722756,Net 60
ORD00001594,C00092,2024-03-28,HF-FF-SHOESTRING-2.5KG,718.73,104.15,74855.73,2024-04-05,Paid,INV389397,Net 60
ORD00001595,C00092,2023-08-09,HF-POTATO-SMILES-500G,2898.82,109.36,317014.96,2023-08-23,Paid,INV825807,Net 60
ORD00001596,C00092,2022-08-29,HF-PATTY-ALOO-1KG,3391.15,95.56,324058.29,2022-09-07,Delayed,INV713023,Net 60
ORD00001597,C00092,2022-02-06,HF-POTATO-CHEESE-BALLS-500G,2311.76,115.34,266638.4,2022-02-21,Paid,INV599285,Net 60
ORD00001598,C00092,2024-11-03,HF-PATTY-ALOO-1KG,1857.43,114.52,212712.88,2024-11-10,Paid,INV300025,Net 60
ORD00001599,C00092,2023-11-13,HF-PATTY-BURGER-1KG,4812.4,127.22,612233.53,2023-11-25,Delayed,INV253992,Net 60
ORD00001600,C00092,2022-08-09,HF-POTATO-CHEESE-BALLS-500G,3764.81,97.11,365600.7,2022-08-12,Pending,INV886206,Net 60
ORD00001601,C00092,2022-10-23,HF-ALOO-TIKKI-1KG,4029.1,107.87,434619.02,2022-11-05,Paid,INV654256,Net 60
ORD00001602,C00092,2024-06-18,HF-FF-SHOESTRING-2.5KG,4782.8,114.46,547439.29,2024-07-02,Paid,INV201180,Net 60
ORD00001603,C00093,2024-06-04,HF-FF-CRINKLE-2.5KG,1479.3,138.75,205252.88,2024-06-09,Paid,INV116761,Net 90
ORD00001604,C00093,2024-02-23,HF-PATTY-ALOO-1KG,1935.76,136.58,264386.1,2024-03-07,Paid,INV414667,Net 90
ORD00001605,C00093,2023-01-06,HF-PATTY-CUTLET-1KG,3973.2,140.2,557042.64,2023-01-09,Partial,INV220605,Net 90
ORD00001606,C00093,2022-03-19,HF-ALOO-TIKKI-1KG,1380.3,155.77,215009.33,2022-03-27,Paid,INV392260,Net 90
ORD00001607,C00093,2024-12-25,HF-ALOO-TIKKI-1KG,2591.5,121.33,314426.7,2025-01-04,Paid,INV136493,Net 90
ORD00001608,C00093,2024-04-25,HF-FF-WEDGES-2.5KG,1756.03,122.29,214744.91,2024-05-06,Delayed,INV754959,Net 90
ORD00001609,C00093,2022-05-03,HF-HASH-BROWN-1KG,3951.68,177.06,699684.46,2022-05-10,Delayed,INV701113,Net 90
ORD00001610,C00093,2023-11-17,HF-ALOO-TIKKI-1KG,2750.77,153.49,422215.69,2023-11-23,Paid,INV549886,Net 90
ORD00001611,C00093,2022-01-18,HF-FF-SHOESTRING-2.5KG,4302.88,121.14,521250.88,2022-01-30,Paid,INV372675,Net 90
ORD00001612,C00093,2024-01-22,HF-FF-WEDGES-2.5KG,1230.46,159.26,195963.06,2024-01-31,Pending,INV188575,Net 90
ORD00001613,C00093,2023-04-25,HF-HASH-BROWN-1KG,3837.83,157.57,604726.87,2023-05-02,Paid,INV194035,Net 90
ORD00001614,C00093,2024-01-09,HF-FF-WEDGES-2.5KG,4726.6,143.54,678456.16,2024-01-16,Paid,INV751703,Net 90
ORD00001615,C00093,2024-12-10,HF-PATTY-BURGER-1KG,2997.87,177.38,531762.18,2024-12-24,Paid,INV115195,Net 90
ORD00001616,C00093,2023-07-04,HF-FF-CRINKLE-2.5KG,4548.38,121.85,554220.1,2023-07-19,Paid,INV203615,Net 90
ORD00001617,C00093,2024-01-15,HF-FF-SHOESTRING-2.5KG,2084.63,164.34,342588.09,2024-01-24,Paid,INV991006,Net 90
ORD00001618,C00093,2023-03-14,HF-FF-CRINKLE-2.5KG,503.95,171.78,86568.53,2023-03-29,Paid,INV435472,Net 90
ORD00001619,C00093,2023-11-06,HF-FF-CRINKLE-2.5KG,2759.49,125.2,345488.15,2023-11-10,Delayed,INV301264,Net 90
ORD00001620,C00093,2023-08-15,HF-ALOO-TIKKI-1KG,2491.09,149.56,372567.42,2023-08-27,Paid,INV487412,Net 90
ORD00001621,C00093,2022-08-27,HF-FF-CRINKLE-2.5KG,2151.18,147.26,316782.77,2022-09-08,Pending,INV178022,Net 90
ORD00001622,C00093,2024-11-06,HF-FF-CRINKLE-2.5KG,4511.28,139.44,629052.88,2024-11-11,Partial,INV116956,Net 90
ORD00001623,C00093,2024-11-05,HF-ALOO-TIKKI-1KG,4824.13,161.22,777746.24,2024-11-15,Partial,INV708464,Net 90
ORD00001624,C00093,2024-03-12,HF-POTATO-CHEESE-BALLS-500G,4532.07,132.54,600680.56,2024-03-27,Paid,INV855149,Net 90
ORD00001625,C00093,2022-11-24,HF-PATTY-CUTLET-1KG,2713.3,153.93,417658.27,2022-12-01,Paid,INV744784,Net 90
ORD00001626,C00094,2024-12-11,HF-FF-WEDGES-2.5KG,883.78,149.62,132231.16,2024-12-23,Pending,INV953869,Net 45
ORD00001627,C00094,2024-01-21,HF-PATTY-BURGER-1KG,4374.29,123.13,538606.33,2024-02-02,Paid,INV344790,Net 45
ORD00001628,C00094,2024-06-26,HF-PATTY-ALOO-1KG,3390.38,179.33,607996.85,2024-07-06,Paid,INV725218,Net 45
ORD00001629,C00094,2024-06-11,HF-FF-CRINKLE-2.5KG,2873.42,138.2,397106.64,2024-06-18,Pending,INV481044,Net 45
ORD00001630,C00094,2024-02-13,HF-PATTY-ALOO-1KG,3132.25,152.49,477636.8,2024-02-21,Paid,INV329206,Net 45
ORD00001631,C00094,2023-10-04,HF-FF-WEDGES-2.5KG,973.22,132.86,129302.01,2023-10-17,Paid,INV213920,Net 45
ORD00001632,C00094,2024-01-16,HF-POTATO-CHEESE-BALLS-500G,3512.31,155.55,546339.82,2024-01-31,Paid,INV531682,Net 45
ORD00001633,C00094,2022-06-27,HF-FF-SHOESTRING-2.5KG,2049.44,178.71,366255.42,2022-07-09,Paid,INV232121,Net 45
ORD00001634,C00094,2023-05-15,HF-HASH-BROWN-1KG,3401.46,133.85,455285.42,2023-05-28,Delayed,INV487418,Net 45
ORD00001635,C00094,2024-03-12,HF-POTATO-SMILES-500G,2620.32,162.7,426326.06,2024-03-22,Paid,INV738341,Net 45
ORD00001636,C00094,2023-06-18,HF-PATTY-BURGER-1KG,3523.94,134.78,474956.63,2023-06-28,Paid,INV300214,Net 45
ORD00001637,C00094,2023-03-29,HF-HASH-BROWN-1KG,3415.31,139.97,478040.94,2023-04-07,Paid,INV756422,Net 45
ORD00001638,C00094,2024-08-12,HF-FF-WEDGES-2.5KG,2558.77,160.15,409787.02,2024-08-27,Paid,INV784018,Net 45
ORD00001639,C00094,2023-09-07,HF-ALOO-TIKKI-1KG,3114.47,162.76,506911.14,2023-09-14,Paid,INV705864,Net 45
ORD00001640,C00094,2023-08-02,HF-FF-WEDGES-2.5KG,2218.27,165.12,366280.74,2023-08-14,Paid,INV239974,Net 45
ORD00001641,C00094,2024-03-01,HF-FF-CRINKLE-2.5KG,570.5,131.28,74895.24,2024-03-14,Partial,INV783725,Net 45
ORD00001642,C00094,2022-08-02,HF-FF-CRINKLE-2.5KG,4879.51,125.2,610914.65,2022-08-17,Paid,INV573890,Net 45
ORD00001643,C00094,2024-03-17,HF-FF-WEDGES-2.5KG,3478.56,175.01,608782.79,2024-03-29,Paid,INV965220,Net 45
ORD00001644,C00094,2022-02-19,HF-PATTY-BURGER-1KG,4367.96,174.77,763388.37,2022-02-25,Paid,INV813746,Net 45
ORD00001645,C00094,2022-03-10,HF-PATTY-BURGER-1KG,4927.59,141.44,696958.33,2022-03-18,Paid,INV665347,Net 45
ORD00001646,C00094,2023-01-11,HF-PATTY-ALOO-1KG,1985.71,127.25,252681.6,2023-01-22,Delayed,INV507751,Net 45
ORD00001647,C00095,2022-10-03,HF-FF-SHOESTRING-2.5KG,1406.71,116.12,163347.17,2022-10-14,Pending,INV967907,Net 90
ORD00001648,C00095,2024-01-17,HF-PATTY-CUTLET-1KG,1990.17,103.65,206281.12,2024-01-28,Partial,INV467772,Net 90
ORD00001649,C00095,2022-07-15,HF-POTATO-SMILES-500G,3406.66,94.18,320839.24,2022-07-27,Pending,INV614424,Net 90
ORD00001650,C00095,2024-09-04,HF-PATTY-ALOO-1KG,751.75,122.11,91796.19,2024-09-17,Paid,INV455922,Net 90
ORD00001651,C00095,2022-06-26,HF-HASH-BROWN-1KG,4054.3,105.4,427323.22,2022-07-06,Paid,INV762045,Net 90
ORD00001652,C00095,2022-10-11,HF-PATTY-BURGER-1KG,3168.8,99.52,315358.98,2022-10-23,Pending,INV884031,Net 90
ORD00001653,C00095,2024-09-26,HF-HASH-BROWN-1KG,2154.37,91.46,197038.68,2024-10-01,Paid,INV463187,Net 90
ORD00001654,C00095,2023-01-23,HF-POTATO-CHEESE-BALLS-500G,1731.24,90.66,156954.22,2023-01-28,Paid,INV488049,Net 90
ORD00001655,C00095,2024-09-10,HF-ALOO-TIKKI-1KG,2408.34,110.79,266819.99,2024-09-15,Paid,INV703504,Net 90
ORD00001656,C00095,2024-02-13,HF-FF-SHOESTRING-2.5KG,2728.99,103.63,282805.23,2024-02-24,Paid,INV483298,Net 90
ORD00001657,C00095,2023-07-24,HF-FF-SHOESTRING-2.5KG,1431.26,108.17,154819.39,2023-08-05,Delayed,INV508166,Net 90
ORD00001658,C00095,2023-05-11,HF-PATTY-ALOO-1KG,4414.68,129.33,570950.56,2023-05-25,Delayed,INV676026,Net 90
ORD00001659,C00096,2023-10-21,HF-FF-CRINKLE-2.5KG,1907.27,178.47,340390.48,2023-10-30,Paid,INV277665,Net 60
ORD00001660,C00096,2022-04-02,HF-PATTY-CUTLET-1KG,2455.48,156.8,385019.26,2022-04-17,Paid,INV350516,Net 60
ORD00001661,C00096,2023-08-04,HF-POTATO-CHEESE-BALLS-500G,4116.71,141.57,582802.63,2023-08-07,Pending,INV948809,Net 60
ORD00001662,C00096,2024-03-24,HF-PATTY-ALOO-1KG,1437.27,136.38,196014.88,2024-04-04,Paid,INV809728,Net 60
ORD00001663,C00096,2023-03-13,HF-ALOO-TIKKI-1KG,4273.77,176.07,752482.68,2023-03-28,Pending,INV842362,Net 60
ORD00001664,C00096,2023-02-27,HF-FF-SHOESTRING-2.5KG,1078.19,161.67,174310.98,2023-03-07,Paid,INV802035,Net 60
ORD00001665,C00096,2023-11-23,HF-FF-SHOESTRING-2.5KG,657.07,172.5,113344.58,2023-12-01,Paid,INV316487,Net 60
ORD00001666,C00096,2023-01-29,HF-FF-SHOESTRING-2.5KG,4355.72,166.48,725140.27,2023-02-04,Paid,INV255196,Net 60
ORD00001667,C00096,2024-09-20,HF-ALOO-TIKKI-1KG,4209.72,156.26,657810.85,2024-09-26,Delayed,INV375787,Net 60
ORD00001668,C00096,2024-05-27,HF-PATTY-CUTLET-1KG,1162.88,174.87,203352.83,2024-06-07,Paid,INV843186,Net 60
ORD00001669,C00096,2024-06-30,HF-FF-WEDGES-2.5KG,1134.6,133.51,151480.45,2024-07-04,Paid,INV514004,Net 60
ORD00001670,C00096,2023-06-19,HF-FF-SHOESTRING-2.5KG,2446.76,149.88,366720.39,2023-06-25,Pending,INV853522,Net 60
ORD00001671,C00096,2022-08-29,HF-PATTY-CUTLET-1KG,933.43,165.7,154669.35,2022-09-12,Paid,INV772327,Net 60
ORD00001672,C00096,2023-03-25,HF-PATTY-ALOO-1KG,1117.88,159.29,178067.11,2023-04-01,Paid,INV327245,Net 60
ORD00001673,C00096,2024-01-04,HF-FF-CRINKLE-2.5KG,2533.91,168.66,427369.26,2024-01-13,Paid,INV736487,Net 60
ORD00001674,C00097,2024-11-08,HF-PATTY-ALOO-1KG,1830.22,170.19,311485.14,2024-11-18,Delayed,INV431020,Net 90
ORD00001675,C00097,2022-10-31,HF-FF-WEDGES-2.5KG,1635.17,154.46,252568.36,2022-11-09,Paid,INV767209,Net 90
