wastage_id,batch_id,wastage_date,wastage_type,quantity_kg,recovery_possible,cost_impact_inr
WS004824,PR20230224585,2023-02-24,Processing Waste,68.14,No,8750.23
WS004835,PR20230225584,2023-02-25,Quality Rejection,230.85,Yes,32478.39
WS004841,PR20230225281,2023-02-25,Expired Stock,231.26,No,23819.82
WS004852,PR20230226176,2023-02-26,Quality Rejection,389.43,Yes,48025.13
WS004854,PR20230226357,2023-02-26,Processing Waste,69.46,No,10121.45
WS004855,PR20230226710,2023-02-26,Spillage,289.19,Yes,23266.15
WS004864,PR20230227193,2023-02-27,Processing Waste,662.88,No,97234.93
WS004865,PR20230227344,2023-02-27,Spillage,424.79,No,60414.87
WS004868,PR20230227113,2023-02-27,Processing Waste,137.69,Yes,20433.49
WS004870,PR20230227348,2023-02-27,Expired Stock,312.48,No,39014.06
WS004883,PR20230301617,2023-03-01,Expired Stock,273.84,No,29212.19
WS004893,PR20230302610,2023-03-02,Quality Rejection,348.74,No,42685.05
WS004895,PR20230302116,2023-03-02,Expired Stock,235.52,Yes,29491.01
WS004896,PR20230302141,2023-03-02,Expired Stock,428.17,Yes,47588.7
WS004909,PR20230303400,2023-03-03,Expired Stock,402.65,Yes,34706.95
WS004912,PR20230303891,2023-03-03,Expired Stock,198.32,No,24992.21
WS004913,PR20230303138,2023-03-03,Expired Stock,590.17,No,62447.78
WS004914,PR20230303892,2023-03-03,Quality Rejection,485.98,Yes,59833.45
WS004917,PR20230304937,2023-03-04,Spillage,470.5,No,48344.61
WS004921,PR20230304736,2023-03-04,Expired Stock,592.06,No,85669.22
WS004935,PR20230305909,2023-03-05,Quality Rejection,184.4,No,19919.26
WS004942,PR20230306948,2023-03-06,Quality Rejection,172.96,No,16260.47
WS004944,PR20230306355,2023-03-06,Processing Waste,322.96,Yes,46111.41
WS004945,PR20230306780,2023-03-06,Processing Waste,94.98,No,12492.09
WS004946,PR20230306189,2023-03-06,Quality Rejection,193.48,No,19018.56
WS004948,PR20230306694,2023-03-06,Expired Stock,163.23,No,22800.19
WS004958,PR20230307293,2023-03-07,Spillage,322.61,Yes,41545.43
WS004981,PR20230308273,2023-03-08,Quality Rejection,470.86,No,39297.02
WS004983,PR20230309605,2023-03-09,Quality Rejection,158.82,Yes,13983.66
WS004991,PR20230309376,2023-03-09,Spillage,52.2,No,7141.01
WS004992,PR20230309208,2023-03-09,Quality Rejection,355.96,Yes,33093.03
WS004995,PR20230309592,2023-03-09,Spillage,327.11,Yes,43647.54
WS004996,PR20230310763,2023-03-10,Quality Rejection,195.97,Yes,20402.08
WS005016,PR20230311187,2023-03-11,Quality Rejection,116.6,No,14603.71
WS005021,PR20230312237,2023-03-12,Quality Rejection,79.84,No,10752.59
WS005023,PR20230312308,2023-03-12,Expired Stock,149.43,No,12567.38
WS005028,PR20230312456,2023-03-12,Quality Rejection,560.93,Yes,57958.01
WS005044,PR20230314534,2023-03-14,Processing Waste,201.74,No,17565.39
WS005046,PR20230314619,2023-03-14,Spillage,170.99,Yes,16343.12
WS005048,PR20230314444,2023-03-14,Quality Rejection,508.55,Yes,66092.59
WS005050,PR20230315952,2023-03-15,Expired Stock,398.93,Yes,53731.2
WS005059,PR20230316914,2023-03-16,Processing Waste,238.37,No,26639.14
WS005065,PR20230316843,2023-03-16,Processing Waste,136.24,No,11545.65
WS005069,PR20230316977,2023-03-16,Quality Rejection,164.0,No,22565.12
WS005072,PR20230317953,2023-03-17,Spillage,240.06,No,26338.35
WS005083,PR20230317647,2023-03-17,Quality Rejection,621.15,Yes,68917.75
WS005098,PR20230318835,2023-03-18,Quality Rejection,310.56,Yes,46421.6
WS005102,PR20230319378,2023-03-19,Spillage,165.97,Yes,16247.3
WS005105,PR20230319951,2023-03-19,Expired Stock,118.16,Yes,14178.07
WS005107,PR20230319135,2023-03-19,Expired Stock,199.36,No,20537.58
WS005108,PR20230319427,2023-03-19,Processing Waste,221.59,No,30910.19
WS005109,PR20230319745,2023-03-19,Processing Waste,526.69,Yes,50977.59
WS005115,PR20230320458,2023-03-20,Spillage,166.57,No,20923.69
WS005116,PR20230320752,2023-03-20,Processing Waste,38.16,Yes,5413.09
WS005123,PR20230321795,2023-03-21,Expired Stock,190.56,No,18266.65
WS005131,PR20230321822,2023-03-21,Spillage,112.28,No,16069.17
WS005142,PR20230322487,2023-03-22,Spillage,108.15,Yes,9733.0
WS005144,PR20230322877,2023-03-22,Spillage,229.16,No,19297.07
WS005146,PR20230322293,2023-03-22,Expired Stock,154.74,Yes,21230.47
WS005152,PR20230323149,2023-03-23,Spillage,156.04,Yes,19096.22
WS005153,PR20230323880,2023-03-23,Expired Stock,59.75,No,5944.05
WS005163,PR20230324974,2023-03-24,Expired Stock,497.82,Yes,47158.89
WS005168,PR20230324296,2023-03-24,Spillage,539.51,Yes,68207.53
WS005179,PR20230325818,2023-03-25,Processing Waste,341.46,Yes,31474.57
WS005180,PR20230325987,2023-03-25,Expired Stock,248.26,Yes,35264.79
WS005182,PR20230325613,2023-03-25,Quality Rejection,103.92,Yes,8358.55
WS005183,PR20230325384,2023-03-25,Spillage,313.65,No,38275.42
WS005186,PR20230325511,2023-03-25,Quality Rejection,402.45,Yes,45043.5
WS005188,PR20230326783,2023-03-26,Processing Waste,299.64,No,31828.01
WS005198,PR20230326281,2023-03-26,Quality Rejection,109.27,No,14675.04
WS005200,PR20230326314,2023-03-26,Expired Stock,218.22,No,30059.11
WS005201,PR20230327972,2023-03-27,Quality Rejection,360.79,No,33200.8
WS005202,PR20230327205,2023-03-27,Processing Waste,146.09,No,21683.59
WS005206,PR20230327684,2023-03-27,Expired Stock,360.93,No,35088.83
WS005207,PR20230327926,2023-03-27,Quality Rejection,296.25,No,40149.46
WS005221,PR20230329942,2023-03-29,Spillage,123.08,Yes,14779.41
WS005224,PR20230329994,2023-03-29,Expired Stock,483.63,No,42905.94
WS005238,PR20230330173,2023-03-30,Spillage,401.12,No,59815.45
WS005240,PR20230330213,2023-03-30,Processing Waste,79.88,Yes,10388.87
WS005246,PR20230331474,2023-03-31,Processing Waste,335.12,No,27460.22
WS005247,PR20230331356,2023-03-31,Spillage,217.57,No,19573.15
WS005248,PR20230331674,2023-03-31,Spillage,160.65,Yes,22266.61
WS005256,PR20230331627,2023-03-31,Quality Rejection,37.7,No,4831.33
WS005266,PR20230401642,2023-04-01,Processing Waste,348.36,Yes,37773.74
WS005267,PR20230402590,2023-04-02,Spillage,58.58,Yes,5581.53
WS005273,PR20230402613,2023-04-02,Spillage,579.03,No,65185.47
WS005275,PR20230402413,2023-04-02,Spillage,213.98,No,19455.98
WS005277,PR20230402722,2023-04-02,Expired Stock,382.18,Yes,44408.98
WS005278,PR20230403806,2023-04-03,Processing Waste,175.71,Yes,21142.01
WS005282,PR20230403954,2023-04-03,Expired Stock,226.26,Yes,21315.21
WS005298,PR20230404121,2023-04-04,Expired Stock,192.68,No,17780.19
WS005299,PR20230405152,2023-04-05,Expired Stock,101.65,No,8220.29
WS005305,PR20230405690,2023-04-05,Expired Stock,87.59,Yes,9636.56
WS005307,PR20230405353,2023-04-05,Processing Waste,193.97,No,18394.78
WS005316,PR20230406399,2023-04-06,Processing Waste,464.47,Yes,67372.29
WS005325,PR20230407520,2023-04-07,Spillage,247.3,Yes,25724.4
WS005330,PR20230407867,2023-04-07,Expired Stock,76.76,No,10881.2
WS005333,PR20230408806,2023-04-08,Expired Stock,166.06,No,20074.33
WS005351,PR20230409804,2023-04-09,Quality Rejection,129.49,No,17231.33
WS005353,PR20230409572,2023-04-09,Quality Rejection,253.83,No,27197.64
WS005361,PR20230410427,2023-04-10,Processing Waste,55.42,Yes,7410.69
WS005367,PR20230410432,2023-04-10,Expired Stock,72.21,Yes,7160.49
WS005369,PR20230410808,2023-04-10,Processing Waste,66.88,Yes,8058.82
WS005376,PR20230411440,2023-04-11,Spillage,358.65,No,35715.08
WS005377,PR20230411422,2023-04-11,Expired Stock,94.71,No,10469.78
WS005383,PR20230411696,2023-04-11,Spillage,152.19,No,21744.41
WS005386,PR20230412492,2023-04-12,Quality Rejection,107.86,Yes,12839.52
WS005396,PR20230412178,2023-04-12,Spillage,98.33,No,12672.32
WS005397,PR20230412888,2023-04-12,Processing Waste,458.73,Yes,58984.01
WS005400,PR20230413271,2023-04-13,Quality Rejection,170.51,No,15871.09
WS005413,PR20230414929,2023-04-14,Quality Rejection,115.6,No,9438.96
WS005426,PR20230416877,2023-04-16,Spillage,243.99,No,33841.48
WS005427,PR20230416971,2023-04-16,Quality Rejection,87.11,Yes,10577.14
WS005430,PR20230416683,2023-04-16,Expired Stock,149.65,Yes,13378.0
WS005434,PR20230416967,2023-04-16,Spillage,250.4,No,20658.87
WS005437,PR20230417785,2023-04-17,Expired Stock,188.41,Yes,25322.82
WS005445,PR20230417543,2023-04-17,Quality Rejection,186.69,Yes,27914.44
WS005451,PR20230418447,2023-04-18,Quality Rejection,412.74,No,55459.2
WS005455,PR20230418988,2023-04-18,Spillage,164.33,Yes,15660.33
WS005459,PR20230419131,2023-04-19,Quality Rejection,451.31,Yes,44624.88
WS005466,PR20230419966,2023-04-19,Processing Waste,210.96,Yes,27669.81
WS005468,PR20230420828,2023-04-20,Expired Stock,209.11,No,26429.61
WS005474,PR20230420149,2023-04-20,Expired Stock,209.35,No,27892.97
WS005475,PR20230420638,2023-04-20,Spillage,489.83,No,55782.03
WS005488,PR20230421706,2023-04-21,Expired Stock,180.44,No,22262.74
WS005491,PR20230422864,2023-04-22,Processing Waste,107.87,Yes,11794.22
WS005506,PR20230423700,2023-04-23,Quality Rejection,175.75,Yes,21758.75
WS005510,PR20230423746,2023-04-23,Expired Stock,282.96,Yes,37817.83
WS005515,PR20230424217,2023-04-24,Expired Stock,367.19,No,34829.36
WS005519,PR20230424796,2023-04-24,Spillage,488.94,Yes,64189.66
WS005527,PR20230424962,2023-04-24,Expired Stock,141.71,Yes,18119.48
WS005537,PR20230425635,2023-04-25,Quality Rejection,211.28,No,22502.48
WS005538,PR20230425931,2023-04-25,Spillage,256.81,Yes,23260.84
WS005551,PR20230426192,2023-04-26,Expired Stock,103.94,Yes,8436.81
WS005557,PR20230427629,2023-04-27,Processing Waste,341.93,No,48752.02
WS005562,PR20230427687,2023-04-27,Quality Rejection,69.77,Yes,5749.7
WS005575,PR20230428886,2023-04-28,Processing Waste,208.31,No,29550.19
WS005579,PR20230428922,2023-04-28,Quality Rejection,94.97,Yes,8270.08
WS005580,PR20230428596,2023-04-28,Expired Stock,74.58,No,10890.21
WS005584,PR20230429225,2023-04-29,Quality Rejection,76.18,No,10895.97
WS005589,PR20230429642,2023-04-29,Quality Rejection,317.73,No,34200.48
WS005591,PR20230429708,2023-04-29,Quality Rejection,106.62,Yes,11654.3
WS005595,PR20230430881,2023-04-30,Spillage,198.35,No,27125.54
WS005596,PR20230430407,2023-04-30,Spillage,231.04,Yes,34510.13
WS005601,PR20230430397,2023-04-30,Quality Rejection,253.67,Yes,34827.17
WS005602,PR20230430350,2023-04-30,Spillage,487.2,Yes,52655.2
WS005605,PR20230430869,2023-04-30,Spillage,371.42,No,33742.67
WS005608,PR20230501486,2023-05-01,Processing Waste,193.67,No,23883.69
WS005611,PR20230501498,2023-05-01,Spillage,274.62,No,34346.18
WS005622,PR20230502904,2023-05-02,Processing Waste,222.97,Yes,19985.36
WS005628,PR20230502335,2023-05-02,Processing Waste,103.13,Yes,12617.17
WS005629,PR20230503133,2023-05-03,Spillage,138.63,Yes,17280.02
WS005634,PR20230503307,2023-05-03,Processing Waste,165.43,No,14367.61
WS005636,PR20230503120,2023-05-03,Expired Stock,187.0,No,18530.35
WS005637,PR20230503290,2023-05-03,Expired Stock,336.8,No,38345.68
WS005643,PR20230504965,2023-05-04,Expired Stock,129.64,No,17772.31
WS005647,PR20230504821,2023-05-04,Spillage,173.03,Yes,20720.55
WS005652,PR20230505343,2023-05-05,Expired Stock,367.9,No,54453.3
WS005666,PR20230506647,2023-05-06,Processing Waste,109.87,No,9906.2
WS005676,PR20230507265,2023-05-07,Quality Rejection,187.51,Yes,22567.26
WS005678,PR20230507592,2023-05-07,Expired Stock,76.68,Yes,7961.91
WS005679,PR20230507559,2023-05-07,Spillage,430.05,No,37910.45
WS005681,PR20230507592,2023-05-07,Quality Rejection,460.91,Yes,54048.46
WS005683,PR20230507766,2023-05-07,Quality Rejection,261.16,Yes,27529.69
WS005687,PR20230507874,2023-05-07,Processing Waste,120.55,Yes,13723.18
WS005694,PR20230508547,2023-05-08,Processing Waste,315.71,Yes,26497.08
WS005695,PR20230508117,2023-05-08,Spillage,194.02,Yes,26668.7
WS005698,PR20230508701,2023-05-08,Expired Stock,140.12,Yes,14512.64
WS005708,PR20230509366,2023-05-09,Processing Waste,199.52,No,19054.24
WS005709,PR20230509511,2023-05-09,Spillage,98.33,Yes,10305.1
WS005719,PR20230511401,2023-05-11,Spillage,34.52,No,2859.95
WS005726,PR20230511463,2023-05-11,Expired Stock,126.77,No,17951.16
WS005737,PR20230512845,2023-05-12,Quality Rejection,183.58,No,17954.8
WS005743,PR20230513786,2023-05-13,Quality Rejection,108.97,Yes,12755.13
WS005746,PR20230513810,2023-05-13,Processing Waste,194.67,No,27967.45
WS005748,PR20230514188,2023-05-14,Processing Waste,176.27,Yes,25732.11
WS005754,PR20230514511,2023-05-14,Quality Rejection,234.38,No,18792.96
WS005759,PR20230515600,2023-05-15,Expired Stock,260.01,Yes,29604.78
WS005762,PR20230515559,2023-05-15,Processing Waste,465.95,No,61227.7
WS005764,PR20230515912,2023-05-15,Spillage,113.6,No,15809.58
WS005780,PR20230516533,2023-05-16,Processing Waste,146.69,Yes,16946.96
WS005787,PR20230517530,2023-05-17,Spillage,239.96,Yes,25270.44
WS005792,PR20230517813,2023-05-17,Spillage,475.32,Yes,60763.41
WS005804,PR20230518692,2023-05-18,Quality Rejection,347.8,Yes,28941.93
WS005812,PR20230518278,2023-05-18,Spillage,144.03,No,18602.1
WS005817,PR20230519340,2023-05-19,Processing Waste,261.82,No,36473.8
WS005821,PR20230519871,2023-05-19,Spillage,164.06,Yes,14516.99
WS005840,PR20230521165,2023-05-21,Processing Waste,399.29,No,50323.66
WS005850,PR20230522925,2023-05-22,Quality Rejection,314.71,Yes,44681.74
WS005852,PR20230522122,2023-05-22,Quality Rejection,187.78,No,17287.14
WS005859,PR20230522575,2023-05-22,Spillage,262.64,Yes,34287.78
WS005860,PR20230523510,2023-05-23,Expired Stock,493.94,Yes,51111.19
WS005864,PR20230523473,2023-05-23,Expired Stock,195.94,No,25642.5
WS005865,PR20230523176,2023-05-23,Quality Rejection,165.29,No,21741.5
WS005869,PR20230524587,2023-05-24,Quality Rejection,196.24,No,29189.18
WS005876,PR20230524581,2023-05-24,Processing Waste,314.61,Yes,25443.4
WS005877,PR20230524365,2023-05-24,Quality Rejection,67.46,No,9949.75
WS005882,PR20230525776,2023-05-25,Expired Stock,184.77,No,16340.41
WS005889,PR20230525728,2023-05-25,Quality Rejection,171.42,No,14060.98
WS005897,PR20230526875,2023-05-26,Quality Rejection,227.88,Yes,33968.97
WS005918,PR20230527394,2023-05-27,Quality Rejection,277.37,Yes,27048.47
WS005929,PR20230528816,2023-05-28,Spillage,163.7,Yes,20821.63
WS005942,PR20230529315,2023-05-29,Processing Waste,308.84,Yes,40480.23
WS005943,PR20230529252,2023-05-29,Expired Stock,56.73,Yes,8452.31
WS005948,PR20230530282,2023-05-30,Expired Stock,250.46,No,24581.44
WS005953,PR20230530160,2023-05-30,Expired Stock,171.35,No,25222.69
WS005954,PR20230530950,2023-05-30,Spillage,155.1,Yes,14878.92
WS005955,PR20230531675,2023-05-31,Expired Stock,156.86,No,20009.53
WS005963,PR20230531765,2023-05-31,Spillage,258.3,Yes,26291.97
WS005969,PR20230601631,2023-06-01,Quality Rejection,215.75,No,19149.26
WS005978,PR20230601556,2023-06-01,Expired Stock,234.42,No,23240.13
WS005979,PR20230601797,2023-06-01,Expired Stock,293.07,No,23605.54
WS005983,PR20230602126,2023-06-02,Quality Rejection,340.62,No,43854.7
WS005987,PR20230602746,2023-06-02,Expired Stock,288.26,Yes,27038.47
WS005989,PR20230602114,2023-06-02,Quality Rejection,522.94,No,55054.67
WS005991,PR20230603948,2023-06-03,Spillage,560.71,No,80056.01
WS006002,PR20230604434,2023-06-04,Expired Stock,363.41,No,37351.67
WS006005,PR20230604156,2023-06-04,Spillage,211.53,Yes,23431.07
WS006008,PR20230604761,2023-06-04,Expired Stock,249.76,Yes,32055.55
WS006011,PR20230605496,2023-06-05,Quality Rejection,242.63,No,21391.59
WS006016,PR20230605738,2023-06-05,Spillage,141.34,No,12968.06
WS006027,PR20230606346,2023-06-06,Expired Stock,476.07,No,70630.05
WS006032,PR20230607224,2023-06-07,Quality Rejection,416.53,No,53578.86
WS006034,PR20230607202,2023-06-07,Processing Waste,172.91,No,16067.54
WS006048,PR20230608782,2023-06-08,Processing Waste,129.76,Yes,18859.76
WS006049,PR20230608581,2023-06-08,Processing Waste,177.99,Yes,24378.23
WS006050,PR20230608429,2023-06-08,Spillage,74.43,Yes,9403.5
WS006051,PR20230608214,2023-06-08,Expired Stock,298.85,Yes,35265.65
WS006053,PR20230608557,2023-06-08,Quality Rejection,179.78,No,23489.44
WS006058,PR20230609545,2023-06-09,Expired Stock,283.23,No,39818.27
WS006067,PR20230610136,2023-06-10,Expired Stock,87.09,Yes,9560.62
WS006078,PR20230611834,2023-06-11,Quality Rejection,293.83,Yes,26194.62
WS006082,PR20230611370,2023-06-11,Quality Rejection,319.6,No,32819.12
WS006085,PR20230611329,2023-06-11,Quality Rejection,241.17,Yes,29031.67
WS006088,PR20230612498,2023-06-12,Expired Stock,100.62,Yes,14075.28
WS006093,PR20230612591,2023-06-12,Spillage,321.01,No,34962.04
WS006118,PR20230614534,2023-06-14,Spillage,498.69,No,51817.33
WS006122,PR20230614346,2023-06-14,Spillage,167.85,No,23727.42
WS006132,PR20230615370,2023-06-15,Processing Waste,207.26,No,19866.18
WS006143,PR20230616780,2023-06-16,Processing Waste,180.23,Yes,20657.78
WS006147,PR20230616341,2023-06-16,Expired Stock,90.61,No,10729.87
WS006155,PR20230617655,2023-06-17,Spillage,489.61,No,52763.05
WS006172,PR20230619787,2023-06-19,Quality Rejection,269.78,No,24237.84
WS006177,PR20230619866,2023-06-19,Quality Rejection,282.22,Yes,24689.26
WS006178,PR20230619642,2023-06-19,Quality Rejection,111.04,Yes,16139.56
WS006186,PR20230620145,2023-06-20,Spillage,492.53,Yes,59222.42
WS006196,PR20230621740,2023-06-21,Expired Stock,87.76,Yes,10374.9
WS006198,PR20230621718,2023-06-21,Expired Stock,241.6,Yes,29684.15
WS006203,PR20230621532,2023-06-21,Quality Rejection,185.75,No,26638.06
WS006206,PR20230622743,2023-06-22,Spillage,567.54,Yes,67117.92
WS006210,PR20230622860,2023-06-22,Spillage,393.28,Yes,33014.03
WS006231,PR20230625101,2023-06-25,Processing Waste,339.66,Yes,31407.08
WS006233,PR20230625581,2023-06-25,Expired Stock,518.54,No,76735.31
WS006252,PR20230626998,2023-06-26,Quality Rejection,164.35,No,18938.77
WS006256,PR20230627694,2023-06-27,Spillage,283.09,Yes,40644.93
WS006259,PR20230627371,2023-06-27,Processing Waste,204.46,Yes,17424.56
WS006269,PR20230628537,2023-06-28,Processing Waste,155.57,Yes,22809.76
WS006272,PR20230629872,2023-06-29,Quality Rejection,303.51,Yes,28261.38
WS006276,PR20230629231,2023-06-29,Quality Rejection,259.39,No,36723.96
WS006278,PR20230629637,2023-06-29,Quality Rejection,102.27,No,9981.61
WS006280,PR20230629725,2023-06-29,Quality Rejection,218.03,Yes,17643.42
WS006281,PR20230629105,2023-06-29,Quality Rejection,425.2,No,35184.6
WS006284,PR20230630143,2023-06-30,Processing Waste,146.73,Yes,20594.92
WS006295,PR20230630640,2023-06-30,Expired Stock,207.74,No,19886.67
WS006302,PR20230701711,2023-07-01,Expired Stock,312.48,Yes,36858.13
WS006307,PR20230702363,2023-07-02,Processing Waste,154.24,Yes,20050.62
WS006312,PR20230702171,2023-07-02,Expired Stock,183.12,Yes,25708.91
WS006313,PR20230702820,2023-07-02,Processing Waste,156.9,Yes,18950.09
WS006322,PR20230703340,2023-07-03,Processing Waste,175.99,Yes,15514.08
WS006333,PR20230704623,2023-07-04,Expired Stock,363.32,Yes,29877.87
WS006342,PR20230705787,2023-07-05,Spillage,221.48,Yes,20385.27
WS006344,PR20230705499,2023-07-05,Quality Rejection,349.79,No,32662.16
WS006348,PR20230705375,2023-07-05,Spillage,223.62,Yes,19785.95
WS006355,PR20230705391,2023-07-05,Spillage,456.34,No,39666.72
WS006364,PR20230707611,2023-07-07,Processing Waste,262.0,No,33771.12
WS006368,PR20230707195,2023-07-07,Processing Waste,68.47,No,9083.51
WS006373,PR20230708789,2023-07-08,Processing Waste,284.97,Yes,30246.17
WS006375,PR20230708181,2023-07-08,Quality Rejection,62.45,No,7080.46
WS006376,PR20230708620,2023-07-08,Spillage,562.39,No,71170.69
WS006386,PR20230709707,2023-07-09,Quality Rejection,347.76,Yes,47111.98
WS006389,PR20230709232,2023-07-09,Expired Stock,571.69,No,50729.64
WS006392,PR20230709205,2023-07-09,Expired Stock,400.61,Yes,56999.29
WS006394,PR20230710672,2023-07-10,Processing Waste,411.18,Yes,40059.59
WS006395,PR20230710269,2023-07-10,Expired Stock,313.09,No,31492.86
WS006396,PR20230710488,2023-07-10,Spillage,97.81,Yes,9095.82
WS006402,PR20230710334,2023-07-10,Processing Waste,257.02,Yes,22235.06
WS006405,PR20230710833,2023-07-10,Processing Waste,279.68,Yes,28809.18
WS006419,PR20230711283,2023-07-11,Expired Stock,465.8,No,41461.25
WS006458,PR20230715484,2023-07-15,Spillage,244.38,Yes,20236.92
WS006461,PR20230715688,2023-07-15,Processing Waste,468.51,Yes,52121.76
WS006463,PR20230715640,2023-07-15,Processing Waste,334.36,Yes,47685.09
WS006468,PR20230716380,2023-07-16,Spillage,99.91,No,11569.67
WS006475,PR20230717964,2023-07-17,Expired Stock,217.31,No,18434.51
WS006477,PR20230717591,2023-07-17,Spillage,126.27,Yes,11110.09
WS006491,PR20230718160,2023-07-18,Expired Stock,362.66,No,34011.81
WS006497,PR20230719947,2023-07-19,Expired Stock,115.33,No,13448.59
WS006509,PR20230720167,2023-07-20,Quality Rejection,387.88,Yes,31124.87
WS006538,PR20230723864,2023-07-23,Processing Waste,319.53,Yes,40542.77
WS006556,PR20230725616,2023-07-25,Processing Waste,231.01,Yes,32223.96
WS006558,PR20230725253,2023-07-25,Spillage,336.26,Yes,41561.84
WS006562,PR20230725106,2023-07-25,Spillage,309.71,No,29201.77
WS006566,PR20230726142,2023-07-26,Spillage,76.26,No,9352.3
WS006584,PR20230727917,2023-07-27,Expired Stock,334.09,Yes,33233.62
WS006593,PR20230728176,2023-07-28,Expired Stock,135.59,No,14870.2
WS006594,PR20230728846,2023-07-28,Quality Rejection,39.88,Yes,4735.76
WS006595,PR20230728719,2023-07-28,Spillage,128.42,Yes,18642.42
WS006596,PR20230728137,2023-07-28,Spillage,345.84,Yes,30448.83
WS006607,PR20230729793,2023-07-29,Processing Waste,57.47,Yes,8433.22
WS006614,PR20230730277,2023-07-30,Quality Rejection,473.07,No,69040.65
WS006628,PR20230801415,2023-08-01,Processing Waste,223.98,Yes,19658.05
WS006639,PR20230801132,2023-08-01,Expired Stock,192.46,Yes,28420.45
WS006641,PR20230802986,2023-08-02,Spillage,135.87,Yes,18658.03
WS006644,PR20230802747,2023-08-02,Processing Waste,272.62,No,24013.89
WS006645,PR20230802664,2023-08-02,Processing Waste,97.0,No,11078.5
WS006647,PR20230802471,2023-08-02,Processing Waste,115.24,Yes,13046.49
WS006663,PR20230804540,2023-08-04,Spillage,482.48,No,64423.78
WS006665,PR20230804330,2023-08-04,Spillage,148.62,Yes,21008.57
WS006675,PR20230805921,2023-08-05,Quality Rejection,141.03,No,17781.08
WS006677,PR20230805742,2023-08-05,Expired Stock,344.17,No,48734.68
WS006678,PR20230805454,2023-08-05,Spillage,61.65,No,5758.69
WS006679,PR20230805951,2023-08-05,Spillage,63.09,Yes,6493.76
WS006692,PR20230806902,2023-08-06,Spillage,312.8,No,26964.26
WS006694,PR20230807219,2023-08-07,Spillage,144.3,No,12718.17
WS006706,PR20230808316,2023-08-08,Spillage,80.96,No,6664.79
WS006709,PR20230808931,2023-08-08,Quality Rejection,269.79,No,29075.73
WS006719,PR20230809792,2023-08-09,Quality Rejection,185.3,Yes,21079.58
WS006724,PR20230809928,2023-08-09,Quality Rejection,114.15,Yes,12377.4
WS006730,PR20230810852,2023-08-10,Quality Rejection,222.74,No,22565.23
WS006733,PR20230811970,2023-08-11,Spillage,573.96,Yes,51891.11
WS006762,PR20230814434,2023-08-14,Processing Waste,392.03,Yes,49497.76
WS006768,PR20230814110,2023-08-14,Processing Waste,199.96,No,28916.37
WS006772,PR20230815578,2023-08-15,Quality Rejection,74.39,Yes,10862.49
WS006789,PR20230817767,2023-08-17,Spillage,189.3,Yes,27002.6
WS006803,PR20230818894,2023-08-18,Processing Waste,124.65,No,11702.71
WS006804,PR20230818747,2023-08-18,Processing Waste,76.06,Yes,7676.88
WS006805,PR20230818980,2023-08-18,Spillage,277.82,No,25322.98
WS006809,PR20230818383,2023-08-18,Spillage,173.6,No,16515.09
WS006811,PR20230818138,2023-08-18,Spillage,210.3,Yes,17099.0
WS006820,PR20230819814,2023-08-19,Expired Stock,99.73,Yes,14794.0
WS006822,PR20230819791,2023-08-19,Spillage,204.4,Yes,27989.27
WS006824,PR20230820450,2023-08-20,Quality Rejection,141.94,Yes,11503.07
WS006832,PR20230820259,2023-08-20,Quality Rejection,396.36,Yes,57970.01
WS006837,PR20230821411,2023-08-21,Processing Waste,112.49,No,13156.3
WS006840,PR20230821426,2023-08-21,Processing Waste,256.19,No,36113.09
WS006847,PR20230822559,2023-08-22,Spillage,218.35,No,23680.18
WS006861,PR20230823440,2023-08-23,Expired Stock,133.43,No,11711.76
WS006862,PR20230823493,2023-08-23,Spillage,467.34,No,57635.03
WS006871,PR20230824223,2023-08-24,Spillage,95.46,Yes,12440.79
WS006880,PR20230824456,2023-08-24,Processing Waste,227.54,Yes,23060.77
WS006885,PR20230825836,2023-08-25,Spillage,106.87,No,12666.2
WS006896,PR20230826716,2023-08-26,Quality Rejection,273.15,No,37510.52
WS006929,PR20230829768,2023-08-29,Processing Waste,487.04,Yes,43342.17
WS006937,PR20230829181,2023-08-29,Processing Waste,187.61,No,19224.27
WS006939,PR20230830378,2023-08-30,Processing Waste,210.7,Yes,21907.74
WS006945,PR20230830258,2023-08-30,Quality Rejection,287.16,No,25788.19
WS006947,PR20230831524,2023-08-31,Quality Rejection,134.45,Yes,15183.23
WS006957,PR20230901993,2023-09-01,Quality Rejection,323.0,Yes,44786.39
WS006963,PR20230901390,2023-09-01,Quality Rejection,194.41,Yes,23171.23
WS006967,PR20230901785,2023-09-01,Processing Waste,270.88,Yes,37919.47
WS006968,PR20230901887,2023-09-01,Expired Stock,210.3,No,25550.55
WS006970,PR20230902211,2023-09-02,Spillage,80.74,Yes,10847.31
WS006980,PR20230902127,2023-09-02,Spillage,107.65,No,15357.54
WS006990,PR20230903643,2023-09-03,Spillage,369.49,Yes,33808.83
WS007004,PR20230904573,2023-09-04,Spillage,475.3,Yes,54724.91
WS007005,PR20230904747,2023-09-04,Spillage,149.41,Yes,15396.67
WS007013,PR20230905852,2023-09-05,Processing Waste,126.52,Yes,10776.44
WS007019,PR20230905656,2023-09-05,Spillage,334.59,No,49061.31
WS007022,PR20230906438,2023-09-06,Quality Rejection,102.64,Yes,14697.09
WS007025,PR20230906315,2023-09-06,Quality Rejection,255.4,No,34849.29
